flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
U26262,N/A,LCPH,PFO,EGGD,BRS,2022-11-27T00:00:01Z,Invalid Timestamp,51.38256,-2.73335,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2022-11-27T00:00:01Z,Invalid Timestamp,51.38256,-2.73335,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2022-11-27T00:00:01Z,Invalid Timestamp,51.38256,-2.73335,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2022-11-27T00:00:01Z,Invalid Timestamp,51.38256,-2.73335,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2022-11-27T00:00:01Z,Invalid Timestamp,51.38256,-2.73335,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2022-11-27T00:00:01Z,Invalid Timestamp,51.38256,-2.73335,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2022-11-27T00:00:01Z,Invalid Timestamp,51.38256,-2.73335,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2022-11-27T00:00:01Z,Invalid Timestamp,51.38256,-2.73335,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2022-11-27T00:00:01Z,Invalid Timestamp,51.38256,-2.73335,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2022-11-27T00:00:01Z,Invalid Timestamp,51.38256,-2.73335,Unknown
