flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,U22967,EZY2967,easyJet,U2,active,2025-11-26,Bristol,BRS,EGGD,,,2025-11-26T07:15:00+00:00,2025-11-26T07:15:00+00:00,2025-11-26T07:31:00+00:00,16,Zine El Abidine Ben Ali International Airport,NBE,DTNH,,,,2025-11-26T11:25:00+00:00,2025-11-26T11:16:00+00:00,,,,,No,,
Departure,U22702,EZY2702,easyJet,U2,active,2025-11-26,Bristol,BRS,EGGD,,,2025-11-26T07:35:00+00:00,2025-11-26T07:35:00+00:00,2025-11-26T07:33:00+00:00,,Corvera International,RMU,LEMI,,,,2025-11-26T11:10:00+00:00,2025-11-26T10:36:00+00:00,,,,,No,,
Departure,DX46,DTR46,Danish Air,DX,scheduled,2025-11-26,Bristol,BRS,EGGD,,,2025-11-26T19:55:00+00:00,2025-11-26T19:55:00+00:00,,,Dyce,ABZ,EGPD,,,,2025-11-26T21:25:00+00:00,,,,,,No,,
Departure,U22971,EZY2971,easyJet,U2,active,2025-11-26,Bristol,BRS,EGGD,,,2025-11-26T14:45:00+00:00,2025-11-26T14:45:00+00:00,2025-11-26T14:49:00+00:00,5,Agadir Almassira,AGA,GMAD,2,,,2025-11-26T19:20:00+00:00,2025-11-26T18:42:00+00:00,,,,,No,,
Departure,EI,EIN,Aer Lingus,EI,active,2025-11-26,Bristol,BRS,EGGD,,,2025-11-26T16:00:00+00:00,2025-11-26T16:00:00+00:00,2025-11-26T15:55:00+00:00,10,Cork,ORK,EICK,,,,2025-11-26T17:14:00+00:00,2025-11-26T16:36:00+00:00,,,,,No,,
Departure,BA8941,BAW8941,British Airways,BA,cancelled,2025-11-26,Bristol,BRS,EGGD,,,2025-11-26T19:10:00+00:00,2025-11-26T19:10:00+00:00,,,Dublin International,DUB,EIDW,2,,,2025-11-26T20:30:00+00:00,,,,,,Yes,aer lingus,ei3285
Departure,QR8239,QTR8239,Qatar Airways,QR,cancelled,2025-11-26,Bristol,BRS,EGGD,,,2025-11-26T19:10:00+00:00,2025-11-26T19:10:00+00:00,,,Dublin International,DUB,EIDW,2,,,2025-11-26T20:30:00+00:00,,,,,,Yes,aer lingus,ei3285
Departure,EI3285,EIN3285,Aer Lingus,EI,cancelled,2025-11-26,Bristol,BRS,EGGD,,,2025-11-26T19:10:00+00:00,2025-11-26T19:10:00+00:00,,,Dublin International,DUB,EIDW,2,,,2025-11-26T20:30:00+00:00,,,,,,No,,
Departure,FR2292,RYR2292,Ryanair,FR,landed,2025-11-26,Bristol,BRS,EGGD,,31,2025-11-26T05:55:00+00:00,2025-11-26T05:55:00+00:00,2025-11-26T06:01:00+00:00,6,Alicante El Altet,ALC,LEAL,2,,5B,2025-11-26T09:35:00+00:00,2025-11-26T08:53:00+00:00,2025-11-26T08:55:00+00:00,,,,No,,
Departure,DL9469,DAL9469,Delta Air Lines,DL,landed,2025-11-26,Bristol,BRS,EGGD,,10,2025-11-26T06:00:00+00:00,2025-11-26T06:00:00+00:00,2025-11-26T06:13:00+00:00,14,Schiphol,AMS,EHAM,3,A08,9,2025-11-26T08:20:00+00:00,2025-11-26T08:11:00+00:00,2025-11-26T08:16:00+00:00,,,,Yes,klm,kl1074
