flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,1I,EJA,NetJets Aviation,1I,active,2025-11-25,Bristol,BRS,EGGD,,,2025-11-25T11:00:00+00:00,2025-11-25T11:00:00+00:00,,8,Dundee,DND,EGPN,,,,2025-11-25T12:17:00+00:00,2025-11-25T12:21:00+00:00,,4,,,No,,
Departure,U29009,EZY9009,easyJet,U2,active,2025-11-25,Bristol,BRS,EGGD,,,2025-11-25T07:00:00+00:00,2025-11-25T07:00:00+00:00,2025-11-25T07:12:00+00:00,13,Sharm el-Sheikh International Airport,SSH,HESH,1,,,2025-11-25T14:34:00+00:00,2025-11-25T14:33:00+00:00,,,G-UZHO,A20N,No,,
Departure,U22937,EZY2937,easyJet,U2,diverted,2025-11-25,Bristol,BRS,EGGD,,,2025-11-25T07:00:00+00:00,2025-11-25T07:00:00+00:00,2025-11-25T07:10:00+00:00,11,John Paul II Balice International,KRK,EPKK,3,,,2025-11-25T10:35:00+00:00,2025-11-25T10:54:00+00:00,,19,,,No,,
Departure,U22913,EZY2913,easyJet,U2,diverted,2025-11-25,Bristol,BRS,EGGD,,,2025-11-25T11:05:00+00:00,2025-11-25T11:05:00+00:00,2025-11-25T11:11:00+00:00,7,Hurghada,HRG,HEGN,1,,,2025-11-25T18:30:00+00:00,2025-11-25T19:27:00+00:00,,57,,,No,,
Departure,DL9469,DAL9469,Delta Air Lines,DL,landed,2025-11-25,Bristol,BRS,EGGD,,10,2025-11-25T06:00:00+00:00,2025-11-25T06:00:00+00:00,2025-11-25T06:09:00+00:00,10,Schiphol,AMS,EHAM,3,A08,10,2025-11-25T08:20:00+00:00,2025-11-25T08:04:00+00:00,2025-11-25T08:06:00+00:00,,,,Yes,klm,kl1074
Departure,G35570,GLO5570,Gol,G3,landed,2025-11-25,Bristol,BRS,EGGD,,10,2025-11-25T06:00:00+00:00,2025-11-25T06:00:00+00:00,2025-11-25T06:09:00+00:00,10,Schiphol,AMS,EHAM,3,A08,10,2025-11-25T08:20:00+00:00,2025-11-25T08:04:00+00:00,2025-11-25T08:06:00+00:00,,,,Yes,klm,kl1074
Departure,KQ1050,KQA1050,Kenya Airways,KQ,landed,2025-11-25,Bristol,BRS,EGGD,,10,2025-11-25T06:00:00+00:00,2025-11-25T06:00:00+00:00,2025-11-25T06:09:00+00:00,10,Schiphol,AMS,EHAM,3,A08,10,2025-11-25T08:20:00+00:00,2025-11-25T08:04:00+00:00,2025-11-25T08:06:00+00:00,,,,Yes,klm,kl1074
Departure,VS6948,VIR6948,Virgin Atlantic,VS,landed,2025-11-25,Bristol,BRS,EGGD,,10,2025-11-25T06:00:00+00:00,2025-11-25T06:00:00+00:00,2025-11-25T06:09:00+00:00,10,Schiphol,AMS,EHAM,3,A08,10,2025-11-25T08:20:00+00:00,2025-11-25T08:04:00+00:00,2025-11-25T08:06:00+00:00,,,,Yes,klm,kl1074
Departure,KL1074,KLM1074,KLM,KL,landed,2025-11-25,Bristol,BRS,EGGD,,10,2025-11-25T06:00:00+00:00,2025-11-25T06:00:00+00:00,2025-11-25T06:09:00+00:00,10,Schiphol,AMS,EHAM,3,A08,10,2025-11-25T08:20:00+00:00,2025-11-25T08:04:00+00:00,2025-11-25T08:06:00+00:00,,,,No,,
Departure,U22713,EZY2713,easyJet,U2,landed,2025-11-25,Bristol,BRS,EGGD,,,2025-11-25T06:15:00+00:00,2025-11-25T06:15:00+00:00,2025-11-25T06:19:00+00:00,4,Pablo Ruiz Picasso,AGP,LEMG,1,,24,2025-11-25T09:55:00+00:00,2025-11-25T09:27:00+00:00,2025-11-25T09:28:00+00:00,,,,No,,
