flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22914,easyjet,landed,2023-11-24t00:35:00.000,2023-11-24t00:38:00.000,2023-11-24 00:27:00,2023-11-24,00:27:00,0,Night hour departures
fr7948,ryanair,landed,2023-11-24t07:10:00.000,2023-11-24t07:15:00.000,2023-11-24 07:16:00,2023-11-24,07:16:00,6,Regular departures
ba8936,british airways,landed,2023-11-24t07:40:00.000,2023-11-24t07:29:00.000,2023-11-24 07:32:00,2023-11-24,07:32:00,0,Regular departures
ei3280,aer lingus,landed,2023-11-24t07:40:00.000,2023-11-24t07:29:00.000,2023-11-24 07:32:00,2023-11-24,07:32:00,0,Regular departures
fr4134,ryanair,landed,2023-11-24t07:40:00.000,2023-11-24t08:00:00.000,2023-11-24 08:01:00,2023-11-24,08:01:00,22,Regular departures
u297,easyjet,landed,2023-11-24t07:40:00.000,2023-11-24t07:26:00.000,2023-11-24 07:23:00,2023-11-24,07:23:00,0,Regular departures
u2321,easyjet,landed,2023-11-24t08:15:00.000,2023-11-24t07:57:00.000,2023-11-24 07:58:00,2023-11-24,07:58:00,0,Regular departures
fr154,ryanair,landed,2023-11-24t08:45:00.000,2023-11-24t09:18:00.000,2023-11-24 09:21:00,2023-11-24,09:21:00,37,Regular departures
u22958,easyjet,landed,2023-11-24t09:35:00.000,2023-11-24t09:27:00.000,2023-11-24 09:28:00,2023-11-24,09:28:00,0,Regular departures
lh970,lufthansa,landed,2023-11-24t10:00:00.000,2023-11-24t10:04:00.000,2023-11-24 10:03:00,2023-11-24,10:03:00,4,Regular departures
u2214,easyjet,landed,2023-11-24t10:05:00.000,2023-11-24t10:07:00.000,2023-11-24 10:06:00,2023-11-24,10:06:00,1,Regular departures
u22774,easyjet,landed,2023-11-24t10:30:00.000,2023-11-24t10:24:00.000,2023-11-24 10:24:00,2023-11-24,10:24:00,0,Regular departures
a3640,aegean airlines,landed,2023-11-24t10:55:00.000,2023-11-24t11:15:00.000,2023-11-24 11:11:00,2023-11-24,11:11:00,17,Regular departures
u22922,easyjet,landed,2023-11-24t11:00:00.000,2023-11-24t11:14:00.000,2023-11-24 11:15:00,2023-11-24,11:15:00,15,Regular departures
u22784,easyjet,landed,2023-11-24t11:15:00.000,2023-11-24t11:08:00.000,2023-11-24 11:09:00,2023-11-24,11:09:00,0,Regular departures
fr4148,ryanair,landed,2023-11-24t11:45:00.000,2023-11-24t11:32:00.000,2023-11-24 11:29:00,2023-11-24,11:29:00,0,Regular departures
u22932,easyjet,landed,2023-11-24t12:05:00.000,2023-11-24t11:49:00.000,2023-11-24 11:49:00,2023-11-24,11:49:00,0,Regular departures
u22704,easyjet,landed,2023-11-24t12:15:00.000,2023-11-24t12:03:00.000,2023-11-24 12:06:00,2023-11-24,12:06:00,0,Regular departures
u22714,easyjet,landed,2023-11-24t12:20:00.000,2023-11-24t12:09:00.000,2023-11-24 12:10:00,2023-11-24,12:10:00,0,Regular departures
u22938,easyjet,landed,2023-11-24t12:20:00.000,2023-11-24t12:18:00.000,2023-11-24 12:18:00,2023-11-24,12:18:00,0,Regular departures
