flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
U22876,EZY43CM,G-EZTZ,A320,LPPR/OPO,EGGD/BRS,19025,371,2024-11-05 15:15:00 UTC,Day flight,EZY
FR2291,RYR73ZK,EI-IFV,B38M,LEAL/ALC,EGGD/BRS,8675,304,2024-11-05 15:14:58 UTC,Day flight,RYR
