flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
,CLF687A,G-HARG,E550,LPPT/LIS,EGGD/BRS,8075,254,2024-11-12 17:29:56 UTC,Day flight,CLF
LS1864,EXS47SR,G-JZBL,B738,GCLP/LPA,EGGD/BRS,4525,224,2024-11-12 17:29:58 UTC,Day flight,EXS
U22964,EZY28PB,G-UZHI,A20N,GMMX/RAK,EGGD/BRS,0,10,2024-11-12 17:29:58 UTC,Day flight,EZY
