Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival
easyJet,Charles De Gaulle,2024-04-11T12:50:00+00:00,,Bristol,2024-04-11T13:10:00+00:00,
easyJet,Schiphol,2024-04-11T12:10:00+00:00,2024-04-11T13:10:00+00:00,Bristol,2024-04-11T12:30:00+00:00,2024-04-11T13:10:00+00:00
easyJet,Madeira,2024-04-11T11:30:00+00:00,2024-04-11T11:40:00+00:00,Bristol,2024-04-11T15:00:00+00:00,2024-04-11T14:51:00+00:00
easyJet,Split,2024-04-11T10:10:00+00:00,2024-04-11T10:21:00+00:00,Bristol,2024-04-11T11:55:00+00:00,2024-04-11T11:44:00+00:00
Aer Lingus,Cork,2024-04-11T18:30:00+00:00,2024-04-11T18:41:00+00:00,Bristol,2024-04-11T19:50:00+00:00,2024-04-11T19:45:00+00:00
easyJet,Edinburgh,2024-04-11T19:05:00+00:00,2024-04-11T19:06:00+00:00,Bristol,2024-04-11T20:20:00+00:00,2024-04-11T20:01:00+00:00
Ryanair,Alicante El Altet,2024-04-11T13:30:00+00:00,2024-04-11T13:59:00+00:00,Bristol,2024-04-11T15:05:00+00:00,2024-04-11T15:23:00+00:00
easyJet,Mérignac,2024-04-11T13:35:00+00:00,2024-04-11T14:32:00+00:00,Bristol,2024-04-11T14:10:00+00:00,2024-04-11T14:48:00+00:00
easyJet,Glasgow International,2024-04-11T12:35:00+00:00,2024-04-11T12:45:00+00:00,Bristol,2024-04-11T13:50:00+00:00,2024-04-11T13:38:00+00:00
easyJet,Prague Vaclav Havel Airport,2024-04-11T21:50:00+00:00,2024-04-11T22:43:00+00:00,Bristol,2024-04-11T22:55:00+00:00,2024-04-11T23:34:00+00:00
easyJet,Galileo Galilei,2024-04-11T10:50:00+00:00,2024-04-11T11:03:00+00:00,Bristol,2024-04-11T12:10:00+00:00,2024-04-11T12:06:00+00:00
easyJet,Son Sant Joan Airport,2024-04-11T14:05:00+00:00,2024-04-11T14:22:00+00:00,Bristol,2024-04-11T15:35:00+00:00,2024-04-11T15:43:00+00:00
easyJet,Schiphol,2024-04-11T09:55:00+00:00,2024-04-11T10:28:00+00:00,Bristol,2024-04-11T10:15:00+00:00,2024-04-11T10:31:00+00:00
easyJet,Charles De Gaulle,2024-04-11T19:30:00+00:00,2024-04-11T20:02:00+00:00,Bristol,2024-04-11T19:50:00+00:00,2024-04-11T19:52:00+00:00
easyJet,Glasgow International,2024-04-11T08:30:00+00:00,2024-04-11T08:34:00+00:00,Bristol,2024-04-11T09:45:00+00:00,2024-04-11T09:27:00+00:00
Alitalia,Schiphol,2024-04-11T12:55:00+00:00,2024-04-11T13:21:00+00:00,Bristol,2024-04-11T13:10:00+00:00,2024-04-11T13:16:00+00:00
Delta Air Lines,Schiphol,2024-04-11T12:55:00+00:00,2024-04-11T13:21:00+00:00,Bristol,2024-04-11T13:10:00+00:00,2024-04-11T13:16:00+00:00
Kenya Airways,Schiphol,2024-04-11T12:55:00+00:00,2024-04-11T13:21:00+00:00,Bristol,2024-04-11T13:10:00+00:00,2024-04-11T13:16:00+00:00
Virgin Atlantic,Schiphol,2024-04-11T12:55:00+00:00,2024-04-11T13:21:00+00:00,Bristol,2024-04-11T13:10:00+00:00,2024-04-11T13:16:00+00:00
Ryanair,Gran Canaria,2024-04-11T10:45:00+00:00,2024-04-11T10:44:00+00:00,Bristol,2024-04-11T14:40:00+00:00,2024-04-11T14:30:00+00:00
German Airways,Schiphol,2024-04-11T16:40:00+00:00,,Bristol,2024-04-11T16:55:00+00:00,
easyJet,Son Sant Joan Airport,2024-04-11T14:30:00+00:00,,Bristol,2024-04-11T16:00:00+00:00,
easyJet,Son Sant Joan Airport,2024-04-11T14:30:00+00:00,2024-04-11T14:42:00+00:00,Bristol,2024-04-11T16:00:00+00:00,2024-04-11T16:01:00+00:00
easyJet,Cote D'azur International Airport,2024-04-11T14:20:00+00:00,,Bristol,2024-04-11T15:30:00+00:00,
Jet2,Lanzarote,2024-04-11T14:05:00+00:00,2024-04-11T14:41:00+00:00,Bristol,2024-04-11T18:00:00+00:00,2024-04-11T18:09:00+00:00
TUIfly,Lanzarote,2024-04-11T14:50:00+00:00,2024-04-11T14:57:00+00:00,Bristol,2024-04-11T18:45:00+00:00,2024-04-11T18:32:00+00:00
Ryanair,Bydgoszcz I. J. Paderewski Airport,2024-04-11T15:35:00+00:00,2024-04-11T15:46:00+00:00,Bristol,2024-04-11T17:00:00+00:00,2024-04-11T16:54:00+00:00
Ryanair,John Paul II Balice International,2024-04-11T19:50:00+00:00,2024-04-11T20:23:00+00:00,Bristol,2024-04-11T21:25:00+00:00,2024-04-11T21:40:00+00:00
Ryanair,Alicante El Altet,2024-04-11T17:15:00+00:00,2024-04-11T17:37:00+00:00,Bristol,2024-04-11T18:50:00+00:00,2024-04-11T19:05:00+00:00
Ryanair,Pablo Ruiz Picasso,2024-04-11T19:00:00+00:00,2024-04-11T19:17:00+00:00,Bristol,2024-04-11T20:45:00+00:00,2024-04-11T20:50:00+00:00
FlyWales,Aldergrove International Airport,2024-04-11T13:40:00+00:00,,Bristol,2024-04-11T14:44:00+00:00,
British Airways,Dublin International,2024-04-11T14:30:00+00:00,2024-04-11T14:39:00+00:00,Bristol,2024-04-11T15:50:00+00:00,2024-04-11T15:39:00+00:00
Qatar Airways,Dublin International,2024-04-11T14:30:00+00:00,2024-04-11T14:39:00+00:00,Bristol,2024-04-11T15:50:00+00:00,2024-04-11T15:39:00+00:00
Aer Lingus,Dublin International,2024-04-11T14:30:00+00:00,2024-04-11T14:39:00+00:00,Bristol,2024-04-11T15:50:00+00:00,2024-04-11T15:39:00+00:00
easyJet,Pablo Ruiz Picasso,2024-04-11T10:25:00+00:00,2024-04-11T10:52:00+00:00,Bristol,2024-04-11T12:15:00+00:00,2024-04-11T12:26:00+00:00
Aurigny Air Services,Exeter,2024-04-11T13:55:00+00:00,,Bristol,2024-04-11T14:30:00+00:00,
Ryanair,Dublin International,2024-04-11T15:30:00+00:00,2024-04-11T15:45:00+00:00,Bristol,2024-04-11T16:35:00+00:00,2024-04-11T16:28:00+00:00
Ryanair,Marco Polo,2024-04-11T15:50:00+00:00,2024-04-11T16:03:00+00:00,Bristol,2024-04-11T17:10:00+00:00,2024-04-11T17:02:00+00:00
easyJet,Bilbao,2024-04-11T16:55:00+00:00,2024-04-11T17:10:00+00:00,Bristol,2024-04-11T17:40:00+00:00,2024-04-11T17:44:00+00:00
KLM,Schiphol,2024-04-11T22:00:00+00:00,2024-04-11T22:18:00+00:00,Bristol,2024-04-11T22:20:00+00:00,2024-04-11T22:17:00+00:00
easyJet,Son Sant Joan Airport,2024-04-11T10:00:00+00:00,2024-04-11T10:35:00+00:00,Bristol,2024-04-11T11:30:00+00:00,2024-04-11T11:51:00+00:00
easyJet,Glasgow International,2024-04-11T21:45:00+00:00,2024-04-11T22:02:00+00:00,Bristol,2024-04-11T22:55:00+00:00,2024-04-11T22:55:00+00:00
Kenya Airways,Schiphol,2024-04-11T16:40:00+00:00,,Bristol,2024-04-11T16:55:00+00:00,
Delta Air Lines,Schiphol,2024-04-11T16:40:00+00:00,,Bristol,2024-04-11T16:55:00+00:00,
Aer Lingus,Dublin International,2024-04-11T17:05:00+00:00,2024-04-11T17:26:00+00:00,Bristol,2024-04-11T18:25:00+00:00,2024-04-11T18:25:00+00:00
Qatar Airways,Dublin International,2024-04-11T17:05:00+00:00,2024-04-11T17:26:00+00:00,Bristol,2024-04-11T18:25:00+00:00,2024-04-11T18:25:00+00:00
British Airways,Dublin International,2024-04-11T17:05:00+00:00,2024-04-11T17:26:00+00:00,Bristol,2024-04-11T18:25:00+00:00,2024-04-11T18:25:00+00:00
easyJet,Lisbon Portela,2024-04-11T16:50:00+00:00,2024-04-11T17:26:00+00:00,Bristol,2024-04-11T19:25:00+00:00,2024-04-11T19:41:00+00:00
BAe Systems Marine,Walney Island,2024-04-11T16:10:00+00:00,2024-04-11T16:18:00+00:00,Bristol,2024-04-11T16:59:00+00:00,2024-04-11T17:06:00+00:00
easyJet,Berlin Brandenburg Airport,2024-04-11T18:30:00+00:00,2024-04-11T18:49:00+00:00,Bristol,2024-04-11T19:30:00+00:00,2024-04-11T19:35:00+00:00
Ryanair,Valencia,2024-04-11T21:55:00+00:00,2024-04-11T22:01:00+00:00,Bristol,2024-04-11T23:25:00+00:00,2024-04-11T23:18:00+00:00
easyJet,Dubrovnik,2024-04-11T17:40:00+00:00,2024-04-11T17:53:00+00:00,Bristol,2024-04-11T19:40:00+00:00,2024-04-11T19:32:00+00:00
Capital Air Ambulance,Cardiff,2024-04-11T20:00:00+00:00,2024-04-11T19:04:00+00:00,Bristol,2024-04-11T20:25:00+00:00,2024-04-11T19:25:00+00:00
Ryanair,Copernicus Airport,2024-04-11T17:35:00+00:00,2024-04-11T17:52:00+00:00,Bristol,2024-04-11T18:55:00+00:00,2024-04-11T18:53:00+00:00
Aurigny Air Services,Guernsey,2024-04-11T18:30:00+00:00,2024-04-11T18:54:00+00:00,Bristol,2024-04-11T19:07:00+00:00,
Jet2,Sur Reina Sofia,2024-04-11T15:35:00+00:00,2024-04-11T15:37:00+00:00,Bristol,2024-04-11T19:45:00+00:00,2024-04-11T19:28:00+00:00
easyJet,Orly,2024-04-11T15:50:00+00:00,2024-04-11T15:54:00+00:00,Bristol,2024-04-11T16:10:00+00:00,2024-04-11T15:50:00+00:00
TUIfly,Gran Canaria,2024-04-11T14:20:00+00:00,2024-04-11T14:46:00+00:00,Bristol,2024-04-11T18:25:00+00:00,2024-04-11T18:28:00+00:00
easyJet,Geneve-cointrin,2024-04-11T16:55:00+00:00,2024-04-11T17:24:00+00:00,Bristol,2024-04-11T17:40:00+00:00,2024-04-11T17:50:00+00:00
easyJet,Lanzarote,2024-04-11T18:25:00+00:00,2024-04-11T18:35:00+00:00,Bristol,2024-04-11T22:15:00+00:00,2024-04-11T22:10:00+00:00
easyJet,Diagoras,2024-04-11T19:45:00+00:00,2024-04-11T20:00:00+00:00,Bristol,2024-04-11T22:10:00+00:00,2024-04-11T22:01:00+00:00
Ryanair,Lanzarote,2024-04-11T19:55:00+00:00,2024-04-11T20:34:00+00:00,Bristol,2024-04-11T23:45:00+00:00,2024-04-12T00:04:00+00:00
easyJet,Inverness,2024-04-11T17:55:00+00:00,2024-04-11T18:11:00+00:00,Bristol,2024-04-11T19:15:00+00:00,2024-04-11T19:19:00+00:00
easyJet,Pablo Ruiz Picasso,2024-04-11T19:00:00+00:00,2024-04-11T19:28:00+00:00,Bristol,2024-04-11T20:40:00+00:00,2024-04-11T21:06:00+00:00
easyJet,Orly,2024-04-11T19:05:00+00:00,2024-04-11T19:38:00+00:00,Bristol,2024-04-11T19:25:00+00:00,2024-04-11T19:38:00+00:00
Qatar Airways,Dublin International,2024-04-11T17:05:00+00:00,2024-04-11T17:26:00+00:00,Bristol,2024-04-11T18:25:00+00:00,2024-04-11T18:25:00+00:00
British Airways,Dyce,2024-04-11T17:55:00+00:00,2024-04-11T18:02:00+00:00,Bristol,2024-04-11T19:25:00+00:00,2024-04-11T19:12:00+00:00
Sierra Pacific Airlines,Dyce,2024-04-11T17:55:00+00:00,2024-04-11T18:02:00+00:00,Bristol,2024-04-11T19:25:00+00:00,2024-04-11T19:12:00+00:00
Loganair,Dyce,2024-04-11T17:55:00+00:00,2024-04-11T18:02:00+00:00,Bristol,2024-04-11T19:25:00+00:00,2024-04-11T19:12:00+00:00
Jet2,Milas,2024-04-11T21:00:00+00:00,2024-04-11T21:18:00+00:00,Bristol,2024-04-11T23:15:00+00:00,2024-04-11T23:15:00+00:00
Sierra Pacific Airlines,Jersey,2024-04-11T09:10:00+00:00,,Bristol,2024-04-11T10:10:00+00:00,
easyJet,Aldergrove International Airport,2024-04-11T16:20:00+00:00,2024-04-11T17:09:00+00:00,Bristol,2024-04-11T17:25:00+00:00,2024-04-11T17:59:00+00:00
TUIfly,Larnaca,2024-04-11T22:45:00+00:00,2024-04-11T22:52:00+00:00,Bristol,2024-04-12T01:45:00+00:00,2024-04-12T01:28:00+00:00
easyJet,Corvera International,2024-04-11T10:20:00+00:00,2024-04-11T10:37:00+00:00,Bristol,2024-04-11T11:55:00+00:00,2024-04-11T12:12:00+00:00
easyJet,Dalaman,2024-04-11T21:10:00+00:00,2024-04-11T21:15:00+00:00,Bristol,2024-04-11T23:45:00+00:00,2024-04-11T23:22:00+00:00
Ryanair,Dublin International,2024-04-11T20:45:00+00:00,2024-04-11T21:29:00+00:00,Bristol,2024-04-11T21:50:00+00:00,2024-04-11T22:13:00+00:00
Jet2,Gran Canaria,2024-04-11T19:10:00+00:00,2024-04-11T19:19:00+00:00,Bristol,2024-04-11T23:10:00+00:00,2024-04-11T23:11:00+00:00
easyJet,Geneve-cointrin,2024-04-11T20:15:00+00:00,2024-04-11T20:31:00+00:00,Bristol,2024-04-11T21:00:00+00:00,2024-04-11T20:57:00+00:00
easyJet,Edinburgh,2024-04-11T08:50:00+00:00,2024-04-11T09:33:00+00:00,Bristol,2024-04-11T10:05:00+00:00,2024-04-11T10:25:00+00:00
easyJet,Glasgow International,2024-04-11T17:55:00+00:00,2024-04-11T18:11:00+00:00,Bristol,2024-04-11T19:05:00+00:00,2024-04-11T19:08:00+00:00
easyJet,Gatwick,2024-04-11T13:30:00+00:00,2024-04-11T13:57:00+00:00,Bristol,2024-04-11T14:21:00+00:00,2024-04-11T14:21:00+00:00
FlyWales,Aldergrove International Airport,2024-04-11T13:40:00+00:00,2024-04-11T13:52:00+00:00,Bristol,2024-04-11T14:44:00+00:00,2024-04-11T14:55:00+00:00
easyJet,Gatwick,2024-04-11T13:30:00+00:00,2024-04-11T13:48:00+00:00,Bristol,2024-04-11T14:21:00+00:00,2024-04-11T14:15:00+00:00
empty,George Best Belfast City,2024-04-11T19:45:00+00:00,2024-04-11T19:29:00+00:00,Bristol,2024-04-11T20:44:00+00:00,2024-04-11T20:11:00+00:00
easyJet,Schiphol,2024-04-11T10:30:00+00:00,2024-04-11T11:15:00+00:00,Bristol,2024-04-11T10:50:00+00:00,2024-04-11T11:13:00+00:00
Ryanair,Beziers Vias,2024-04-11T10:35:00+00:00,2024-04-11T10:45:00+00:00,Bristol,2024-04-11T11:35:00+00:00,2024-04-11T11:37:00+00:00
Jet2,Faro,2024-04-11T09:45:00+00:00,2024-04-11T09:49:00+00:00,Bristol,2024-04-11T12:25:00+00:00,2024-04-11T12:19:00+00:00
easyJet,Faro,2024-04-11T13:30:00+00:00,2024-04-11T13:48:00+00:00,Bristol,2024-04-11T16:05:00+00:00,2024-04-11T16:16:00+00:00
Ryanair,Faro,2024-04-11T22:20:00+00:00,2024-04-11T22:22:00+00:00,Bristol,2024-04-12T00:55:00+00:00,2024-04-12T00:48:00+00:00
Ryanair,Son Sant Joan Airport,2024-04-11T10:55:00+00:00,2024-04-11T11:16:00+00:00,Bristol,2024-04-11T12:25:00+00:00,2024-04-11T12:34:00+00:00
easyJet,Edinburgh,2024-04-11T16:45:00+00:00,2024-04-11T17:39:00+00:00,Bristol,2024-04-11T18:00:00+00:00,2024-04-11T18:35:00+00:00
easyJet,Capodichino,2024-04-11T10:40:00+00:00,2024-04-11T11:26:00+00:00,Bristol,2024-04-11T12:40:00+00:00,2024-04-11T13:02:00+00:00
Jet2,Malta International,2024-04-11T11:00:00+00:00,2024-04-11T11:31:00+00:00,Bristol,2024-04-11T13:30:00+00:00,2024-04-11T13:34:00+00:00
easyJet,Alicante El Altet,2024-04-11T10:25:00+00:00,2024-04-11T10:36:00+00:00,Bristol,2024-04-11T12:00:00+00:00,2024-04-11T12:01:00+00:00
easyJet,Larnaca,2024-04-11T21:05:00+00:00,2024-04-11T22:10:00+00:00,Bristol,2024-04-12T00:20:00+00:00,2024-04-12T00:53:00+00:00
easyJet,Faro,2024-04-11T09:50:00+00:00,2024-04-11T09:58:00+00:00,Bristol,2024-04-11T12:30:00+00:00,2024-04-11T12:23:00+00:00
KLM,Schiphol,2024-04-11T12:55:00+00:00,2024-04-11T13:21:00+00:00,Bristol,2024-04-11T13:10:00+00:00,2024-04-11T13:16:00+00:00
Virgin Atlantic,Schiphol,2024-04-11T22:00:00+00:00,2024-04-11T22:18:00+00:00,Bristol,2024-04-11T22:20:00+00:00,2024-04-11T22:17:00+00:00
Etihad Airways,Schiphol,2024-04-11T22:00:00+00:00,2024-04-11T22:18:00+00:00,Bristol,2024-04-11T22:20:00+00:00,2024-04-11T22:17:00+00:00
Kenya Airways,Schiphol,2024-04-11T22:00:00+00:00,2024-04-11T22:18:00+00:00,Bristol,2024-04-11T22:20:00+00:00,2024-04-11T22:17:00+00:00
easyJet,Faro,2024-04-11T07:00:00+00:00,2024-04-11T07:00:00+00:00,Bristol,2024-04-11T09:40:00+00:00,2024-04-11T09:33:00+00:00
Aer Lingus,Dublin International,2024-04-11T06:40:00+00:00,2024-04-11T06:44:00+00:00,Bristol,2024-04-11T07:55:00+00:00,2024-04-11T07:37:00+00:00
British Airways,Dublin International,2024-04-11T06:40:00+00:00,2024-04-11T06:44:00+00:00,Bristol,2024-04-11T07:55:00+00:00,2024-04-11T07:37:00+00:00
Ryanair,Lech Walesa,2024-04-11T06:10:00+00:00,2024-04-11T06:17:00+00:00,Bristol,2024-04-11T07:40:00+00:00,2024-04-11T07:29:00+00:00
Loganair,Jersey,2024-04-11T09:10:00+00:00,,Bristol,2024-04-11T10:10:00+00:00,
Ryanair,El Prat De Llobregat,2024-04-11T05:45:00+00:00,2024-04-11T05:58:00+00:00,Bristol,2024-04-11T07:10:00+00:00,2024-04-11T06:57:00+00:00
TUIfly,Malta International,2024-04-11T11:15:00+00:00,2024-04-11T11:28:00+00:00,Bristol,2024-04-11T13:40:00+00:00,2024-04-11T13:42:00+00:00
Jet2,Pablo Ruiz Picasso,2024-04-11T11:25:00+00:00,2024-04-11T11:49:00+00:00,Bristol,2024-04-11T13:10:00+00:00,2024-04-11T13:21:00+00:00
easyJet,Newcastle Airport,2024-04-11T21:50:00+00:00,2024-04-11T21:56:00+00:00,Bristol,2024-04-11T22:55:00+00:00,2024-04-11T22:40:00+00:00
easyJet,North Front,2024-04-11T11:00:00+00:00,2024-04-11T12:27:00+00:00,Bristol,2024-04-11T12:50:00+00:00,
Ryanair,Dublin International,2024-04-11T21:25:00+00:00,2024-04-11T21:40:00+00:00,Bristol,2024-04-11T22:30:00+00:00,2024-04-11T22:22:00+00:00
easyJet,Antalya,2024-04-11T23:45:00+00:00,2024-04-12T00:19:00+00:00,Bristol,2024-04-12T02:25:00+00:00,2024-04-12T02:27:00+00:00
easyJet,El Prat De Llobregat,2024-04-11T22:15:00+00:00,2024-04-11T22:59:00+00:00,Bristol,2024-04-11T23:30:00+00:00,2024-04-11T23:51:00+00:00
easyJet,Barajas,2024-04-11T22:15:00+00:00,2024-04-11T22:33:00+00:00,Bristol,2024-04-11T23:30:00+00:00,2024-04-11T23:29:00+00:00
easyJet,Edinburgh,2024-04-11T21:30:00+00:00,2024-04-11T21:51:00+00:00,Bristol,2024-04-11T22:45:00+00:00,2024-04-11T22:45:00+00:00
easyJet,Sur Reina Sofia,2024-04-11T11:10:00+00:00,2024-04-11T11:46:00+00:00,Bristol,2024-04-11T15:15:00+00:00,2024-04-11T15:35:00+00:00
Ryanair,Dublin International,2024-04-11T07:55:00+00:00,2024-04-11T08:10:00+00:00,Bristol,2024-04-11T09:00:00+00:00,2024-04-11T08:58:00+00:00
Luxwing,Guernsey,2024-04-11T12:55:00+00:00,2024-04-11T08:14:00+00:00,Bristol,2024-04-11T13:50:00+00:00,2024-04-11T08:53:00+00:00
Aurigny Air Services,Guernsey,2024-04-11T12:55:00+00:00,,Bristol,2024-04-11T13:50:00+00:00,
easyJet,Bristol,2024-04-11T14:55:00+00:00,2024-04-11T14:57:00+00:00,Berlin Brandenburg Airport,2024-04-11T17:55:00+00:00,2024-04-11T17:33:00+00:00
FlyWales,Bristol,2024-04-11T17:30:00+00:00,,Aldergrove International Airport,2024-04-11T18:55:00+00:00,
FlyWales,Bristol,2024-04-11T16:10:00+00:00,2024-04-11T16:12:00+00:00,Aldergrove International Airport,2024-04-11T17:35:00+00:00,2024-04-11T17:21:00+00:00
easyJet,Bristol,2024-04-11T14:40:00+00:00,2024-04-11T15:19:00+00:00,Aldergrove International Airport,2024-04-11T15:50:00+00:00,2024-04-11T16:13:00+00:00
easyJet,Bristol,2024-04-11T20:10:00+00:00,2024-04-11T20:17:00+00:00,Aldergrove International Airport,2024-04-11T21:20:00+00:00,2024-04-11T21:07:00+00:00
Centreline,Bristol,2024-04-11T17:20:00+00:00,2024-04-11T17:26:00+00:00,Guernsey,2024-04-11T18:04:00+00:00,2024-04-11T17:58:00+00:00
Luxwing,Bristol,2024-04-11T15:00:00+00:00,,Guernsey,2024-04-11T16:05:00+00:00,
Luxwing,Bristol,2024-04-11T14:20:00+00:00,2024-04-11T12:44:00+00:00,Guernsey,2024-04-11T15:25:00+00:00,2024-04-11T13:20:00+00:00
Aurigny Air Services,Bristol,2024-04-11T15:00:00+00:00,,Guernsey,2024-04-11T16:05:00+00:00,
Aurigny Air Services,Bristol,2024-04-11T14:20:00+00:00,,Guernsey,2024-04-11T15:25:00+00:00,
Loganair,Bristol,2024-04-11T10:40:00+00:00,,Jersey,2024-04-11T11:40:00+00:00,
Sierra Pacific Airlines,Bristol,2024-04-11T10:40:00+00:00,,Jersey,2024-04-11T11:40:00+00:00,
Blue Islands,Bristol,2024-04-11T10:40:00+00:00,,Jersey,2024-04-11T11:40:00+00:00,
Blue Islands,Bristol,2024-04-11T10:40:00+00:00,2024-04-11T10:48:00+00:00,Jersey,2024-04-11T11:37:00+00:00,2024-04-11T11:32:00+00:00
,Bristol,2024-04-11T10:40:00+00:00,,Jersey,2024-04-11T11:40:00+00:00,
easyJet,Bristol,2024-04-11T18:45:00+00:00,2024-04-11T18:38:00+00:00,Gatwick,2024-04-11T19:29:00+00:00,2024-04-11T19:13:00+00:00
easyJet,Bristol,2024-04-11T20:00:00+00:00,,Gatwick,2024-04-11T20:48:00+00:00,
BAe Systems Marine,Bristol,2024-04-11T17:35:00+00:00,2024-04-11T17:39:00+00:00,Walney Island,2024-04-11T18:31:00+00:00,
easyJet,Bristol,2024-04-11T20:10:00+00:00,2024-04-11T20:29:00+00:00,Newcastle Airport,2024-04-11T21:15:00+00:00,2024-04-11T21:14:00+00:00
British Airways,Bristol,2024-04-11T19:55:00+00:00,2024-04-11T20:02:00+00:00,Dyce,2024-04-11T21:25:00+00:00,2024-04-11T21:10:00+00:00
Loganair,Bristol,2024-04-11T19:55:00+00:00,2024-04-11T20:02:00+00:00,Dyce,2024-04-11T21:25:00+00:00,2024-04-11T21:10:00+00:00
Sierra Pacific Airlines,Bristol,2024-04-11T19:55:00+00:00,2024-04-11T20:02:00+00:00,Dyce,2024-04-11T21:25:00+00:00,2024-04-11T21:10:00+00:00
easyJet,Bristol,2024-04-11T15:50:00+00:00,2024-04-11T15:58:00+00:00,Inverness,2024-04-11T17:20:00+00:00,2024-04-11T17:08:00+00:00
easyJet,Bristol,2024-04-11T06:45:00+00:00,2024-04-11T06:50:00+00:00,Glasgow International,2024-04-11T08:00:00+00:00,2024-04-11T07:52:00+00:00
easyJet,Bristol,2024-04-11T10:50:00+00:00,2024-04-11T11:04:00+00:00,Glasgow International,2024-04-11T12:05:00+00:00,2024-04-11T12:00:00+00:00
easyJet,Bristol,2024-04-11T16:10:00+00:00,2024-04-11T16:36:00+00:00,Glasgow International,2024-04-11T17:25:00+00:00,2024-04-11T17:30:00+00:00
easyJet,Bristol,2024-04-11T20:00:00+00:00,2024-04-11T20:19:00+00:00,Glasgow International,2024-04-11T21:15:00+00:00,2024-04-11T21:15:00+00:00
easyJet,Bristol,2024-04-11T07:05:00+00:00,2024-04-11T07:24:00+00:00,Edinburgh,2024-04-11T08:20:00+00:00,2024-04-11T08:20:00+00:00
easyJet,Bristol,2024-04-11T15:00:00+00:00,2024-04-11T15:52:00+00:00,Edinburgh,2024-04-11T16:15:00+00:00,2024-04-11T16:42:00+00:00
easyJet,Bristol,2024-04-11T19:45:00+00:00,2024-04-11T20:08:00+00:00,Edinburgh,2024-04-11T21:00:00+00:00,2024-04-11T21:00:00+00:00
easyJet,Bristol,2024-04-11T20:50:00+00:00,2024-04-11T20:59:00+00:00,Edinburgh,2024-04-11T22:05:00+00:00,2024-04-11T21:52:00+00:00
Alitalia,Bristol,2024-04-11T06:20:00+00:00,2024-04-11T06:53:00+00:00,Schiphol,2024-04-11T08:45:00+00:00,2024-04-11T08:47:00+00:00
Alitalia,Bristol,2024-04-11T13:45:00+00:00,2024-04-11T14:16:00+00:00,Schiphol,2024-04-11T16:05:00+00:00,2024-04-11T16:14:00+00:00
Delta Air Lines,Bristol,2024-04-11T06:20:00+00:00,2024-04-11T06:53:00+00:00,Schiphol,2024-04-11T08:45:00+00:00,2024-04-11T08:47:00+00:00
Etihad Airways,Bristol,2024-04-11T17:30:00+00:00,,Schiphol,2024-04-11T19:45:00+00:00,
Gol,Bristol,2024-04-11T06:20:00+00:00,2024-04-11T06:53:00+00:00,Schiphol,2024-04-11T08:45:00+00:00,2024-04-11T08:47:00+00:00
KLM,Bristol,2024-04-11T06:20:00+00:00,2024-04-11T06:53:00+00:00,Schiphol,2024-04-11T08:45:00+00:00,2024-04-11T08:47:00+00:00
KLM,Bristol,2024-04-11T13:45:00+00:00,2024-04-11T14:16:00+00:00,Schiphol,2024-04-11T16:05:00+00:00,2024-04-11T16:14:00+00:00
