flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
x36680,tuifly,active,2023-09-30t06:00:00.000,2023-09-30t06:00:00.000,2023-09-30 06:24:00,2023-09-30,06:24:00,24,Shoulder hour flights
u22715,easyjet,active,2023-09-30t06:00:00.000,2023-09-30t06:00:00.000,2023-09-30 06:08:00,2023-09-30,06:08:00,8,Shoulder hour flights
ls1827,jet2,active,2023-09-30t06:05:00.000,2023-09-30t06:05:00.000,2023-09-30 06:12:00,2023-09-30,06:12:00,7,Shoulder hour flights
x36672,tuifly,active,2023-09-30t06:05:00.000,2023-09-30t06:05:00.000,2023-09-30 06:22:00,2023-09-30,06:22:00,17,Shoulder hour flights
u22837,easyjet,active,2023-09-30t06:05:00.000,2023-09-30t06:05:00.000,2023-09-30 06:14:00,2023-09-30,06:14:00,10,Shoulder hour flights
u22721,easyjet,active,2023-09-30t06:10:00.000,2023-09-30t06:10:00.000,2023-09-30 06:19:00,2023-09-30,06:19:00,10,Shoulder hour flights
u22921,easyjet,active,2023-09-30t06:10:00.000,2023-09-30t06:30:00.000,2023-09-30 06:26:00,2023-09-30,06:26:00,17,Shoulder hour flights
ls1821,jet2,active,2023-09-30t06:15:00.000,2023-09-30t06:30:00.000,2023-09-30 06:39:00,2023-09-30,06:39:00,25,Shoulder hour flights
u22702,easyjet,active,2023-09-30t06:15:00.000,2023-09-30t06:27:00.000,2023-09-30 06:33:00,2023-09-30,06:33:00,18,Shoulder hour flights
u22731,easyjet,active,2023-09-30t06:15:00.000,2023-09-30t06:15:00.000,2023-09-30 06:37:00,2023-09-30,06:37:00,23,Shoulder hour flights
af5199,air france,active,2023-09-30t06:20:00.000,2023-09-30t06:33:00.000,2023-09-30 06:35:00,2023-09-30,06:35:00,15,Shoulder hour flights
az3737,alitalia,active,2023-09-30t06:20:00.000,2023-09-30t06:33:00.000,2023-09-30 06:35:00,2023-09-30,06:35:00,15,Shoulder hour flights
dl9422,delta air lines,active,2023-09-30t06:20:00.000,2023-09-30t06:33:00.000,2023-09-30 06:35:00,2023-09-30,06:35:00,15,Shoulder hour flights
ey7330,etihad airways,active,2023-09-30t06:20:00.000,2023-09-30t06:33:00.000,2023-09-30 06:35:00,2023-09-30,06:35:00,15,Shoulder hour flights
g35535,gol,active,2023-09-30t06:20:00.000,2023-09-30t06:33:00.000,2023-09-30 06:35:00,2023-09-30,06:35:00,15,Shoulder hour flights
kq1046,kenya airways,active,2023-09-30t06:20:00.000,2023-09-30t06:33:00.000,2023-09-30 06:35:00,2023-09-30,06:35:00,15,Shoulder hour flights
vs6854,virgin atlantic,active,2023-09-30t06:20:00.000,2023-09-30t06:33:00.000,2023-09-30 06:35:00,2023-09-30,06:35:00,15,Shoulder hour flights
kl1046,klm,active,2023-09-30t06:20:00.000,2023-09-30t06:33:00.000,2023-09-30 06:35:00,2023-09-30,06:35:00,15,Shoulder hour flights
u22733,easyjet,active,2023-09-30t06:20:00.000,2023-09-30t06:20:00.000,2023-09-30 06:41:00,2023-09-30,06:41:00,22,Shoulder hour flights
fr505,ryanair,active,2023-09-30t06:25:00.000,2023-09-30t06:40:00.000,2023-09-30 06:29:00,2023-09-30,06:29:00,4,Shoulder hour flights
u22877,easyjet,active,2023-09-30t06:30:00.000,2023-09-30t06:44:00.000,2023-09-30 06:54:00,2023-09-30,06:54:00,24,Shoulder hour flights
u22883,easyjet,active,2023-09-30t06:30:00.000,2023-09-30t06:30:00.000,2023-09-30 06:45:00,2023-09-30,06:45:00,15,Shoulder hour flights
ls1805,jet2,active,2023-09-30t06:55:00.000,2023-09-30t06:55:00.000,2023-09-30 07:17:00,2023-09-30,07:17:00,22,Regular departures
ls1807,jet2,active,2023-09-30t06:55:00.000,2023-09-30t06:55:00.000,2023-09-30 07:13:00,2023-09-30,07:13:00,18,Regular departures
u22891,easyjet,active,2023-09-30t06:55:00.000,2023-09-30t06:55:00.000,2023-09-30 07:09:00,2023-09-30,07:09:00,14,Regular departures
fr4133,ryanair,active,2023-09-30t07:00:00.000,2023-09-30t07:00:00.000,2023-09-30 07:02:00,2023-09-30,07:02:00,3,Regular departures
u22705,easyjet,active,2023-09-30t07:00:00.000,2023-09-30t07:00:00.000,2023-09-30 07:21:00,2023-09-30,07:21:00,22,Regular departures
u22813,easyjet,active,2023-09-30t07:00:00.000,2023-09-30t07:09:00.000,2023-09-30 07:15:00,2023-09-30,07:15:00,15,Regular departures
u22903,easyjet,active,2023-09-30t07:00:00.000,2023-09-30t07:15:00.000,2023-09-30 07:45:00,2023-09-30,07:45:00,46,Regular departures
u2213,easyjet,active,2023-09-30t07:05:00.000,2023-09-30t07:18:00.000,2023-09-30 07:23:00,2023-09-30,07:23:00,19,Regular departures
u2223,easyjet,active,2023-09-30t07:05:00.000,2023-09-30t07:05:00.000,2023-09-30 07:05:00,2023-09-30,07:05:00,0,Regular departures
u22831,easyjet,active,2023-09-30t07:10:00.000,2023-09-30t07:10:00.000,2023-09-30 07:19:00,2023-09-30,07:19:00,9,Regular departures
fr2292,ryanair,active,2023-09-30t07:20:00.000,2023-09-30t07:20:00.000,2023-09-30 07:53:00,2023-09-30,07:53:00,33,Regular departures
u22763,easyjet,active,2023-09-30t07:20:00.000,2023-09-30t07:20:00.000,2023-09-30 07:34:00,2023-09-30,07:34:00,14,Regular departures
ls1859,jet2,active,2023-09-30t07:30:00.000,2023-09-30t07:30:00.000,2023-09-30 07:39:00,2023-09-30,07:39:00,10,Regular departures
ls1871,jet2,active,2023-09-30t07:30:00.000,2023-09-30t07:30:00.000,2023-09-30 07:36:00,2023-09-30,07:36:00,7,Regular departures
fr8224,ryanair,active,2023-09-30t07:40:00.000,2023-09-30t07:40:00.000,2023-09-30 07:48:00,2023-09-30,07:48:00,8,Regular departures
x36660,tuifly,active,2023-09-30t07:55:00.000,2023-09-30t08:10:00.000,2023-09-30 08:16:00,2023-09-30,08:16:00,21,Regular departures
ls1829,jet2,active,2023-09-30t08:05:00.000,2023-09-30t08:05:00.000,2023-09-30 08:23:00,2023-09-30,08:23:00,18,Regular departures
fr5341,ryanair,active,2023-09-30t08:20:00.000,2023-09-30t08:20:00.000,2023-09-30 08:49:00,2023-09-30,08:49:00,29,Regular departures
ba8937,british airways,active,2023-09-30t08:25:00.000,2023-09-30t08:35:00.000,2023-09-30 08:41:00,2023-09-30,08:41:00,16,Regular departures
