flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
U22904,EZY26EJ,G-UZHA,A20N,LCLK/LCA,EGGD/BRS,375,137,2024-11-05 19:29:59 UTC,Day flight,EZY
U22724,EZY12XP,G-UZHF,A20N,LEAL/ALC,EGGD/BRS,3425,191,2024-11-05 19:30:00 UTC,Day flight,EZY
