flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-11-19T23:59:55Z,Invalid Timestamp,51.38484,-2.71961,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-11-19T23:59:55Z,Invalid Timestamp,51.38484,-2.71961,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-11-19T23:59:55Z,Invalid Timestamp,51.38484,-2.71961,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-11-19T23:59:55Z,Invalid Timestamp,51.38484,-2.71961,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-11-19T23:59:55Z,Invalid Timestamp,51.38484,-2.71961,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-11-19T23:59:55Z,Invalid Timestamp,51.38484,-2.71961,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-11-19T23:59:55Z,Invalid Timestamp,51.38484,-2.71961,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-11-19T23:59:55Z,Invalid Timestamp,51.38484,-2.71961,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-11-19T23:59:55Z,Invalid Timestamp,51.38484,-2.71961,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-11-19T23:59:55Z,Invalid Timestamp,51.38484,-2.71961,Unknown
