flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
FR6221,RYR59UJ,EI-IFV,B38M,EGGD/BRS,EPKK/KRK,0,14,2024-11-12 05:59:58 UTC,Night flight,RYR
KL1074,KLM70M,G-CLYU,E190,EGGD/BRS,EHAM/AMS,0,0,2024-11-12 05:59:59 UTC,Night flight,EZE
