Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival
Ryanair,Valencia,2024-04-13T10:20:00+00:00,2024-04-13T10:21:00+00:00,Bristol,2024-04-13T11:50:00+00:00,2024-04-13T11:26:00+00:00
Jet2,Antalya,2024-04-13T20:20:00+00:00,2024-04-13T20:39:00+00:00,Bristol,2024-04-13T23:05:00+00:00,2024-04-13T23:07:00+00:00
easyJet,Faro,2024-04-13T15:45:00+00:00,2024-04-13T16:04:00+00:00,Bristol,2024-04-13T18:20:00+00:00,2024-04-13T18:13:00+00:00
easyJet,Corvera International,2024-04-13T10:20:00+00:00,2024-04-13T10:24:00+00:00,Bristol,2024-04-13T11:55:00+00:00,2024-04-13T11:39:00+00:00
easyJet,Schiphol,2024-04-13T12:30:00+00:00,2024-04-13T13:11:00+00:00,Bristol,2024-04-13T12:50:00+00:00,2024-04-13T13:14:00+00:00
KLM,Schiphol,2024-04-13T12:55:00+00:00,2024-04-13T13:26:00+00:00,Bristol,2024-04-13T13:10:00+00:00,2024-04-13T13:24:00+00:00
Aer Lingus,Dublin International,2024-04-13T11:50:00+00:00,2024-04-13T12:02:00+00:00,Bristol,2024-04-13T13:10:00+00:00,2024-04-13T13:04:00+00:00
Centreline,Guernsey,2024-04-13T10:45:00+00:00,2024-04-13T10:46:00+00:00,Bristol,2024-04-13T11:20:00+00:00,2024-04-13T11:16:00+00:00
easyJet,Pablo Ruiz Picasso,2024-04-13T13:35:00+00:00,2024-04-13T13:56:00+00:00,Bristol,2024-04-13T15:20:00+00:00,2024-04-13T15:22:00+00:00
Ryanair,Alicante El Altet,2024-04-13T13:25:00+00:00,2024-04-13T14:33:00+00:00,Bristol,2024-04-13T15:00:00+00:00,
Virgin Atlantic,Schiphol,2024-04-13T08:35:00+00:00,2024-04-13T08:41:00+00:00,Bristol,2024-04-13T08:50:00+00:00,2024-04-13T08:41:00+00:00
easyJet,Larnaca,2024-04-13T14:30:00+00:00,2024-04-13T15:11:00+00:00,Bristol,2024-04-13T17:45:00+00:00,2024-04-13T18:08:00+00:00
easyJet,Berlin Brandenburg Airport,2024-04-13T22:35:00+00:00,2024-04-13T22:45:00+00:00,Bristol,2024-04-13T23:40:00+00:00,2024-04-13T23:37:00+00:00
easyJet,Sur Reina Sofia,2024-04-13T11:05:00+00:00,2024-04-13T14:59:00+00:00,Bristol,2024-04-13T15:10:00+00:00,
Eastern Airways,Schiphol,2024-04-13T16:40:00+00:00,2024-04-13T17:33:00+00:00,Bristol,2024-04-13T16:55:00+00:00,2024-04-13T17:35:00+00:00
TUIfly,Chambery,2024-04-13T10:05:00+00:00,2024-04-13T10:01:00+00:00,Bristol,2024-04-13T11:10:00+00:00,2024-04-13T10:38:00+00:00
easyJet,Grenoble-isere Airport (St Geoirs),2024-04-13T10:35:00+00:00,2024-04-13T10:48:00+00:00,Bristol,2024-04-13T11:25:00+00:00,2024-04-13T11:21:00+00:00
Ryanair,Beziers Vias,2024-04-13T10:50:00+00:00,2024-04-13T11:04:00+00:00,Bristol,2024-04-13T11:50:00+00:00,2024-04-13T11:55:00+00:00
British Airways,Dublin International,2024-04-13T11:50:00+00:00,2024-04-13T12:02:00+00:00,Bristol,2024-04-13T13:10:00+00:00,2024-04-13T13:04:00+00:00
Alitalia,Schiphol,2024-04-13T12:55:00+00:00,2024-04-13T13:26:00+00:00,Bristol,2024-04-13T13:10:00+00:00,2024-04-13T13:24:00+00:00
Delta Air Lines,Schiphol,2024-04-13T12:55:00+00:00,2024-04-13T13:26:00+00:00,Bristol,2024-04-13T13:10:00+00:00,2024-04-13T13:24:00+00:00
Kenya Airways,Schiphol,2024-04-13T12:55:00+00:00,2024-04-13T13:26:00+00:00,Bristol,2024-04-13T13:10:00+00:00,2024-04-13T13:24:00+00:00
Virgin Atlantic,Schiphol,2024-04-13T12:55:00+00:00,2024-04-13T13:26:00+00:00,Bristol,2024-04-13T13:10:00+00:00,2024-04-13T13:24:00+00:00
Jet2,Chambery,2024-04-13T13:15:00+00:00,2024-04-13T13:18:00+00:00,Bristol,2024-04-13T14:00:00+00:00,2024-04-13T13:50:00+00:00
empty,Bergamo - Orio al Serio,2024-04-13T13:00:00+00:00,2024-04-13T12:57:00+00:00,Bristol,2024-04-13T14:03:00+00:00,2024-04-13T13:58:00+00:00
easyJet,Francisco Sá Carneiro,2024-04-13T21:00:00+00:00,2024-04-13T21:24:00+00:00,Bristol,2024-04-13T23:05:00+00:00,2024-04-13T23:04:00+00:00
easyJet,Ibiza,2024-04-13T23:35:00+00:00,2024-04-13T23:38:00+00:00,Bristol,2024-04-14T00:55:00+00:00,2024-04-14T00:45:00+00:00
Ryanair,Lawica,2024-04-13T15:50:00+00:00,2024-04-13T16:27:00+00:00,Bristol,2024-04-13T17:10:00+00:00,2024-04-13T17:38:00+00:00
easyJet,Leonardo Da Vinci (Fiumicino),2024-04-13T10:10:00+00:00,2024-04-13T10:35:00+00:00,Bristol,2024-04-13T12:05:00+00:00,2024-04-13T12:02:00+00:00
easyJet,Diagoras,2024-04-13T22:15:00+00:00,2024-04-13T22:12:00+00:00,Bristol,2024-04-14T00:40:00+00:00,2024-04-14T00:26:00+00:00
easyJet,Schiphol,2024-04-13T19:00:00+00:00,2024-04-13T19:09:00+00:00,Bristol,2024-04-13T19:20:00+00:00,2024-04-13T19:11:00+00:00
easyJet,Son Sant Joan Airport,2024-04-13T16:55:00+00:00,2024-04-13T17:26:00+00:00,Bristol,2024-04-13T18:25:00+00:00,2024-04-13T18:33:00+00:00
easyJet,Nikos Kazantzakis Airport,2024-04-13T13:45:00+00:00,2024-04-13T13:55:00+00:00,Bristol,2024-04-13T16:00:00+00:00,2024-04-13T16:10:00+00:00
Sierra Pacific Airlines,Jersey,2024-04-13T10:00:00+00:00,,Bristol,2024-04-13T11:00:00+00:00,
Jet2,Son Sant Joan Airport,2024-04-13T19:10:00+00:00,2024-04-13T19:27:00+00:00,Bristol,2024-04-13T20:40:00+00:00,2024-04-13T20:37:00+00:00
easyJet,Geneve-cointrin,2024-04-13T14:10:00+00:00,2024-04-13T14:26:00+00:00,Bristol,2024-04-13T14:55:00+00:00,2024-04-13T14:54:00+00:00
Ryanair,Son Sant Joan Airport,2024-04-13T11:05:00+00:00,2024-04-13T11:24:00+00:00,Bristol,2024-04-13T12:35:00+00:00,2024-04-13T12:34:00+00:00
easyJet,Pablo Ruiz Picasso,2024-04-13T16:45:00+00:00,2024-04-13T16:57:00+00:00,Bristol,2024-04-13T18:30:00+00:00,2024-04-13T18:20:00+00:00
Ryanair,Son Sant Joan Airport,2024-04-13T16:35:00+00:00,2024-04-13T16:50:00+00:00,Bristol,2024-04-13T18:05:00+00:00,2024-04-13T17:57:00+00:00
Ryanair Sun,Copernicus Airport,2024-04-13T15:00:00+00:00,2024-04-13T15:18:00+00:00,Bristol,2024-04-13T16:20:00+00:00,2024-04-13T16:32:00+00:00
Ryanair,Dublin International,2024-04-13T15:00:00+00:00,2024-04-13T16:34:00+00:00,Bristol,2024-04-13T16:05:00+00:00,
easyJet,Marco Polo,2024-04-13T10:55:00+00:00,2024-04-13T11:10:00+00:00,Bristol,2024-04-13T12:15:00+00:00,2024-04-13T12:09:00+00:00
Kenya Airways,Schiphol,2024-04-13T16:40:00+00:00,2024-04-13T17:33:00+00:00,Bristol,2024-04-13T16:55:00+00:00,2024-04-13T17:35:00+00:00
Delta Air Lines,Schiphol,2024-04-13T16:40:00+00:00,2024-04-13T17:33:00+00:00,Bristol,2024-04-13T16:55:00+00:00,2024-04-13T17:35:00+00:00
Virgin Atlantic,Schiphol,2024-04-13T16:40:00+00:00,2024-04-13T17:33:00+00:00,Bristol,2024-04-13T16:55:00+00:00,2024-04-13T17:35:00+00:00
easyJet,Orly,2024-04-13T19:00:00+00:00,2024-04-13T19:26:00+00:00,Bristol,2024-04-13T19:20:00+00:00,2024-04-13T19:20:00+00:00
easyJet,Sharm el-Sheikh International Airport,2024-04-13T20:45:00+00:00,2024-04-13T21:09:00+00:00,Bristol,2024-04-14T01:40:00+00:00,2024-04-14T01:58:00+00:00
Ryanair,Pablo Ruiz Picasso,2024-04-13T11:15:00+00:00,2024-04-13T11:42:00+00:00,Bristol,2024-04-13T13:00:00+00:00,2024-04-13T13:01:00+00:00
easyJet,Zakinthos International Airport,2024-04-13T19:45:00+00:00,2024-04-13T19:59:00+00:00,Bristol,2024-04-13T21:30:00+00:00,2024-04-13T21:31:00+00:00
easyJet,Charles De Gaulle,2024-04-13T22:25:00+00:00,2024-04-13T22:32:00+00:00,Bristol,2024-04-13T22:45:00+00:00,2024-04-13T22:28:00+00:00
easyJet,Sur Reina Sofia,2024-04-13T14:25:00+00:00,,Bristol,2024-04-13T18:23:00+00:00,
Ryanair,Sur Reina Sofia,2024-04-13T18:40:00+00:00,2024-04-13T19:21:00+00:00,Bristol,2024-04-13T22:40:00+00:00,2024-04-13T23:01:00+00:00
Jet2,Fuerteventura,2024-04-13T18:45:00+00:00,2024-04-13T19:47:00+00:00,Bristol,2024-04-13T22:45:00+00:00,2024-04-13T23:11:00+00:00
TUIfly,Paphos International Airport,2024-04-13T20:55:00+00:00,2024-04-13T21:04:00+00:00,Bristol,2024-04-13T23:45:00+00:00,2024-04-13T23:43:00+00:00
easyJet,Hurghada,2024-04-13T20:45:00+00:00,2024-04-13T21:15:00+00:00,Bristol,2024-04-14T01:45:00+00:00,2024-04-14T02:05:00+00:00
Kenya Airways,Schiphol,2024-04-13T22:00:00+00:00,2024-04-13T22:15:00+00:00,Bristol,2024-04-13T22:20:00+00:00,2024-04-13T22:14:00+00:00
TUIfly,Fuerteventura,2024-04-13T20:05:00+00:00,2024-04-13T20:21:00+00:00,Bristol,2024-04-13T23:55:00+00:00,2024-04-13T23:47:00+00:00
easyJet,Fuerteventura,2024-04-13T20:05:00+00:00,2024-04-13T20:44:00+00:00,Bristol,2024-04-13T23:55:00+00:00,2024-04-14T00:10:00+00:00
easyJet,Capodichino,2024-04-13T21:50:00+00:00,2024-04-13T23:38:00+00:00,Bristol,2024-04-13T23:50:00+00:00,
KLM,Schiphol,2024-04-13T22:00:00+00:00,2024-04-13T22:15:00+00:00,Bristol,2024-04-13T22:20:00+00:00,2024-04-13T22:14:00+00:00
Jet2,Gran Canaria,2024-04-13T20:30:00+00:00,2024-04-13T20:56:00+00:00,Bristol,2024-04-14T00:30:00+00:00,2024-04-14T00:41:00+00:00
Ryanair,Gran Canaria,2024-04-13T20:35:00+00:00,2024-04-13T22:15:00+00:00,Bristol,2024-04-14T00:35:00+00:00,
Ryanair,Dublin International,2024-04-13T20:40:00+00:00,2024-04-13T21:03:00+00:00,Bristol,2024-04-13T21:45:00+00:00,2024-04-13T21:43:00+00:00
easyJet,Cote D'azur International Airport,2024-04-13T22:05:00+00:00,2024-04-13T23:06:00+00:00,Bristol,2024-04-13T23:15:00+00:00,2024-04-13T23:55:00+00:00
easyJet,Lisbon Portela,2024-04-13T13:35:00+00:00,2024-04-13T13:49:00+00:00,Bristol,2024-04-13T15:49:00+00:00,2024-04-13T15:45:00+00:00
Ryanair,Alicante El Altet,2024-04-13T21:30:00+00:00,2024-04-13T22:15:00+00:00,Bristol,2024-04-13T23:05:00+00:00,2024-04-13T23:26:00+00:00
easyJet,Menara,2024-04-13T20:05:00+00:00,2024-04-13T20:06:00+00:00,Bristol,2024-04-14T00:30:00+00:00,2024-04-14T00:13:00+00:00
easyJet,Edinburgh,2024-04-13T11:10:00+00:00,2024-04-13T11:39:00+00:00,Bristol,2024-04-13T12:25:00+00:00,2024-04-13T12:36:00+00:00
Jet2,Innsbruck-kranebitten,2024-04-13T11:20:00+00:00,2024-04-13T11:23:00+00:00,Bristol,2024-04-13T12:30:00+00:00,2024-04-13T12:20:00+00:00
easyJet,Gran Canaria,2024-04-13T21:00:00+00:00,2024-04-13T21:15:00+00:00,Bristol,2024-04-14T00:55:00+00:00,2024-04-14T00:51:00+00:00
Ryanair,Rinas Mother Teresa,2024-04-13T22:35:00+00:00,2024-04-13T23:20:00+00:00,Bristol,2024-04-14T00:45:00+00:00,2024-04-14T01:28:00+00:00
Jet2,Alicante El Altet,2024-04-13T11:10:00+00:00,2024-04-13T11:41:00+00:00,Bristol,2024-04-13T12:50:00+00:00,2024-04-13T12:53:00+00:00
easyJet,Glasgow International,2024-04-13T11:00:00+00:00,2024-04-13T11:34:00+00:00,Bristol,2024-04-13T12:15:00+00:00,2024-04-13T12:30:00+00:00
easyJet,Paphos International Airport,2024-04-13T22:00:00+00:00,2024-04-13T22:11:00+00:00,Bristol,2024-04-14T01:05:00+00:00,2024-04-14T00:57:00+00:00
Virgin Atlantic,Schiphol,2024-04-13T08:35:00+00:00,2024-04-13T08:41:00+00:00,Bristol,2024-04-13T08:50:00+00:00,2024-04-13T08:41:00+00:00
TUIfly,Antalya,2024-04-13T13:45:00+00:00,2024-04-13T14:02:00+00:00,Bristol,2024-04-13T16:20:00+00:00,2024-04-13T16:25:00+00:00
Corendon Air,Antalya,2024-04-13T10:30:00+00:00,2024-04-13T10:43:00+00:00,Bristol,2024-04-13T13:00:00+00:00,2024-04-13T13:10:00+00:00
Virgin Atlantic,Schiphol,2024-04-13T22:00:00+00:00,2024-04-13T22:15:00+00:00,Bristol,2024-04-13T22:20:00+00:00,2024-04-13T22:14:00+00:00
Etihad Airways,Schiphol,2024-04-13T22:00:00+00:00,2024-04-13T22:15:00+00:00,Bristol,2024-04-13T22:20:00+00:00,2024-04-13T22:14:00+00:00
easyJet,El Prat De Llobregat,2024-04-13T10:40:00+00:00,2024-04-13T11:20:00+00:00,Bristol,2024-04-13T12:00:00+00:00,2024-04-13T12:14:00+00:00
easyJet,Madeira,2024-04-13T10:40:00+00:00,2024-04-13T11:03:00+00:00,Bristol,2024-04-13T14:10:00+00:00,2024-04-13T14:12:00+00:00
Delta Air Lines,Schiphol,2024-04-13T08:35:00+00:00,2024-04-13T08:41:00+00:00,Bristol,2024-04-13T08:50:00+00:00,2024-04-13T08:41:00+00:00
easyJet,Faro,2024-04-13T22:10:00+00:00,2024-04-13T22:17:00+00:00,Bristol,2024-04-14T00:45:00+00:00,2024-04-14T00:30:00+00:00
easyJet,Geneve-cointrin,2024-04-13T09:40:00+00:00,2024-04-13T10:03:00+00:00,Bristol,2024-04-13T10:25:00+00:00,2024-04-13T10:31:00+00:00
Jet2,Geneve-cointrin,2024-04-13T12:05:00+00:00,2024-04-13T12:29:00+00:00,Bristol,2024-04-13T13:00:00+00:00,2024-04-13T12:58:00+00:00
easyJet,Aldergrove International Airport,2024-04-13T08:45:00+00:00,2024-04-13T09:02:00+00:00,Bristol,2024-04-13T09:50:00+00:00,2024-04-13T09:50:00+00:00
Jet2,Pablo Ruiz Picasso,2024-04-13T12:00:00+00:00,2024-04-13T13:03:00+00:00,Bristol,2024-04-13T13:45:00+00:00,2024-04-13T14:27:00+00:00
easyJet,Dalaman,2024-04-13T23:40:00+00:00,2024-04-14T00:37:00+00:00,Bristol,2024-04-14T02:05:00+00:00,
easyJet,Lisbon Portela,2024-04-13T13:35:00+00:00,,Bristol,2024-04-13T16:05:00+00:00,
easyJet,Cote D'azur International Airport,2024-04-13T10:55:00+00:00,2024-04-13T11:06:00+00:00,Bristol,2024-04-13T12:05:00+00:00,2024-04-13T11:58:00+00:00
easyJet,Aldergrove International Airport,2024-04-13T14:15:00+00:00,2024-04-13T15:15:00+00:00,Bristol,2024-04-13T15:25:00+00:00,2024-04-13T16:05:00+00:00
easyJet,Inverness,2024-04-13T11:55:00+00:00,2024-04-13T12:28:00+00:00,Bristol,2024-04-13T13:15:00+00:00,2024-04-13T13:39:00+00:00
Loganair,Jersey,2024-04-13T10:00:00+00:00,,Bristol,2024-04-13T11:00:00+00:00,
easyJet,Edinburgh,2024-04-13T16:15:00+00:00,2024-04-13T16:43:00+00:00,Bristol,2024-04-13T17:30:00+00:00,2024-04-13T17:42:00+00:00
Arcus Air,Schiphol,2024-04-13T13:30:00+00:00,2024-04-13T14:21:00+00:00,Bristol,2024-04-13T13:44:00+00:00,
easyJet,Alicante El Altet,2024-04-13T07:20:00+00:00,2024-04-13T07:30:00+00:00,Bristol,2024-04-13T08:55:00+00:00,2024-04-13T08:46:00+00:00
British Airways,Dublin International,2024-04-13T06:40:00+00:00,2024-04-13T06:49:00+00:00,Bristol,2024-04-13T07:55:00+00:00,2024-04-13T07:42:00+00:00
Aer Lingus,Dublin International,2024-04-13T06:40:00+00:00,2024-04-13T06:49:00+00:00,Bristol,2024-04-13T07:55:00+00:00,2024-04-13T07:42:00+00:00
KLM,Schiphol,2024-04-13T08:35:00+00:00,2024-04-13T08:41:00+00:00,Bristol,2024-04-13T08:50:00+00:00,2024-04-13T08:41:00+00:00
easyJet,Charles De Gaulle,2024-04-13T09:00:00+00:00,2024-04-13T09:42:00+00:00,Bristol,2024-04-13T09:20:00+00:00,2024-04-13T09:37:00+00:00
Ryanair,Dublin International,2024-04-13T07:55:00+00:00,2024-04-13T08:12:00+00:00,Bristol,2024-04-13T09:00:00+00:00,2024-04-13T08:54:00+00:00
empty,Guernsey,2024-04-13T07:30:00+00:00,,Bristol,2024-04-13T08:13:00+00:00,
easyJet,Bristol,2024-04-13T19:00:00+00:00,2024-04-13T19:04:00+00:00,Berlin Brandenburg Airport,2024-04-13T22:00:00+00:00,2024-04-13T21:33:00+00:00
easyJet,Bristol,2024-04-13T07:05:00+00:00,2024-04-13T07:13:00+00:00,Aldergrove International Airport,2024-04-13T08:15:00+00:00,2024-04-13T08:06:00+00:00
easyJet,Bristol,2024-04-13T12:35:00+00:00,2024-04-13T13:02:00+00:00,Aldergrove International Airport,2024-04-13T13:45:00+00:00,2024-04-13T13:59:00+00:00
empty,Bristol,2024-04-13T19:10:00+00:00,,Guernsey,2024-04-13T19:59:00+00:00,
Loganair,Bristol,2024-04-13T11:30:00+00:00,,Jersey,2024-04-13T12:30:00+00:00,
Blue Islands,Bristol,2024-04-13T11:30:00+00:00,,Jersey,2024-04-13T12:30:00+00:00,
Blue Islands,Bristol,2024-04-13T11:30:00+00:00,2024-04-13T11:27:00+00:00,Jersey,2024-04-13T12:28:00+00:00,2024-04-13T12:07:00+00:00
,Bristol,2024-04-13T11:30:00+00:00,,Jersey,2024-04-13T12:30:00+00:00,
easyJet,Bristol,2024-04-13T09:50:00+00:00,2024-04-13T10:25:00+00:00,Inverness,2024-04-13T11:20:00+00:00,2024-04-13T11:34:00+00:00
empty,Bristol,2024-04-13T09:30:00+00:00,,Glasgow International,2024-04-13T10:48:00+00:00,
easyJet,Bristol,2024-04-13T12:45:00+00:00,2024-04-13T13:27:00+00:00,Glasgow International,2024-04-13T14:00:00+00:00,2024-04-13T14:22:00+00:00
easyJet,Bristol,2024-04-13T14:25:00+00:00,2024-04-13T14:49:00+00:00,Edinburgh,2024-04-13T15:40:00+00:00,2024-04-13T15:40:00+00:00
easyJet,Bristol,2024-04-13T12:55:00+00:00,2024-04-13T13:26:00+00:00,Edinburgh,2024-04-13T14:10:00+00:00,2024-04-13T14:18:00+00:00
Alitalia,Bristol,2024-04-13T13:45:00+00:00,2024-04-13T14:10:00+00:00,Schiphol,2024-04-13T16:05:00+00:00,2024-04-13T16:02:00+00:00
Delta Air Lines,Bristol,2024-04-13T09:20:00+00:00,2024-04-13T09:35:00+00:00,Schiphol,2024-04-13T11:35:00+00:00,2024-04-13T11:27:00+00:00
Etihad Airways,Bristol,2024-04-13T17:30:00+00:00,2024-04-13T18:35:00+00:00,Schiphol,2024-04-13T19:45:00+00:00,2024-04-13T20:23:00+00:00
KLM,Bristol,2024-04-13T09:20:00+00:00,2024-04-13T09:35:00+00:00,Schiphol,2024-04-13T11:35:00+00:00,2024-04-13T11:27:00+00:00
KLM,Bristol,2024-04-13T13:45:00+00:00,2024-04-13T14:10:00+00:00,Schiphol,2024-04-13T16:05:00+00:00,2024-04-13T16:02:00+00:00
Kenya Airways,Bristol,2024-04-13T09:20:00+00:00,2024-04-13T09:35:00+00:00,Schiphol,2024-04-13T11:35:00+00:00,2024-04-13T11:27:00+00:00
Kenya Airways,Bristol,2024-04-13T13:45:00+00:00,2024-04-13T14:10:00+00:00,Schiphol,2024-04-13T16:05:00+00:00,2024-04-13T16:02:00+00:00
Eastern Airways,Bristol,2024-04-13T17:30:00+00:00,2024-04-13T18:35:00+00:00,Schiphol,2024-04-13T19:45:00+00:00,2024-04-13T20:23:00+00:00
easyJet,Bristol,2024-04-13T15:55:00+00:00,2024-04-13T16:17:00+00:00,Schiphol,2024-04-13T18:15:00+00:00,2024-04-13T18:12:00+00:00
easyJet,Bristol,2024-04-13T09:35:00+00:00,2024-04-13T10:03:00+00:00,Schiphol,2024-04-13T11:55:00+00:00,2024-04-13T11:57:00+00:00
Virgin Atlantic,Bristol,2024-04-13T13:45:00+00:00,2024-04-13T14:10:00+00:00,Schiphol,2024-04-13T16:05:00+00:00,
Virgin Atlantic,Bristol,2024-04-13T13:45:00+00:00,2024-04-13T14:10:00+00:00,Schiphol,2024-04-13T16:05:00+00:00,2024-04-13T16:02:00+00:00
Virgin Atlantic,Bristol,2024-04-13T09:20:00+00:00,2024-04-13T09:35:00+00:00,Schiphol,2024-04-13T11:35:00+00:00,2024-04-13T11:27:00+00:00
Virgin Atlantic,Bristol,2024-04-13T17:30:00+00:00,,Schiphol,2024-04-13T19:45:00+00:00,
British Airways,Bristol,2024-04-13T08:25:00+00:00,2024-04-13T08:23:00+00:00,Dublin International,2024-04-13T09:40:00+00:00,2024-04-13T09:20:00+00:00
British Airways,Bristol,2024-04-13T13:40:00+00:00,2024-04-13T14:04:00+00:00,Dublin International,2024-04-13T15:00:00+00:00,2024-04-13T15:03:00+00:00
Aer Lingus,Bristol,2024-04-13T08:25:00+00:00,2024-04-13T08:23:00+00:00,Dublin International,2024-04-13T09:40:00+00:00,2024-04-13T09:20:00+00:00
Aer Lingus,Bristol,2024-04-13T13:40:00+00:00,2024-04-13T14:04:00+00:00,Dublin International,2024-04-13T15:00:00+00:00,2024-04-13T15:03:00+00:00
Ryanair,Bristol,2024-04-13T06:15:00+00:00,2024-04-13T06:21:00+00:00,Dublin International,2024-04-13T07:20:00+00:00,2024-04-13T07:00:00+00:00
Ryanair,Bristol,2024-04-13T13:30:00+00:00,2024-04-13T13:47:00+00:00,Dublin International,2024-04-13T14:35:00+00:00,2024-04-13T14:29:00+00:00
Ryanair,Bristol,2024-04-13T22:10:00+00:00,2024-04-13T22:21:00+00:00,Dublin International,2024-04-13T23:15:00+00:00,2024-04-13T23:04:00+00:00
Qatar Airways,Bristol,2024-04-13T08:25:00+00:00,2024-04-13T08:23:00+00:00,Dublin International,2024-04-13T09:40:00+00:00,2024-04-13T09:20:00+00:00
Ryanair,Bristol,2024-04-13T12:15:00+00:00,2024-04-13T12:47:00+00:00,Lawica,2024-04-13T15:25:00+00:00,2024-04-13T15:31:00+00:00
Ryanair Sun,Bristol,2024-04-13T16:45:00+00:00,2024-04-13T17:21:00+00:00,Copernicus Airport,2024-04-13T19:55:00+00:00,2024-04-13T20:03:00+00:00
Ryanair,Bristol,2024-04-13T08:00:00+00:00,2024-04-13T08:03:00+00:00,Kaunas,2024-04-13T12:45:00+00:00,2024-04-13T12:23:00+00:00
Jet2,Bristol,2024-04-13T14:00:00+00:00,2024-04-13T14:55:00+00:00,Fuerteventura,2024-04-13T17:55:00+00:00,2024-04-13T18:33:00+00:00
easyJet,Bristol,2024-04-13T15:10:00+00:00,2024-04-13T15:37:00+00:00,Fuerteventura,2024-04-13T19:15:00+00:00,2024-04-13T19:15:00+00:00
TUIfly,Bristol,2024-04-13T15:00:00+00:00,2024-04-13T15:11:00+00:00,Fuerteventura,2024-04-13T19:05:00+00:00,2024-04-13T18:44:00+00:00
Ryanair,Bristol,2024-04-13T15:50:00+00:00,2024-04-13T16:50:00+00:00,Gran Canaria,2024-04-13T20:00:00+00:00,2024-04-13T20:41:00+00:00
Jet2,Bristol,2024-04-13T15:25:00+00:00,2024-04-13T15:48:00+00:00,Gran Canaria,2024-04-13T19:40:00+00:00,2024-04-13T19:41:00+00:00
easyJet,Bristol,2024-04-13T15:45:00+00:00,2024-04-13T16:07:00+00:00,Gran Canaria,2024-04-13T20:05:00+00:00,2024-04-13T19:58:00+00:00
Jet2,Bristol,2024-04-13T14:00:00+00:00,2024-04-13T14:23:00+00:00,Lanzarote,2024-04-13T18:00:00+00:00,2024-04-13T17:54:00+00:00
easyJet,Bristol,2024-04-13T06:20:00+00:00,2024-04-13T06:38:00+00:00,Lanzarote,2024-04-13T10:20:00+00:00,2024-04-13T10:18:00+00:00
Ryanair,Bristol,2024-04-13T13:50:00+00:00,2024-04-13T14:21:00+00:00,Sur Reina Sofia,2024-04-13T18:05:00+00:00,2024-04-13T18:12:00+00:00
Jet2,Bristol,2024-04-13T13:50:00+00:00,2024-04-13T13:55:00+00:00,Sur Reina Sofia,2024-04-13T18:05:00+00:00,2024-04-13T17:51:00+00:00
easyJet,Bristol,2024-04-13T09:30:00+00:00,,Sur Reina Sofia,2024-04-13T13:45:00+00:00,
easyJet,Bristol,2024-04-13T06:10:00+00:00,2024-04-13T10:07:00+00:00,Sur Reina Sofia,2024-04-13T10:25:00+00:00,
