flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,U22702,EZY2702,easyJet,U2,active,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T06:40:00+00:00,2025-09-23T06:40:00+00:00,2025-09-23T06:55:00+00:00,16,Corvera International,RMU,LEMI,,,,2025-09-23T10:10:00+00:00,2025-09-23T10:02:00+00:00,,,,,No,,
Departure,X36256,TUI6256,TUIfly,X3,active,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T07:15:00+00:00,2025-09-23T07:15:00+00:00,2025-09-23T07:53:00+00:00,39,Reus,REU,LERS,T1,,2,2025-09-23T10:15:00+00:00,2025-09-23T10:36:00+00:00,,21,,,No,,
Departure,X36230,TUI6230,TUIfly,X3,active,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T07:25:00+00:00,2025-09-23T07:25:00+00:00,2025-09-23T07:57:00+00:00,32,Skiathos,JSI,LGSK,,,,2025-09-23T13:00:00+00:00,2025-09-23T13:03:00+00:00,,3,,,No,,
Departure,U22895,EZY2895,easyJet,U2,active,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T10:30:00+00:00,2025-09-23T10:30:00+00:00,2025-09-23T10:43:00+00:00,14,Pula,PUY,LDPL,,,,2025-09-23T13:50:00+00:00,2025-09-23T13:44:00+00:00,,,,,No,,
Departure,U2229,EZY229,easyJet,U2,active,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T19:45:00+00:00,2025-09-23T19:45:00+00:00,2025-09-23T20:04:00+00:00,19,Aldergrove International Airport,BFS,EGAA,,,,2025-09-23T20:55:00+00:00,2025-09-23T20:57:00+00:00,,2,,,No,,
Departure,FR4147,RYR4147,Ryanair,FR,active,2025-09-23,Bristol,BRS,EGGD,,17,2025-09-23T13:20:00+00:00,2025-09-23T13:20:00+00:00,2025-09-23T13:21:00+00:00,2,Faro,FAO,LPFR,,17,,2025-09-23T15:55:00+00:00,2025-09-23T15:36:00+00:00,,,,,No,,
Departure,U22705,EZY2705,easyJet,U2,diverted,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T18:30:00+00:00,2025-09-23T18:30:00+00:00,2025-09-23T19:24:00+00:00,54,El Prat De Llobregat,BCN,LEBL,2,,10C,2025-09-23T21:35:00+00:00,2025-09-23T22:43:00+00:00,,68,,,No,,
Departure,AZ3738,AZA3738,Alitalia,AZ,landed,2025-09-23,Bristol,BRS,EGGD,,10,2025-09-23T06:20:00+00:00,2025-09-23T06:20:00+00:00,2025-09-23T06:53:00+00:00,33,Schiphol,AMS,EHAM,2,A08,013,2025-09-23T08:35:00+00:00,2025-09-23T08:55:00+00:00,2025-09-23T08:56:00+00:00,21,,,Yes,eastern airways,t31074
Departure,DL9469,DAL9469,Delta Air Lines,DL,landed,2025-09-23,Bristol,BRS,EGGD,,10,2025-09-23T06:20:00+00:00,2025-09-23T06:20:00+00:00,2025-09-23T06:53:00+00:00,33,Schiphol,AMS,EHAM,2,A08,013,2025-09-23T08:35:00+00:00,2025-09-23T08:55:00+00:00,2025-09-23T08:56:00+00:00,21,,,Yes,eastern airways,t31074
Departure,KQ1050,KQA1050,Kenya Airways,KQ,landed,2025-09-23,Bristol,BRS,EGGD,,10,2025-09-23T06:20:00+00:00,2025-09-23T06:20:00+00:00,2025-09-23T06:53:00+00:00,33,Schiphol,AMS,EHAM,2,A08,013,2025-09-23T08:35:00+00:00,2025-09-23T08:55:00+00:00,2025-09-23T08:56:00+00:00,21,,,Yes,eastern airways,t31074
Departure,VS6948,VIR6948,Virgin Atlantic,VS,landed,2025-09-23,Bristol,BRS,EGGD,,10,2025-09-23T06:20:00+00:00,2025-09-23T06:20:00+00:00,2025-09-23T06:53:00+00:00,33,Schiphol,AMS,EHAM,2,A08,013,2025-09-23T08:35:00+00:00,2025-09-23T08:55:00+00:00,2025-09-23T08:56:00+00:00,21,,,Yes,eastern airways,t31074
Departure,T31074,EZE1074,Eastern Airways,T3,landed,2025-09-23,Bristol,BRS,EGGD,,10,2025-09-23T06:20:00+00:00,2025-09-23T06:20:00+00:00,2025-09-23T06:53:00+00:00,33,Schiphol,AMS,EHAM,2,A08,013,2025-09-23T08:35:00+00:00,2025-09-23T08:55:00+00:00,2025-09-23T08:56:00+00:00,21,,,No,,
Departure,U22921,EZY2921,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T07:05:00+00:00,2025-09-23T07:05:00+00:00,2025-09-23T07:19:00+00:00,15,Schiphol,AMS,EHAM,3,,20,2025-09-23T09:25:00+00:00,2025-09-23T09:12:00+00:00,2025-09-23T09:15:00+00:00,,,,No,,
Departure,FR5516,RYR5516,Ryanair,FR,landed,2025-09-23,Bristol,BRS,EGGD,,15,2025-09-23T05:55:00+00:00,2025-09-23T05:55:00+00:00,2025-09-23T06:00:00+00:00,5,John Paul II Balice International,KRK,EPKK,1,15,,2025-09-23T09:20:00+00:00,2025-09-23T09:13:00+00:00,2025-09-23T09:13:00+00:00,,,,No,,
Departure,U2213,EZY213,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T07:00:00+00:00,2025-09-23T07:00:00+00:00,2025-09-23T07:09:00+00:00,10,Edinburgh,EDI,EGPH,,,9,2025-09-23T08:20:00+00:00,2025-09-23T08:05:00+00:00,2025-09-23T08:07:00+00:00,,,,No,,
Departure,LS1871,EXS1871,Jet2,LS,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T06:50:00+00:00,2025-09-23T06:50:00+00:00,2025-09-23T07:27:00+00:00,38,Son Sant Joan Airport,PMI,LEPA,,,12,2025-09-23T10:20:00+00:00,2025-09-23T10:28:00+00:00,2025-09-23T10:29:00+00:00,9,,,No,,
Departure,LS1885,EXS57RZ,Jet2,LS,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T06:00:00+00:00,2025-09-23T06:00:00+00:00,2025-09-23T06:15:00+00:00,15,Macedonia International,SKG,LGTS,,,,2025-09-23T11:20:00+00:00,2025-09-23T11:20:00+00:00,2025-09-23T11:21:00+00:00,1,G-DRTX,B738,No,,
Departure,LS1883,EXS1883,Jet2,LS,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T06:00:00+00:00,2025-09-23T06:00:00+00:00,2025-09-23T06:05:00+00:00,6,Sur Reina Sofia,TFS,GCTS,2,,A5,2025-09-23T10:15:00+00:00,2025-09-23T09:41:00+00:00,2025-09-23T09:42:00+00:00,,,,No,,
Departure,U22731,EZY2731,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T06:15:00+00:00,2025-09-23T06:15:00+00:00,2025-09-23T06:20:00+00:00,6,Sur Reina Sofia,TFS,GCTS,2,,A2,2025-09-23T10:35:00+00:00,2025-09-23T09:55:00+00:00,2025-09-23T09:55:00+00:00,,,,No,,
Departure,LS1849,EXS1849,Jet2,LS,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T06:30:00+00:00,2025-09-23T06:30:00+00:00,2025-09-23T06:48:00+00:00,18,Dalaman,DLM,LTBS,I,,6,2025-09-23T12:35:00+00:00,2025-09-23T12:46:00+00:00,2025-09-23T12:47:00+00:00,12,,,No,,
Departure,U22745,EZY2745,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T08:15:00+00:00,2025-09-23T08:15:00+00:00,2025-09-23T08:12:00+00:00,,Almeria,LEI,LEAM,1,,3,2025-09-23T11:50:00+00:00,2025-09-23T11:27:00+00:00,2025-09-23T11:27:00+00:00,,,,No,,
Departure,FR5213,RYR5213,Ryanair,FR,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T09:10:00+00:00,2025-09-23T09:10:00+00:00,2025-09-23T09:26:00+00:00,17,Alicante El Altet,ALC,LEAL,N,,6B,2025-09-23T12:40:00+00:00,2025-09-23T12:32:00+00:00,2025-09-23T12:29:00+00:00,,,,No,,
Departure,U22903,EZY2903,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T07:05:00+00:00,2025-09-23T07:05:00+00:00,2025-09-23T07:15:00+00:00,11,Larnaca,LCA,LCLK,2,,,2025-09-23T13:45:00+00:00,2025-09-23T13:42:00+00:00,2025-09-23T13:40:00+00:00,,,,No,,
Departure,U2245,EZY245,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T11:00:00+00:00,2025-09-23T11:00:00+00:00,2025-09-23T11:03:00+00:00,3,Inverness,INV,EGPE,,,,2025-09-23T12:30:00+00:00,2025-09-23T12:18:00+00:00,2025-09-23T12:20:00+00:00,,,,No,,
Departure,U27508,EZY7508,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T09:35:00+00:00,2025-09-23T09:35:00+00:00,2025-09-23T09:56:00+00:00,21,Faro,FAO,LPFR,,,,2025-09-23T12:15:00+00:00,2025-09-23T12:06:00+00:00,2025-09-23T12:07:00+00:00,,,,No,,
Departure,U22737,EZY2737,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T11:20:00+00:00,2025-09-23T11:20:00+00:00,2025-09-23T11:28:00+00:00,8,Bilbao,BIO,LEBB,O,,6,2025-09-23T14:10:00+00:00,2025-09-23T13:52:00+00:00,2025-09-23T13:52:00+00:00,,,,No,,
Departure,,,empty,,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T11:30:00+00:00,2025-09-23T11:30:00+00:00,2025-09-23T11:46:00+00:00,16,Zadar,ZAD,LDZD,1,,,2025-09-23T14:48:00+00:00,2025-09-23T14:54:00+00:00,2025-09-23T14:52:00+00:00,4,,,No,,
Departure,U22885,EZY2885,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T13:45:00+00:00,2025-09-23T13:45:00+00:00,2025-09-23T14:14:00+00:00,30,Geneve-cointrin,GVA,LSGG,1,,7,2025-09-23T16:25:00+00:00,2025-09-23T16:41:00+00:00,2025-09-23T16:34:00+00:00,9,,,No,,
Departure,FR3161,RYR3161,Ryanair,FR,landed,2025-09-23,Bristol,BRS,EGGD,,29,2025-09-23T13:00:00+00:00,2025-09-23T13:00:00+00:00,2025-09-23T13:35:00+00:00,36,El Prat De Llobregat,BCN,LEBL,2,29,45,2025-09-23T16:10:00+00:00,2025-09-23T16:18:00+00:00,2025-09-23T16:22:00+00:00,12,,,No,,
Departure,T31080,EZE1080,Eastern Airways,T3,landed,2025-09-23,Bristol,BRS,EGGD,,10,2025-09-23T13:50:00+00:00,2025-09-23T13:50:00+00:00,2025-09-23T14:23:00+00:00,33,Schiphol,AMS,EHAM,2,A08,010,2025-09-23T16:05:00+00:00,2025-09-23T16:14:00+00:00,2025-09-23T16:17:00+00:00,12,,,No,,
Departure,U22867,EZY2867,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T13:30:00+00:00,2025-09-23T13:30:00+00:00,2025-09-23T14:11:00+00:00,41,Lisbon Portela,LIS,LPPT,1,,,2025-09-23T16:05:00+00:00,2025-09-23T16:12:00+00:00,2025-09-23T16:14:00+00:00,9,,,No,,
Departure,U22933,EZY2933,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T16:55:00+00:00,2025-09-23T16:55:00+00:00,2025-09-23T17:04:00+00:00,10,Berlin Brandenburg Airport,BER,EDDB,1,Y3,B1,2025-09-23T19:55:00+00:00,2025-09-23T19:40:00+00:00,2025-09-23T19:43:00+00:00,,,,No,,
Departure,BA8867,BAW8867,British Airways,BA,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T16:30:00+00:00,2025-09-23T16:30:00+00:00,2025-09-23T16:38:00+00:00,9,Cork,ORK,EICK,2,3,2,2025-09-23T18:00:00+00:00,2025-09-23T17:49:00+00:00,2025-09-23T17:42:00+00:00,,,,Yes,aer lingus,ei3843
Departure,VS6952,VIR6952,Virgin Atlantic,VS,landed,2025-09-23,Bristol,BRS,EGGD,,10,2025-09-23T17:35:00+00:00,2025-09-23T17:35:00+00:00,2025-09-23T18:11:00+00:00,36,Schiphol,AMS,EHAM,2,D25,010,2025-09-23T19:50:00+00:00,2025-09-23T20:04:00+00:00,2025-09-23T20:06:00+00:00,16,,,Yes,eastern airways,t31082
Departure,T31082,EZE1082,Eastern Airways,T3,landed,2025-09-23,Bristol,BRS,EGGD,,10,2025-09-23T17:35:00+00:00,2025-09-23T17:35:00+00:00,2025-09-23T18:11:00+00:00,36,Schiphol,AMS,EHAM,2,D25,010,2025-09-23T19:50:00+00:00,2025-09-23T20:04:00+00:00,2025-09-23T20:06:00+00:00,16,,,No,,
Departure,U22875,EZY2875,easyJet,U2,landed,2025-09-23,Bristol,BRS,EGGD,,,2025-09-23T18:45:00+00:00,2025-09-23T18:45:00+00:00,2025-09-23T18:47:00+00:00,2,Francisco Sá Carneiro,OPO,LPPR,,,,2025-09-23T20:55:00+00:00,2025-09-23T20:31:00+00:00,2025-09-23T20:33:00+00:00,,,,No,,
