Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival
easyJet,Fontanarossa,2024-04-08T10:45:00+00:00,2024-04-08T11:15:00+00:00,Bristol,2024-04-08T13:10:00+00:00,2024-04-08T13:16:00+00:00
easyJet,Charles De Gaulle,2024-04-08T10:20:00+00:00,2024-04-08T11:05:00+00:00,Bristol,2024-04-08T10:40:00+00:00,2024-04-08T10:57:00+00:00
Ryanair,Marco Polo,2024-04-08T09:45:00+00:00,2024-04-08T10:05:00+00:00,Bristol,2024-04-08T11:05:00+00:00,2024-04-08T11:03:00+00:00
easyJet,Aldergrove International Airport,2024-04-08T08:40:00+00:00,2024-04-08T08:42:00+00:00,Bristol,2024-04-08T09:45:00+00:00,2024-04-08T09:37:00+00:00
easyJet,Paphos International Airport,2024-04-08T14:20:00+00:00,2024-04-08T14:32:00+00:00,Bristol,2024-04-08T17:20:00+00:00,2024-04-08T17:07:00+00:00
easyJet,Euroairport Swiss,2024-04-08T21:05:00+00:00,2024-04-08T23:03:00+00:00,Bristol,2024-04-08T21:50:00+00:00,
Ryanair,Dublin International,2024-04-08T14:15:00+00:00,2024-04-08T14:23:00+00:00,Bristol,2024-04-08T15:20:00+00:00,2024-04-08T15:08:00+00:00
easyJet,Faro,2024-04-08T21:55:00+00:00,2024-04-08T22:07:00+00:00,Bristol,2024-04-09T00:30:00+00:00,2024-04-09T00:19:00+00:00
easyJet,Schiphol,2024-04-08T19:00:00+00:00,2024-04-08T19:00:00+00:00,Bristol,2024-04-08T19:20:00+00:00,2024-04-08T19:00:00+00:00
Ryanair,Alicante El Altet,2024-04-08T21:05:00+00:00,2024-04-08T21:20:00+00:00,Bristol,2024-04-08T22:40:00+00:00,2024-04-08T22:25:00+00:00
Ryanair,Valencia,2024-04-08T05:55:00+00:00,2024-04-08T06:07:00+00:00,Bristol,2024-04-08T07:25:00+00:00,2024-04-08T07:04:00+00:00
Ryanair,Bergamo - Orio al Serio,2024-04-08T05:55:00+00:00,2024-04-08T05:55:00+00:00,Bristol,2024-04-08T07:00:00+00:00,2024-04-08T06:39:00+00:00
Ryanair,Pablo Ruiz Picasso,2024-04-08T11:15:00+00:00,2024-04-08T11:35:00+00:00,Bristol,2024-04-08T13:00:00+00:00,2024-04-08T12:39:00+00:00
easyJet,Alicante El Altet,2024-04-08T07:00:00+00:00,2024-04-08T07:00:00+00:00,Bristol,2024-04-08T08:35:00+00:00,2024-04-08T08:00:00+00:00
Ryanair,El Prat De Llobregat,2024-04-08T06:10:00+00:00,2024-04-08T06:28:00+00:00,Bristol,2024-04-08T07:35:00+00:00,2024-04-08T07:11:00+00:00
easyJet,Glasgow International,2024-04-08T08:50:00+00:00,2024-04-08T08:50:00+00:00,Bristol,2024-04-08T10:05:00+00:00,2024-04-08T09:47:00+00:00
Ryanair,Kastrup,2024-04-08T06:40:00+00:00,2024-04-08T06:46:00+00:00,Bristol,2024-04-08T07:50:00+00:00,2024-04-08T07:36:00+00:00
Aer Lingus,Dublin International,2024-04-08T06:40:00+00:00,2024-04-08T06:52:00+00:00,Bristol,2024-04-08T07:55:00+00:00,2024-04-08T07:51:00+00:00
British Airways,Dublin International,2024-04-08T06:40:00+00:00,2024-04-08T06:52:00+00:00,Bristol,2024-04-08T07:55:00+00:00,2024-04-08T07:51:00+00:00
Qatar Airways,Dublin International,2024-04-08T17:05:00+00:00,2024-04-08T17:38:00+00:00,Bristol,2024-04-08T18:25:00+00:00,2024-04-08T18:40:00+00:00
Ryanair,Son Sant Joan Airport,2024-04-08T23:20:00+00:00,2024-04-08T23:29:00+00:00,Bristol,2024-04-09T00:50:00+00:00,2024-04-09T00:21:00+00:00
easyJet,Capodichino,2024-04-08T10:40:00+00:00,2024-04-08T11:11:00+00:00,Bristol,2024-04-08T12:40:00+00:00,2024-04-08T12:45:00+00:00
easyJet,Madeira,2024-04-08T11:25:00+00:00,2024-04-08T11:45:00+00:00,Bristol,2024-04-08T14:55:00+00:00,2024-04-08T14:45:00+00:00
easyJet,Edinburgh,2024-04-08T10:10:00+00:00,2024-04-08T10:58:00+00:00,Bristol,2024-04-08T11:25:00+00:00,2024-04-08T11:58:00+00:00
easyJet,Cote D'azur International Airport,2024-04-08T14:10:00+00:00,2024-04-08T14:33:00+00:00,Bristol,2024-04-08T15:20:00+00:00,2024-04-08T15:34:00+00:00
easyJet,Alicante El Altet,2024-04-08T00:05:00+00:00,2024-04-08T00:49:00+00:00,Bristol,2024-04-08T01:35:00+00:00,2024-04-08T01:48:00+00:00
British Airways,Dublin International,2024-04-08T17:05:00+00:00,2024-04-08T17:38:00+00:00,Bristol,2024-04-08T18:25:00+00:00,2024-04-08T18:40:00+00:00
Qatar Airways,Dublin International,2024-04-08T14:30:00+00:00,2024-04-08T14:53:00+00:00,Bristol,2024-04-08T15:50:00+00:00,2024-04-08T15:59:00+00:00
Aer Lingus,Cork,2024-04-08T18:30:00+00:00,2024-04-08T18:39:00+00:00,Bristol,2024-04-08T19:50:00+00:00,2024-04-08T19:42:00+00:00
easyJet,Pablo Ruiz Picasso,2024-04-08T13:25:00+00:00,2024-04-08T13:39:00+00:00,Bristol,2024-04-08T15:10:00+00:00,2024-04-08T14:42:00+00:00
Ryanair,Sur Reina Sofia,2024-04-08T10:45:00+00:00,2024-04-08T10:51:00+00:00,Bristol,2024-04-08T14:45:00+00:00,2024-04-08T14:27:00+00:00
easyJet,Newcastle Airport,2024-04-08T08:35:00+00:00,2024-04-08T08:36:00+00:00,Bristol,2024-04-08T09:40:00+00:00,2024-04-08T09:25:00+00:00
easyJet,Lisbon Portela,2024-04-08T12:20:00+00:00,2024-04-08T13:33:00+00:00,Bristol,2024-04-08T14:50:00+00:00,2024-04-08T15:30:00+00:00
BAe Systems Marine,Walney Island,2024-04-08T16:10:00+00:00,2024-04-08T16:20:00+00:00,Bristol,2024-04-08T17:01:00+00:00,2024-04-08T17:11:00+00:00
Delta Air Lines,Schiphol,2024-04-08T08:35:00+00:00,2024-04-08T08:59:00+00:00,Bristol,2024-04-08T08:50:00+00:00,2024-04-08T08:55:00+00:00
Virgin Atlantic,Schiphol,2024-04-08T08:35:00+00:00,2024-04-08T08:59:00+00:00,Bristol,2024-04-08T08:50:00+00:00,2024-04-08T08:55:00+00:00
easyJet,Faro,2024-04-08T12:40:00+00:00,2024-04-08T13:10:00+00:00,Bristol,2024-04-08T15:15:00+00:00,2024-04-08T15:12:00+00:00
easyJet,Son Sant Joan Airport,2024-04-08T10:00:00+00:00,2024-04-08T10:22:00+00:00,Bristol,2024-04-08T11:30:00+00:00,2024-04-08T11:19:00+00:00
easyJet,Alicante El Altet,2024-04-08T14:20:00+00:00,2024-04-08T14:47:00+00:00,Bristol,2024-04-08T15:55:00+00:00,2024-04-08T15:54:00+00:00
Centreline,Guernsey,2024-04-08T11:30:00+00:00,2024-04-08T10:43:00+00:00,Bristol,2024-04-08T12:04:00+00:00,2024-04-08T11:14:00+00:00
Alitalia,Schiphol,2024-04-08T12:55:00+00:00,2024-04-08T13:27:00+00:00,Bristol,2024-04-08T13:10:00+00:00,2024-04-08T13:26:00+00:00
Delta Air Lines,Schiphol,2024-04-08T12:55:00+00:00,2024-04-08T13:27:00+00:00,Bristol,2024-04-08T13:10:00+00:00,2024-04-08T13:26:00+00:00
Kenya Airways,Schiphol,2024-04-08T12:55:00+00:00,2024-04-08T13:27:00+00:00,Bristol,2024-04-08T13:10:00+00:00,2024-04-08T13:26:00+00:00
Virgin Atlantic,Schiphol,2024-04-08T12:55:00+00:00,2024-04-08T13:27:00+00:00,Bristol,2024-04-08T13:10:00+00:00,2024-04-08T13:26:00+00:00
easyJet,Zine El Abidine Ben Ali International Airport,2024-04-08T10:10:00+00:00,2024-04-08T10:26:00+00:00,Bristol,2024-04-08T13:25:00+00:00,2024-04-08T13:09:00+00:00
