flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22740,easyjet,landed,2024-04-27t01:05:00.000,2024-04-27t01:06:00.000,2024-04-27 01:04:00,2024-04-27,01:04:00,0,Night hour departures
u22852,easyjet,landed,2024-04-27t02:00:00.000,2024-04-27t02:05:00.000,2024-04-27 02:05:00,2024-04-27,02:05:00,6,Night hour departures
x3325,tuifly,landed,2024-04-27t02:50:00.000,2024-04-27t02:20:00.000,2024-04-27 02:21:00,2024-04-27,02:21:00,0,Night hour departures
fr8682,ryanair,landed,2024-04-27t07:00:00.000,2024-04-27t06:45:00.000,2024-04-27 06:46:00,2024-04-27,06:46:00,0,Shoulder hour flights
fr3160,ryanair,landed,2024-04-27t07:50:00.000,2024-04-27t07:28:00.000,2024-04-27 07:28:00,2024-04-27,07:28:00,0,Regular departures
ba8936,british airways,landed,2024-04-27t07:55:00.000,2024-04-27t07:47:00.000,2024-04-27 07:48:00,2024-04-27,07:48:00,0,Regular departures
ei3280,aer lingus,landed,2024-04-27t07:55:00.000,2024-04-27t07:47:00.000,2024-04-27 07:48:00,2024-04-27,07:48:00,0,Regular departures
u27507,easyjet,landed,2024-04-27t08:45:00.000,2024-04-27t08:28:00.000,2024-04-27 08:29:00,2024-04-27,08:29:00,0,Regular departures
u25527,easyjet,landed,2024-04-27t08:55:00.000,2024-04-27t08:44:00.000,2024-04-27 08:35:00,2024-04-27,08:35:00,0,Regular departures
fr504,ryanair,landed,2024-04-27t09:00:00.000,2024-04-27t09:14:00.000,2024-04-27 09:09:00,2024-04-27,09:09:00,9,Regular departures
u22774,easyjet,landed,2024-04-27t09:20:00.000,2024-04-27t09:25:00.000,2024-04-27 09:24:00,2024-04-27,09:24:00,4,Regular departures
u2224,easyjet,landed,2024-04-27t09:50:00.000,2024-04-27t09:44:00.000,2024-04-27 09:41:00,2024-04-27,09:41:00,0,Regular departures
u2210,easyjet,landed,2024-04-27t10:05:00.000,2024-04-27t09:51:00.000,2024-04-27 09:53:00,2024-04-27,09:53:00,0,Regular departures
u22884,easyjet,landed,2024-04-27t10:40:00.000,2024-04-27t10:40:00.000,2024-04-27 10:40:00,2024-04-27,10:40:00,1,Regular departures
fr4441,ryanair,landed,2024-04-27t11:50:00.000,2024-04-27t11:48:00.000,2024-04-27 11:48:00,2024-04-27,11:48:00,0,Regular departures
fr6010,ryanair,landed,2024-04-27t11:50:00.000,2024-04-27t11:45:00.000,2024-04-27 11:43:00,2024-04-27,11:43:00,0,Regular departures
u22722,easyjet,landed,2024-04-27t11:50:00.000,2024-04-27t11:50:00.000,2024-04-27 11:51:00,2024-04-27,11:51:00,1,Regular departures
u22701,easyjet,landed,2024-04-27t11:55:00.000,2024-04-27t11:52:00.000,2024-04-27 11:53:00,2024-04-27,11:53:00,0,Regular departures
u22706,easyjet,landed,2024-04-27t12:00:00.000,2024-04-27t11:49:00.000,2024-04-27 11:46:00,2024-04-27,11:46:00,0,Regular departures
ls1880,jet2,landed,2024-04-27t12:05:00.000,2024-04-27t11:57:00.000,2024-04-27 12:02:00,2024-04-27,12:02:00,0,Regular departures
u22764,easyjet,landed,2024-04-27t12:05:00.000,2024-04-27t12:08:00.000,2024-04-27 12:08:00,2024-04-27,12:08:00,3,Regular departures
u22838,easyjet,landed,2024-04-27t12:05:00.000,2024-04-27t11:56:00.000,2024-04-27 11:58:00,2024-04-27,11:58:00,0,Regular departures
ls1822,jet2,landed,2024-04-27t12:15:00.000,2024-04-27t11:58:00.000,2024-04-27 12:05:00,2024-04-27,12:05:00,0,Regular departures
u2405,easyjet,landed,2024-04-27t12:15:00.000,2024-04-27t11:53:00.000,2024-04-27 11:56:00,2024-04-27,11:56:00,0,Regular departures
u22716,easyjet,landed,2024-04-27t12:15:00.000,2024-04-27t12:21:00.000,2024-04-27 12:19:00,2024-04-27,12:19:00,5,Regular departures
