flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22912,easyjet,landed,2023-05-10t01:05:00.000,2023-05-10t00:53:00.000,2023-05-10 00:56:00,2023-05-10,00:56:00,0,Night hour departures
u22726,easyjet,landed,2023-05-10t01:15:00.000,2023-05-10t02:17:00.000,2023-05-10 02:07:00,2023-05-10,02:07:00,53,Night hour departures
u22854,easyjet,landed,2023-05-10t01:20:00.000,2023-05-10t01:56:00.000,2023-05-10 01:55:00,2023-05-10,01:55:00,36,Night hour departures
ls1882,jet2,landed,2023-05-10t01:25:00.000,2023-05-10t01:31:00.000,2023-05-10 01:32:00,2023-05-10,01:32:00,7,Night hour departures
x36279,tuifly,landed,2023-05-10t01:35:00.000,2023-05-10t01:34:00.000,2023-05-10 01:36:00,2023-05-10,01:36:00,1,Night hour departures
u22914,easyjet,landed,2023-05-10t02:05:00.000,2023-05-10t01:59:00.000,2023-05-10 01:47:00,2023-05-10,01:47:00,0,Night hour departures
x3419,tuifly,landed,2023-05-10t02:25:00.000,2023-05-10t02:12:00.000,2023-05-10 02:12:00,2023-05-10,02:12:00,0,Night hour departures
x3563,tuifly,landed,2023-05-10t03:00:00.000,2023-05-10t02:59:00.000,2023-05-10 02:59:00,2023-05-10,02:59:00,0,Night hour departures
fr6220,ryanair,landed,2023-05-10t07:40:00.000,2023-05-10t07:38:00.000,2023-05-10 07:30:00,2023-05-10,07:30:00,0,Regular departures
fr2291,ryanair,landed,2023-05-10t07:45:00.000,2023-05-10t07:39:00.000,2023-05-10 07:39:00,2023-05-10,07:39:00,0,Regular departures
ba8936,british airways,landed,2023-05-10t07:55:00.000,2023-05-10t07:51:00.000,2023-05-10 07:52:00,2023-05-10,07:52:00,0,Regular departures
ei3280,aer lingus,landed,2023-05-10t07:55:00.000,2023-05-10t07:51:00.000,2023-05-10 07:52:00,2023-05-10,07:52:00,0,Regular departures
gr642,aurigny air services,landed,2023-05-10t08:15:00.000,2023-05-10t08:08:00.000,2023-05-10 08:09:00,2023-05-10,08:09:00,0,Regular departures
u21723,easyjet,landed,2023-05-10t08:50:00.000,2023-05-10t08:34:00.000,2023-05-10 08:34:00,2023-05-10,08:34:00,0,Regular departures
fr504,ryanair,landed,2023-05-10t09:30:00.000,2023-05-10t10:15:00.000,2023-05-10 10:16:00,2023-05-10,10:16:00,47,Regular departures
u2238,easyjet,landed,2023-05-10t09:35:00.000,2023-05-10t09:13:00.000,2023-05-10 09:13:00,2023-05-10,09:13:00,0,Regular departures
u27191,easyjet,landed,2023-05-10t09:35:00.000,2023-05-10t09:26:00.000,2023-05-10 09:25:00,2023-05-10,09:25:00,0,Regular departures
u2224,easyjet,landed,2023-05-10t09:45:00.000,2023-05-10t09:28:00.000,2023-05-10 09:28:00,2023-05-10,09:28:00,0,Regular departures
u2202,easyjet,landed,2023-05-10t10:00:00.000,2023-05-10t09:58:00.000,2023-05-10 09:53:00,2023-05-10,09:53:00,0,Regular departures
u2214,easyjet,landed,2023-05-10t10:05:00.000,2023-05-10t10:19:00.000,2023-05-10 10:20:00,2023-05-10,10:20:00,15,Regular departures
u22922,easyjet,landed,2023-05-10t10:15:00.000,2023-05-10t10:10:00.000,2023-05-10 10:11:00,2023-05-10,10:11:00,0,Regular departures
u22774,easyjet,landed,2023-05-10t10:30:00.000,2023-05-10t11:12:00.000,2023-05-10 11:12:00,2023-05-10,11:12:00,42,Regular departures
fr8255,ryanair,landed,2023-05-10t10:50:00.000,2023-05-10t10:33:00.000,2023-05-10 10:33:00,2023-05-10,10:33:00,0,Regular departures
ls1896,jet2,landed,2023-05-10t10:55:00.000,2023-05-10t10:51:00.000,2023-05-10 10:44:00,2023-05-10,10:44:00,0,Regular departures
u22710,easyjet,landed,2023-05-10t11:30:00.000,2023-05-10t11:42:00.000,2023-05-10 11:40:00,2023-05-10,11:40:00,10,Regular departures
x36349,tuifly,landed,2023-05-10t12:00:00.000,2023-05-10t12:00:00.000,2023-05-10 12:01:00,2023-05-10,12:01:00,2,Regular departures
u22840,easyjet,landed,2023-05-10t12:00:00.000,2023-05-10t12:29:00.000,2023-05-10 12:22:00,2023-05-10,12:22:00,22,Regular departures
fr1362,ryanair,landed,2023-05-10t12:05:00.000,2023-05-10t12:23:00.000,2023-05-10 12:18:00,2023-05-10,12:18:00,13,Regular departures
u22716,easyjet,landed,2023-05-10t12:10:00.000,2023-05-10t12:11:00.000,2023-05-10 12:12:00,2023-05-10,12:12:00,3,Regular departures
fr506,ryanair,landed,2023-05-10t12:35:00.000,2023-05-10t13:26:00.000,2023-05-10 13:26:00,2023-05-10,13:26:00,52,Regular departures
x36363,tuifly,landed,2023-05-10t12:40:00.000,2023-05-10t13:22:00.000,2023-05-10 13:22:00,2023-05-10,13:22:00,43,Regular departures
u22894,easyjet,landed,2023-05-10t12:40:00.000,2023-05-10t12:32:00.000,2023-05-10 12:25:00,2023-05-10,12:25:00,0,Regular departures
x36315,tuifly,landed,2023-05-10t12:45:00.000,2023-05-10t12:54:00.000,2023-05-10 12:54:00,2023-05-10,12:54:00,10,Regular departures
ls1806,jet2,landed,2023-05-10t12:55:00.000,2023-05-10t12:44:00.000,2023-05-10 12:44:00,2023-05-10,12:44:00,0,Regular departures
u22876,easyjet,landed,2023-05-10t13:05:00.000,2023-05-10t13:14:00.000,2023-05-10 13:14:00,2023-05-10,13:14:00,9,Regular departures
dl9356,delta air lines,landed,2023-05-10t13:10:00.000,2023-05-10t12:57:00.000,2023-05-10 12:58:00,2023-05-10,12:58:00,0,Regular departures
ey7011,etihad airways,landed,2023-05-10t13:10:00.000,2023-05-10t12:57:00.000,2023-05-10 12:58:00,2023-05-10,12:58:00,0,Regular departures
