flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
x36165,tuifly,landed,2023-09-12t01:05:00.000,2023-09-12t00:57:00.000,2023-09-12 00:58:00,2023-09-12,00:58:00,0,Night hour departures
ls1902,jet2,landed,2023-09-12t01:15:00.000,2023-09-12t01:13:00.000,2023-09-12 01:13:00,2023-09-12,01:13:00,0,Night hour departures
u22812,easyjet,landed,2023-09-12t01:30:00.000,2023-09-12t01:17:00.000,2023-09-12 01:17:00,2023-09-12,01:17:00,0,Night hour departures
u22744,easyjet,landed,2023-09-12t01:50:00.000,2023-09-12t02:10:00.000,2023-09-12 02:07:00,2023-09-12,02:07:00,18,Night hour departures
u22736,easyjet,landed,2023-09-12t02:30:00.000,2023-09-12t01:51:00.000,2023-09-12 01:53:00,2023-09-12,01:53:00,0,Night hour departures
x3699,tuifly,landed,2023-09-12t02:35:00.000,2023-09-12t02:42:00.000,2023-09-12 02:37:00,2023-09-12,02:37:00,3,Night hour departures
u22850,easyjet,landed,2023-09-12t02:45:00.000,2023-09-12t02:56:00.000,2023-09-12 02:53:00,2023-09-12,02:53:00,8,Night hour departures
fr4134,ryanair,landed,2023-09-12t07:50:00.000,2023-09-12t07:36:00.000,2023-09-12 07:36:00,2023-09-12,07:36:00,0,Regular departures
ba8936,british airways,landed,2023-09-12t07:55:00.000,2023-09-12t07:58:00.000,2023-09-12 08:01:00,2023-09-12,08:01:00,6,Regular departures
ei3280,aer lingus,landed,2023-09-12t07:55:00.000,2023-09-12t07:58:00.000,2023-09-12 08:01:00,2023-09-12,08:01:00,6,Regular departures
fr1332,ryanair,landed,2023-09-12t08:45:00.000,2023-09-12t08:40:00.000,2023-09-12 08:40:00,2023-09-12,08:40:00,0,Regular departures
af3161,air france,landed,2023-09-12t08:45:00.000,2023-09-12t08:53:00.000,2023-09-12 08:54:00,2023-09-12,08:54:00,9,Regular departures
dl9629,delta air lines,landed,2023-09-12t08:45:00.000,2023-09-12t08:53:00.000,2023-09-12 08:54:00,2023-09-12,08:54:00,9,Regular departures
ey7395,etihad airways,landed,2023-09-12t08:45:00.000,2023-09-12t08:53:00.000,2023-09-12 08:54:00,2023-09-12,08:54:00,9,Regular departures
vs7040,virgin atlantic,landed,2023-09-12t08:45:00.000,2023-09-12t08:53:00.000,2023-09-12 08:54:00,2023-09-12,08:54:00,9,Regular departures
kl1049,klm,landed,2023-09-12t08:45:00.000,2023-09-12t08:53:00.000,2023-09-12 08:54:00,2023-09-12,08:54:00,9,Regular departures
fr504,ryanair,landed,2023-09-12t08:55:00.000,2023-09-12t08:45:00.000,2023-09-12 08:43:00,2023-09-12,08:43:00,0,Regular departures
lh970,lufthansa,landed,2023-09-12t09:00:00.000,2023-09-12t09:09:00.000,2023-09-12 09:10:00,2023-09-12,09:10:00,11,Regular departures
u27191,easyjet,landed,2023-09-12t09:10:00.000,2023-09-12t08:33:00.000,2023-09-12 08:35:00,2023-09-12,08:35:00,0,Regular departures
u27507,easyjet,landed,2023-09-12t09:40:00.000,2023-09-12t09:41:00.000,2023-09-12 09:43:00,2023-09-12,09:43:00,4,Regular departures
u2224,easyjet,landed,2023-09-12t09:45:00.000,2023-09-12t09:36:00.000,2023-09-12 09:34:00,2023-09-12,09:34:00,0,Regular departures
u2202,easyjet,landed,2023-09-12t10:00:00.000,2023-09-12t09:56:00.000,2023-09-12 09:57:00,2023-09-12,09:57:00,0,Regular departures
