flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_delay,time_category
u22715,easyjet,active,2023-08-23t06:00:00.000,2023-08-23t06:13:00.000,2023-08-23 06:10:00,11,Shoulder hour flights
u22815,easyjet,active,2023-08-23t06:00:00.000,2023-08-23t06:06:00.000,2023-08-23 06:15:00,16,Shoulder hour flights
ls1891,jet2,active,2023-08-23t06:10:00.000,2023-08-23t06:10:00.000,2023-08-23 06:30:00,20,Shoulder hour flights
x36376,tuifly,active,2023-08-23t06:10:00.000,2023-08-23t06:10:00.000,2023-08-23 06:28:00,18,Shoulder hour flights
u22893,easyjet,active,2023-08-23t06:10:00.000,2023-08-23t06:16:00.000,2023-08-23 06:32:00,23,Shoulder hour flights
ls1881,jet2,active,2023-08-23t06:15:00.000,2023-08-23t06:25:00.000,2023-08-23 06:41:00,27,Shoulder hour flights
x36348,tuifly,active,2023-08-23t06:15:00.000,2023-08-23t06:15:00.000,2023-08-23 06:26:00,11,Shoulder hour flights
af5199,air france,active,2023-08-23t06:20:00.000,2023-08-23t06:24:00.000,2023-08-23 06:38:00,18,Shoulder hour flights
az3737,alitalia,active,2023-08-23t06:20:00.000,2023-08-23t06:24:00.000,2023-08-23 06:38:00,18,Shoulder hour flights
dl9422,delta air lines,active,2023-08-23t06:20:00.000,2023-08-23t06:24:00.000,2023-08-23 06:38:00,18,Shoulder hour flights
ey7330,etihad airways,active,2023-08-23t06:20:00.000,2023-08-23t06:24:00.000,2023-08-23 06:38:00,18,Shoulder hour flights
g35535,gol,active,2023-08-23t06:20:00.000,2023-08-23t06:24:00.000,2023-08-23 06:38:00,18,Shoulder hour flights
kq1046,kenya airways,active,2023-08-23t06:20:00.000,2023-08-23t06:24:00.000,2023-08-23 06:38:00,18,Shoulder hour flights
vs6854,virgin atlantic,active,2023-08-23t06:20:00.000,2023-08-23t06:24:00.000,2023-08-23 06:38:00,18,Shoulder hour flights
kl1046,klm,active,2023-08-23t06:20:00.000,2023-08-23t06:24:00.000,2023-08-23 06:38:00,18,Shoulder hour flights
fr1361,ryanair,active,2023-08-23t06:40:00.000,2023-08-23t06:40:00.000,2023-08-23 06:58:00,19,Shoulder hour flights
u22719,easyjet,active,2023-08-23t06:45:00.000,2023-08-23t06:45:00.000,2023-08-23 06:49:00,4,Shoulder hour flights
fr505,ryanair,active,2023-08-23t06:50:00.000,2023-08-23t06:50:00.000,2023-08-23 06:53:00,4,Shoulder hour flights
fr505,ryanair,active,2023-08-24t05:55:00.000,2023-08-24t05:55:00.000,2023-08-24 06:00:00,6,Shoulder hour flights
fr4121,ryanair,active,2023-08-24t05:55:00.000,2023-08-24t05:55:00.000,2023-08-24 06:13:00,18,Shoulder hour flights
ls1819,jet2,active,2023-08-24t06:00:00.000,2023-08-24t06:12:00.000,2023-08-24 06:40:00,41,Shoulder hour flights
x36406,tuifly,active,2023-08-24t06:00:00.000,2023-08-24t06:15:00.000,2023-08-24 06:20:00,20,Shoulder hour flights
u22709,easyjet,active,2023-08-24t06:00:00.000,2023-08-24t06:29:00.000,2023-08-24 06:43:00,44,Shoulder hour flights
u22715,easyjet,active,2023-08-24t06:00:00.000,2023-08-24t06:00:00.000,2023-08-24 06:21:00,22,Shoulder hour flights
u22891,easyjet,active,2023-08-24t06:00:00.000,2023-08-24t06:09:00.000,2023-08-24 06:30:00,31,Shoulder hour flights
u22731,easyjet,active,2023-08-24t06:05:00.000,2023-08-24t06:05:00.000,2023-08-24 06:24:00,19,Shoulder hour flights
u22843,easyjet,active,2023-08-24t06:10:00.000,2023-08-24t06:10:00.000,2023-08-24 06:26:00,16,Shoulder hour flights
ls1877,jet2,active,2023-08-24t06:15:00.000,2023-08-24t06:30:00.000,2023-08-24 06:47:00,32,Shoulder hour flights
u22702,easyjet,active,2023-08-24t06:15:00.000,2023-08-24t06:15:00.000,2023-08-24 06:28:00,14,Shoulder hour flights
u22837,easyjet,active,2023-08-24t06:15:00.000,2023-08-24t06:15:00.000,2023-08-24 06:37:00,23,Shoulder hour flights
af5199,air france,active,2023-08-24t06:20:00.000,2023-08-24t06:20:00.000,2023-08-24 06:34:00,14,Shoulder hour flights
az3737,alitalia,active,2023-08-24t06:20:00.000,2023-08-24t06:20:00.000,2023-08-24 06:34:00,14,Shoulder hour flights
dl9422,delta air lines,active,2023-08-24t06:20:00.000,2023-08-24t06:20:00.000,2023-08-24 06:34:00,14,Shoulder hour flights
ey7330,etihad airways,active,2023-08-24t06:20:00.000,2023-08-24t06:20:00.000,2023-08-24 06:34:00,14,Shoulder hour flights
g35535,gol,active,2023-08-24t06:20:00.000,2023-08-24t06:20:00.000,2023-08-24 06:34:00,14,Shoulder hour flights
kq1046,kenya airways,active,2023-08-24t06:20:00.000,2023-08-24t06:20:00.000,2023-08-24 06:34:00,14,Shoulder hour flights
vs6854,virgin atlantic,active,2023-08-24t06:20:00.000,2023-08-24t06:20:00.000,2023-08-24 06:34:00,14,Shoulder hour flights
kl1046,klm,active,2023-08-24t06:20:00.000,2023-08-24t06:20:00.000,2023-08-24 06:34:00,14,Shoulder hour flights
ls1821,jet2,active,2023-08-24t06:25:00.000,2023-08-24t06:40:00.000,2023-08-24 06:50:00,25,Shoulder hour flights
ls1879,jet2,active,2023-08-24t06:45:00.000,2023-08-24t06:53:00.000,2023-08-24 06:55:00,10,Shoulder hour flights
ls1815,jet2,active,2023-08-25t05:40:00.000,2023-08-25t05:45:00.000,2023-08-25 05:50:00,11,Night hour departures
fr505,ryanair,active,2023-08-25t05:55:00.000,2023-08-25t05:55:00.000,2023-08-25 06:14:00,19,Shoulder hour flights
ls1885,jet2,active,2023-08-25t05:55:00.000,2023-08-25t06:10:00.000,2023-08-25 06:24:00,30,Shoulder hour flights
x36512,tuifly,active,2023-08-25t06:00:00.000,2023-08-25t06:15:00.000,2023-08-25 06:21:00,22,Shoulder hour flights
u22715,easyjet,active,2023-08-25t06:00:00.000,2023-08-25t06:00:00.000,2023-08-25 06:03:00,3,Shoulder hour flights
u22709,easyjet,active,2023-08-25t06:00:00.000,2023-08-25t06:00:00.000,2023-08-25 06:00:00,1,Shoulder hour flights
u22845,easyjet,active,2023-08-25t06:00:00.000,2023-08-25t06:00:00.000,2023-08-25 06:39:00,39,Shoulder hour flights
u22731,easyjet,active,2023-08-25t06:05:00.000,2023-08-25t06:05:00.000,2023-08-25 06:12:00,7,Shoulder hour flights
u22805,easyjet,active,2023-08-25t06:10:00.000,2023-08-25t06:10:00.000,2023-08-25 06:30:00,20,Shoulder hour flights
ls1871,jet2,active,2023-08-25t06:15:00.000,2023-08-25t06:25:00.000,2023-08-25 06:26:00,12,Shoulder hour flights
af5199,air france,active,2023-08-25t06:20:00.000,2023-08-25t06:20:00.000,2023-08-25 06:32:00,13,Shoulder hour flights
az3737,alitalia,active,2023-08-25t06:20:00.000,2023-08-25t06:20:00.000,2023-08-25 06:32:00,13,Shoulder hour flights
dl9422,delta air lines,active,2023-08-25t06:20:00.000,2023-08-25t06:20:00.000,2023-08-25 06:32:00,13,Shoulder hour flights
ey7330,etihad airways,active,2023-08-25t06:20:00.000,2023-08-25t06:20:00.000,2023-08-25 06:32:00,13,Shoulder hour flights
g35535,gol,active,2023-08-25t06:20:00.000,2023-08-25t06:20:00.000,2023-08-25 06:32:00,13,Shoulder hour flights
kq1046,kenya airways,active,2023-08-25t06:20:00.000,2023-08-25t06:20:00.000,2023-08-25 06:32:00,13,Shoulder hour flights
vs6854,virgin atlantic,active,2023-08-25t06:20:00.000,2023-08-25t06:20:00.000,2023-08-25 06:32:00,13,Shoulder hour flights
kl1046,klm,active,2023-08-25t06:20:00.000,2023-08-25t06:20:00.000,2023-08-25 06:32:00,13,Shoulder hour flights
fr4757,ryanair,active,2023-08-25t06:25:00.000,2023-08-25t06:25:00.000,2023-08-25 06:37:00,12,Shoulder hour flights
x36558,tuifly,active,2023-08-25t06:35:00.000,2023-08-25t06:35:00.000,2023-08-25 06:45:00,10,Shoulder hour flights
fr1941,ryanair,active,2023-08-25t06:40:00.000,2023-08-25t06:40:00.000,2023-08-25 06:52:00,13,Shoulder hour flights
x36680,tuifly,active,2023-08-26t06:00:00.000,2023-08-26t06:15:00.000,2023-08-26 06:21:00,21,Shoulder hour flights
u22715,easyjet,active,2023-08-26t06:00:00.000,2023-08-26t06:13:00.000,2023-08-26 06:18:00,19,Shoulder hour flights
ls1827,jet2,active,2023-08-26t06:05:00.000,2023-08-26t06:05:00.000,2023-08-26 06:15:00,11,Shoulder hour flights
ls1829,jet2,active,2023-08-26t06:05:00.000,2023-08-26t06:05:00.000,2023-08-26 06:07:00,3,Shoulder hour flights
u22721,easyjet,active,2023-08-26t06:10:00.000,2023-08-26t06:10:00.000,2023-08-26 06:13:00,3,Shoulder hour flights
u22731,easyjet,active,2023-08-26t06:10:00.000,2023-08-26t06:10:00.000,2023-08-26 06:25:00,16,Shoulder hour flights
ls1821,jet2,active,2023-08-26t06:15:00.000,2023-08-26t06:30:00.000,2023-08-26 06:47:00,32,Shoulder hour flights
u22702,easyjet,active,2023-08-26t06:15:00.000,2023-08-26t06:44:00.000,2023-08-26 06:55:00,41,Shoulder hour flights
af5199,air france,active,2023-08-26t06:20:00.000,2023-08-26t06:44:00.000,2023-08-26 06:49:00,29,Shoulder hour flights
az3737,alitalia,active,2023-08-26t06:20:00.000,2023-08-26t06:44:00.000,2023-08-26 06:49:00,29,Shoulder hour flights
dl9422,delta air lines,active,2023-08-26t06:20:00.000,2023-08-26t06:44:00.000,2023-08-26 06:49:00,29,Shoulder hour flights
ey7330,etihad airways,active,2023-08-26t06:20:00.000,2023-08-26t06:44:00.000,2023-08-26 06:49:00,29,Shoulder hour flights
g35535,gol,active,2023-08-26t06:20:00.000,2023-08-26t06:44:00.000,2023-08-26 06:49:00,29,Shoulder hour flights
kq1046,kenya airways,active,2023-08-26t06:20:00.000,2023-08-26t06:44:00.000,2023-08-26 06:49:00,29,Shoulder hour flights
vs6854,virgin atlantic,active,2023-08-26t06:20:00.000,2023-08-26t06:44:00.000,2023-08-26 06:49:00,29,Shoulder hour flights
kl1046,klm,active,2023-08-26t06:20:00.000,2023-08-26t06:44:00.000,2023-08-26 06:49:00,29,Shoulder hour flights
u22733,easyjet,active,2023-08-26t06:20:00.000,2023-08-26t06:30:00.000,2023-08-26 06:45:00,25,Shoulder hour flights
fr505,ryanair,active,2023-08-26t06:25:00.000,2023-08-26t06:25:00.000,2023-08-26 06:33:00,9,Shoulder hour flights
u22877,easyjet,active,2023-08-26t06:25:00.000,2023-08-26t06:25:00.000,2023-08-26 06:59:00,35,Shoulder hour flights
u22839,easyjet,active,2023-08-26t06:30:00.000,2023-08-26t06:30:00.000,2023-08-26 06:53:00,24,Shoulder hour flights
x3696,tuifly,active,2023-08-26t06:15:00.000,2023-08-26t07:00:00.000,2023-08-26 06:51:00,37,Shoulder hour flights
fr3560,ryanair,active,2023-08-27t05:55:00.000,2023-08-27t05:55:00.000,2023-08-27 06:05:00,10,Shoulder hour flights
fr8202,ryanair,active,2023-08-27t05:55:00.000,2023-08-27t06:01:00.000,2023-08-27 06:00:00,5,Shoulder hour flights
x36710,tuifly,active,2023-08-27t06:00:00.000,2023-08-27t06:00:00.000,2023-08-27 06:12:00,13,Shoulder hour flights
x36774,tuifly,active,2023-08-27t06:00:00.000,2023-08-27t06:00:00.000,2023-08-27 06:19:00,20,Shoulder hour flights
u22853,easyjet,active,2023-08-27t06:00:00.000,2023-08-27t06:00:00.000,2023-08-27 06:16:00,17,Shoulder hour flights
u22741,easyjet,active,2023-08-27t06:05:00.000,2023-08-27t06:05:00.000,2023-08-27 06:23:00,18,Shoulder hour flights
u22891,easyjet,active,2023-08-27t06:10:00.000,2023-08-27t06:10:00.000,2023-08-27 06:28:00,18,Shoulder hour flights
u22731,easyjet,active,2023-08-27t06:15:00.000,2023-08-27t06:42:00.000,2023-08-27 06:50:00,35,Shoulder hour flights
af5199,air france,active,2023-08-27t06:20:00.000,2023-08-27t06:28:00.000,2023-08-27 06:42:00,23,Shoulder hour flights
az3737,alitalia,active,2023-08-27t06:20:00.000,2023-08-27t06:28:00.000,2023-08-27 06:42:00,23,Shoulder hour flights
dl9422,delta air lines,active,2023-08-27t06:20:00.000,2023-08-27t06:28:00.000,2023-08-27 06:42:00,23,Shoulder hour flights
ey7330,etihad airways,active,2023-08-27t06:20:00.000,2023-08-27t06:28:00.000,2023-08-27 06:42:00,23,Shoulder hour flights
g35535,gol,active,2023-08-27t06:20:00.000,2023-08-27t06:28:00.000,2023-08-27 06:42:00,23,Shoulder hour flights
kq1046,kenya airways,active,2023-08-27t06:20:00.000,2023-08-27t06:28:00.000,2023-08-27 06:42:00,23,Shoulder hour flights
vs6854,virgin atlantic,active,2023-08-27t06:20:00.000,2023-08-27t06:28:00.000,2023-08-27 06:42:00,23,Shoulder hour flights
kl1046,klm,active,2023-08-27t06:20:00.000,2023-08-27t06:28:00.000,2023-08-27 06:42:00,23,Shoulder hour flights
ls1821,jet2,active,2023-08-27t06:30:00.000,2023-08-27t06:30:00.000,2023-08-27 06:52:00,22,Shoulder hour flights
ls1839,jet2,active,2023-08-27t06:30:00.000,2023-08-27t06:55:00.000,2023-08-27 06:55:00,26,Shoulder hour flights
x36770,tuifly,active,2023-08-27t06:30:00.000,2023-08-27t06:30:00.000,2023-08-27 06:48:00,18,Shoulder hour flights
fr4440,ryanair,active,2023-08-28t05:55:00.000,2023-08-28t05:55:00.000,2023-08-28 06:09:00,15,Shoulder hour flights
x36114,tuifly,active,2023-08-28t06:00:00.000,2023-08-28t06:00:00.000,2023-08-28 06:22:00,22,Shoulder hour flights
x36148,tuifly,active,2023-08-28t06:00:00.000,2023-08-28t06:00:00.000,2023-08-28 06:13:00,14,Shoulder hour flights
u22715,easyjet,active,2023-08-28t06:00:00.000,2023-08-28t06:00:00.000,2023-08-28 06:16:00,16,Shoulder hour flights
u22709,easyjet,active,2023-08-28t06:00:00.000,2023-08-28t06:00:00.000,2023-08-28 06:11:00,12,Shoulder hour flights
u22845,easyjet,active,2023-08-28t06:00:00.000,2023-08-28t06:00:00.000,2023-08-28 06:06:00,7,Shoulder hour flights
u22891,easyjet,active,2023-08-28t06:05:00.000,2023-08-28t06:05:00.000,2023-08-28 06:20:00,15,Shoulder hour flights
x36120,tuifly,active,2023-08-28t06:10:00.000,2023-08-28t06:10:00.000,2023-08-28 06:25:00,15,Shoulder hour flights
u2223,easyjet,active,2023-08-28t06:15:00.000,2023-08-28t06:30:00.000,2023-08-28 06:27:00,13,Shoulder hour flights
u22805,easyjet,active,2023-08-28t06:15:00.000,2023-08-28t06:15:00.000,2023-08-28 06:32:00,17,Shoulder hour flights
af5199,air france,active,2023-08-28t06:20:00.000,2023-08-28t06:50:00.000,2023-08-28 06:49:00,30,Shoulder hour flights
az3737,alitalia,active,2023-08-28t06:20:00.000,2023-08-28t06:50:00.000,2023-08-28 06:49:00,30,Shoulder hour flights
dl9422,delta air lines,active,2023-08-28t06:20:00.000,2023-08-28t06:50:00.000,2023-08-28 06:49:00,30,Shoulder hour flights
ey7330,etihad airways,active,2023-08-28t06:20:00.000,2023-08-28t06:50:00.000,2023-08-28 06:49:00,30,Shoulder hour flights
g35535,gol,active,2023-08-28t06:20:00.000,2023-08-28t06:50:00.000,2023-08-28 06:49:00,30,Shoulder hour flights
kq1046,kenya airways,active,2023-08-28t06:20:00.000,2023-08-28t06:50:00.000,2023-08-28 06:49:00,30,Shoulder hour flights
vs6854,virgin atlantic,active,2023-08-28t06:20:00.000,2023-08-28t06:50:00.000,2023-08-28 06:49:00,30,Shoulder hour flights
kl1046,klm,active,2023-08-28t06:20:00.000,2023-08-28t06:50:00.000,2023-08-28 06:49:00,30,Shoulder hour flights
u22801,easyjet,active,2023-08-28t06:20:00.000,2023-08-28t06:20:00.000,2023-08-28 06:42:00,23,Shoulder hour flights
x36150,tuifly,active,2023-08-28t06:30:00.000,2023-08-28t06:30:00.000,2023-08-28 06:47:00,17,Shoulder hour flights
x36118,tuifly,active,2023-08-28t06:40:00.000,2023-08-28t06:46:00.000,2023-08-28 06:52:00,12,Shoulder hour flights
u2237,easyjet,active,2023-08-28t07:00:00.000,2023-08-28t07:00:00.000,2023-08-28 06:59:00,0,Shoulder hour flights
x36212,tuifly,active,2023-08-29t06:00:00.000,2023-08-29t06:00:00.000,2023-08-29 06:10:00,10,Shoulder hour flights
u22709,easyjet,active,2023-08-29t06:00:00.000,2023-08-29t06:00:00.000,2023-08-29 06:12:00,13,Shoulder hour flights
u22733,easyjet,active,2023-08-29t06:10:00.000,2023-08-29t06:10:00.000,2023-08-29 06:22:00,13,Shoulder hour flights
ls1821,jet2,active,2023-08-29t06:15:00.000,2023-08-29t06:15:00.000,2023-08-29 06:26:00,12,Shoulder hour flights
ls1895,jet2,active,2023-08-30t05:55:00.000,2023-08-30t06:30:00.000,2023-08-30 06:37:00,43,Shoulder hour flights
ls1815,jet2,active,2023-08-30t06:00:00.000,2023-08-30t06:00:00.000,2023-08-30 06:26:00,27,Shoulder hour flights
u22715,easyjet,active,2023-08-30t06:00:00.000,2023-08-30t06:35:00.000,2023-08-30 06:31:00,31,Shoulder hour flights
u22709,easyjet,active,2023-08-30t06:00:00.000,2023-08-30t06:01:00.000,2023-08-30 06:12:00,13,Shoulder hour flights
u22815,easyjet,active,2023-08-30t06:00:00.000,2023-08-30t06:00:00.000,2023-08-30 06:08:00,9,Shoulder hour flights
ls1891,jet2,active,2023-08-30t06:10:00.000,2023-08-30t06:10:00.000,2023-08-30 06:28:00,19,Shoulder hour flights
x36376,tuifly,active,2023-08-30t06:10:00.000,2023-08-30t06:10:00.000,2023-08-30 06:33:00,24,Shoulder hour flights
u22893,easyjet,active,2023-08-30t06:10:00.000,2023-08-30t06:10:00.000,2023-08-30 06:35:00,26,Shoulder hour flights
ls1881,jet2,active,2023-08-30t06:15:00.000,2023-08-30t06:15:00.000,2023-08-30 06:45:00,31,Shoulder hour flights
x36348,tuifly,active,2023-08-30t06:15:00.000,2023-08-30t06:30:00.000,2023-08-30 06:40:00,26,Shoulder hour flights
af5199,air france,active,2023-08-30t06:20:00.000,2023-08-30t06:20:00.000,2023-08-30 06:42:00,23,Shoulder hour flights
az3737,alitalia,active,2023-08-30t06:20:00.000,2023-08-30t06:20:00.000,2023-08-30 06:42:00,23,Shoulder hour flights
dl9422,delta air lines,active,2023-08-30t06:20:00.000,2023-08-30t06:20:00.000,2023-08-30 06:42:00,23,Shoulder hour flights
ey7330,etihad airways,active,2023-08-30t06:20:00.000,2023-08-30t06:20:00.000,2023-08-30 06:42:00,23,Shoulder hour flights
g35535,gol,active,2023-08-30t06:20:00.000,2023-08-30t06:20:00.000,2023-08-30 06:42:00,23,Shoulder hour flights
kq1046,kenya airways,active,2023-08-30t06:20:00.000,2023-08-30t06:20:00.000,2023-08-30 06:42:00,23,Shoulder hour flights
vs6854,virgin atlantic,active,2023-08-30t06:20:00.000,2023-08-30t06:20:00.000,2023-08-30 06:42:00,23,Shoulder hour flights
kl1046,klm,active,2023-08-30t06:20:00.000,2023-08-30t06:20:00.000,2023-08-30 06:42:00,23,Shoulder hour flights
ls1817,jet2,active,2023-08-30t06:20:00.000,2023-08-30t06:20:00.000,2023-08-30 06:49:00,30,Shoulder hour flights
x36362,tuifly,active,2023-08-30t06:25:00.000,2023-08-30t06:25:00.000,2023-08-30 06:47:00,23,Shoulder hour flights
fr1361,ryanair,active,2023-08-30t06:40:00.000,2023-08-30t06:40:00.000,2023-08-30 06:57:00,17,Shoulder hour flights
u22719,easyjet,active,2023-08-30t06:45:00.000,2023-08-30t06:50:00.000,2023-08-30 06:51:00,7,Shoulder hour flights
u22807,easyjet,active,2023-08-30t06:45:00.000,2023-08-30t06:45:00.000,2023-08-30 06:54:00,9,Shoulder hour flights
fr505,ryanair,active,2023-08-30t06:50:00.000,2023-08-30t06:50:00.000,2023-08-30 06:59:00,10,Shoulder hour flights
fr505,ryanair,active,2023-08-31t05:55:00.000,2023-08-31t05:55:00.000,2023-08-31 06:02:00,8,Shoulder hour flights
fr4121,ryanair,active,2023-08-31t05:55:00.000,2023-08-31t05:55:00.000,2023-08-31 06:13:00,18,Shoulder hour flights
ls1819,jet2,active,2023-08-31t06:00:00.000,2023-08-31t06:25:00.000,2023-08-31 06:39:00,39,Shoulder hour flights
x36406,tuifly,active,2023-08-31t06:00:00.000,2023-08-31t06:00:00.000,2023-08-31 06:20:00,20,Shoulder hour flights
x36482,tuifly,active,2023-08-31t06:00:00.000,2023-08-31t06:12:00.000,2023-08-31 06:22:00,23,Shoulder hour flights
u22715,easyjet,active,2023-08-31t06:00:00.000,2023-08-31t06:00:00.000,2023-08-31 06:10:00,11,Shoulder hour flights
u22709,easyjet,active,2023-08-31t06:00:00.000,2023-08-31t06:00:00.000,2023-08-31 06:15:00,15,Shoulder hour flights
u22891,easyjet,active,2023-08-31t06:00:00.000,2023-08-31t06:00:00.000,2023-08-31 06:17:00,18,Shoulder hour flights
u22731,easyjet,active,2023-08-31t06:05:00.000,2023-08-31t06:05:00.000,2023-08-31 06:24:00,20,Shoulder hour flights
u22843,easyjet,active,2023-08-31t06:10:00.000,2023-08-31t06:10:00.000,2023-08-31 06:28:00,19,Shoulder hour flights
ls1877,jet2,active,2023-08-31t06:15:00.000,2023-08-31t06:15:00.000,2023-08-31 06:37:00,22,Shoulder hour flights
u22702,easyjet,active,2023-08-31t06:15:00.000,2023-08-31t06:15:00.000,2023-08-31 06:31:00,16,Shoulder hour flights
u22837,easyjet,active,2023-08-31t06:15:00.000,2023-08-31t06:15:00.000,2023-08-31 06:26:00,12,Shoulder hour flights
af5199,air france,active,2023-08-31t06:20:00.000,2023-08-31t06:33:00.000,2023-08-31 06:32:00,13,Shoulder hour flights
az3737,alitalia,active,2023-08-31t06:20:00.000,2023-08-31t06:33:00.000,2023-08-31 06:32:00,13,Shoulder hour flights
dl9422,delta air lines,active,2023-08-31t06:20:00.000,2023-08-31t06:33:00.000,2023-08-31 06:32:00,13,Shoulder hour flights
ey7330,etihad airways,active,2023-08-31t06:20:00.000,2023-08-31t06:33:00.000,2023-08-31 06:32:00,13,Shoulder hour flights
g35535,gol,active,2023-08-31t06:20:00.000,2023-08-31t06:33:00.000,2023-08-31 06:32:00,13,Shoulder hour flights
kq1046,kenya airways,active,2023-08-31t06:20:00.000,2023-08-31t06:33:00.000,2023-08-31 06:32:00,13,Shoulder hour flights
vs6854,virgin atlantic,active,2023-08-31t06:20:00.000,2023-08-31t06:33:00.000,2023-08-31 06:32:00,13,Shoulder hour flights
kl1046,klm,active,2023-08-31t06:20:00.000,2023-08-31t06:33:00.000,2023-08-31 06:32:00,13,Shoulder hour flights
ls1821,jet2,active,2023-08-31t06:25:00.000,2023-08-31t06:25:00.000,2023-08-31 06:35:00,10,Shoulder hour flights
ls1879,jet2,active,2023-08-31t06:45:00.000,2023-08-31t06:45:00.000,2023-08-31 06:49:00,5,Shoulder hour flights
ls1815,jet2,active,2023-09-01t05:40:00.000,2023-09-01t05:55:00.000,2023-09-01 05:56:00,17,Night hour departures
fr505,ryanair,active,2023-09-01t05:55:00.000,2023-09-01t06:10:00.000,2023-09-01 06:00:00,5,Shoulder hour flights
ls1885,jet2,active,2023-09-01t05:55:00.000,2023-09-01t06:10:00.000,2023-09-01 06:22:00,27,Shoulder hour flights
x36512,tuifly,active,2023-09-01t06:00:00.000,2023-09-01t06:00:00.000,2023-09-01 06:27:00,28,Shoulder hour flights
u22709,easyjet,active,2023-09-01t06:00:00.000,2023-09-01t06:00:00.000,2023-09-01 06:10:00,11,Shoulder hour flights
u22715,easyjet,active,2023-09-01t06:00:00.000,2023-09-01t06:00:00.000,2023-09-01 06:12:00,13,Shoulder hour flights
u22845,easyjet,active,2023-09-01t06:00:00.000,2023-09-01t06:00:00.000,2023-09-01 06:15:00,16,Shoulder hour flights
u22731,easyjet,active,2023-09-01t06:05:00.000,2023-09-01t06:05:00.000,2023-09-01 06:24:00,20,Shoulder hour flights
u22805,easyjet,active,2023-09-01t06:10:00.000,2023-09-01t06:10:00.000,2023-09-01 06:41:00,32,Shoulder hour flights
ls1871,jet2,active,2023-09-01t06:15:00.000,2023-09-01t06:15:00.000,2023-09-01 06:29:00,15,Shoulder hour flights
fr4757,ryanair,active,2023-09-01t06:25:00.000,2023-09-01t06:25:00.000,2023-09-01 06:48:00,23,Shoulder hour flights
ls1805,jet2,active,2023-09-01t06:25:00.000,2023-09-01t06:40:00.000,2023-09-01 06:44:00,20,Shoulder hour flights
x36558,tuifly,active,2023-09-01t06:35:00.000,2023-09-01t06:50:00.000,2023-09-01 06:59:00,25,Shoulder hour flights
fr1941,ryanair,active,2023-09-01t06:40:00.000,2023-09-01t06:40:00.000,2023-09-01 06:54:00,15,Shoulder hour flights
x36680,tuifly,active,2023-09-02t06:00:00.000,2023-09-02t06:00:00.000,2023-09-02 06:17:00,17,Shoulder hour flights
u22715,easyjet,active,2023-09-02t06:00:00.000,2023-09-02t06:00:00.000,2023-09-02 06:15:00,15,Shoulder hour flights
ls1829,jet2,active,2023-09-02t06:05:00.000,2023-09-02t06:05:00.000,2023-09-02 06:08:00,4,Shoulder hour flights
ls1827,jet2,active,2023-09-02t06:05:00.000,2023-09-02t06:05:00.000,2023-09-02 06:05:00,0,Shoulder hour flights
u22837,easyjet,active,2023-09-02t06:05:00.000,2023-09-02t06:05:00.000,2023-09-02 06:23:00,19,Shoulder hour flights
u22721,easyjet,active,2023-09-02t06:10:00.000,2023-09-02t06:10:00.000,2023-09-02 06:26:00,16,Shoulder hour flights
u22731,easyjet,active,2023-09-02t06:10:00.000,2023-09-02t06:58:00.000,2023-09-02 06:46:00,36,Shoulder hour flights
ls1821,jet2,active,2023-09-02t06:15:00.000,2023-09-02t06:15:00.000,2023-09-02 06:31:00,16,Shoulder hour flights
u22702,easyjet,active,2023-09-02t06:15:00.000,2023-09-02t06:15:00.000,2023-09-02 06:36:00,22,Shoulder hour flights
af5199,air france,active,2023-09-02t06:20:00.000,2023-09-02t06:45:00.000,2023-09-02 06:48:00,28,Shoulder hour flights
az3737,alitalia,active,2023-09-02t06:20:00.000,2023-09-02t06:45:00.000,2023-09-02 06:48:00,28,Shoulder hour flights
dl9422,delta air lines,active,2023-09-02t06:20:00.000,2023-09-02t06:45:00.000,2023-09-02 06:48:00,28,Shoulder hour flights
ey7330,etihad airways,active,2023-09-02t06:20:00.000,2023-09-02t06:45:00.000,2023-09-02 06:48:00,28,Shoulder hour flights
g35535,gol,active,2023-09-02t06:20:00.000,2023-09-02t06:45:00.000,2023-09-02 06:48:00,28,Shoulder hour flights
kq1046,kenya airways,active,2023-09-02t06:20:00.000,2023-09-02t06:45:00.000,2023-09-02 06:48:00,28,Shoulder hour flights
vs6854,virgin atlantic,active,2023-09-02t06:20:00.000,2023-09-02t06:45:00.000,2023-09-02 06:48:00,28,Shoulder hour flights
kl1046,klm,active,2023-09-02t06:20:00.000,2023-09-02t06:45:00.000,2023-09-02 06:48:00,28,Shoulder hour flights
u22733,easyjet,active,2023-09-02t06:20:00.000,2023-09-02t06:20:00.000,2023-09-02 06:43:00,24,Shoulder hour flights
fr505,ryanair,active,2023-09-02t06:25:00.000,2023-09-02t06:25:00.000,2023-09-02 06:33:00,9,Shoulder hour flights
u22877,easyjet,active,2023-09-02t06:25:00.000,2023-09-02t06:38:00.000,2023-09-02 06:56:00,32,Shoulder hour flights
u22839,easyjet,active,2023-09-02t06:30:00.000,2023-09-02t06:45:00.000,2023-09-02 06:59:00,29,Shoulder hour flights
u22883,easyjet,active,2023-09-02t06:30:00.000,2023-09-02t06:45:00.000,2023-09-02 06:54:00,25,Shoulder hour flights
