flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_delay,time_category
fr505,ryanair,active,2023-05-18t05:55:00.000,2023-05-18t05:55:00.000,2023-05-18 06:00:00,6,brs,dub,Shoulder hour flights
fr4121,ryanair,active,2023-05-18t05:55:00.000,2023-05-18t05:55:00.000,2023-05-18 06:11:00,16,brs,agp,Shoulder hour flights
x3466,tuifly,active,2023-05-18t06:00:00.000,2023-05-18t06:00:00.000,2023-05-18 06:38:00,39,brs,ayt,Shoulder hour flights
x36406,tuifly,active,2023-05-18t06:00:00.000,2023-05-18t06:00:00.000,2023-05-18 06:03:00,4,brs,mla,Shoulder hour flights
x36482,tuifly,active,2023-05-18t06:00:00.000,2023-05-18t06:00:00.000,2023-05-18 06:15:00,16,brs,efl,Shoulder hour flights
u22709,easyjet,active,2023-05-18t06:00:00.000,2023-05-18t06:00:00.000,2023-05-18 06:17:00,18,brs,pmi,Shoulder hour flights
u22715,easyjet,active,2023-05-18t06:00:00.000,2023-05-18t06:00:00.000,2023-05-18 06:08:00,8,brs,agp,Shoulder hour flights
u22891,easyjet,active,2023-05-18t06:00:00.000,2023-05-18t06:00:00.000,2023-05-18 06:21:00,22,brs,spu,Shoulder hour flights
u22731,easyjet,active,2023-05-18t06:05:00.000,2023-05-18t06:05:00.000,2023-05-18 06:20:00,15,brs,tfs,Shoulder hour flights
u22843,easyjet,active,2023-05-18t06:10:00.000,2023-05-18t06:10:00.000,2023-05-18 06:26:00,17,brs,nap,Shoulder hour flights
ls1877,jet2,active,2023-05-18t06:15:00.000,2023-05-18t06:15:00.000,2023-05-18 06:29:00,14,brs,mla,Shoulder hour flights
u22702,easyjet,active,2023-05-18t06:15:00.000,2023-05-18t06:15:00.000,2023-05-18 06:24:00,9,brs,rmu,Shoulder hour flights
u22837,easyjet,active,2023-05-18t06:15:00.000,2023-05-18t06:15:00.000,2023-05-18 06:35:00,20,brs,fco,Shoulder hour flights
af5199,air france,active,2023-05-18t06:20:00.000,2023-05-18t06:20:00.000,2023-05-18 06:32:00,12,brs,ams,Shoulder hour flights
az3737,alitalia,active,2023-05-18t06:20:00.000,2023-05-18t06:20:00.000,2023-05-18 06:32:00,12,brs,ams,Shoulder hour flights
dl9422,delta air lines,active,2023-05-18t06:20:00.000,2023-05-18t06:20:00.000,2023-05-18 06:32:00,12,brs,ams,Shoulder hour flights
ey7330,etihad airways,active,2023-05-18t06:20:00.000,2023-05-18t06:20:00.000,2023-05-18 06:32:00,12,brs,ams,Shoulder hour flights
g35535,gol,active,2023-05-18t06:20:00.000,2023-05-18t06:20:00.000,2023-05-18 06:32:00,12,brs,ams,Shoulder hour flights
kq1046,kenya airways,active,2023-05-18t06:20:00.000,2023-05-18t06:20:00.000,2023-05-18 06:32:00,12,brs,ams,Shoulder hour flights
vs6854,virgin atlantic,active,2023-05-18t06:20:00.000,2023-05-18t06:20:00.000,2023-05-18 06:32:00,12,brs,ams,Shoulder hour flights
kl1046,klm,active,2023-05-18t06:20:00.000,2023-05-18t06:20:00.000,2023-05-18 06:32:00,12,brs,ams,Shoulder hour flights
ls1897,jet2,active,2023-05-18t06:25:00.000,2023-05-18t06:25:00.000,2023-05-18 06:41:00,17,brs,zth,Shoulder hour flights
u22939,easyjet,active,2023-05-18t06:35:00.000,2023-05-18t07:03:00.000,2023-05-18 06:58:00,23,brs,gib,Shoulder hour flights
ls1879,jet2,active,2023-05-18t06:45:00.000,2023-05-18t06:45:00.000,2023-05-18 06:55:00,11,brs,reu,Shoulder hour flights
fr505,ryanair,active,2023-05-19t05:55:00.000,2023-05-19t05:55:00.000,2023-05-19 06:00:00,5,brs,dub,Shoulder hour flights
ls1885,jet2,active,2023-05-19t05:55:00.000,2023-05-19t05:55:00.000,2023-05-19 06:02:00,7,brs,skg,Shoulder hour flights
u22709,easyjet,active,2023-05-19t06:00:00.000,2023-05-19t06:00:00.000,2023-05-19 06:12:00,13,brs,pmi,Shoulder hour flights
u22715,easyjet,active,2023-05-19t06:00:00.000,2023-05-19t06:00:00.000,2023-05-19 06:10:00,10,brs,agp,Shoulder hour flights
u22845,easyjet,active,2023-05-19t06:00:00.000,2023-05-19t06:00:00.000,2023-05-19 06:08:00,8,brs,cta,Shoulder hour flights
u22731,easyjet,active,2023-05-19t06:05:00.000,2023-05-19t06:05:00.000,2023-05-19 06:14:00,10,brs,tfs,Shoulder hour flights
x36524,tuifly,active,2023-05-19t06:10:00.000,2023-05-19t06:50:00.000,2023-05-19 06:59:00,50,brs,cfu,Shoulder hour flights
u22805,easyjet,active,2023-05-19t06:10:00.000,2023-05-19t06:10:00.000,2023-05-19 06:28:00,18,brs,kgs,Shoulder hour flights
ls1871,jet2,active,2023-05-19t06:15:00.000,2023-05-19t06:15:00.000,2023-05-19 06:26:00,11,brs,pmi,Shoulder hour flights
af5199,air france,active,2023-05-19t06:20:00.000,2023-05-19t06:20:00.000,2023-05-19 06:21:00,2,brs,ams,Shoulder hour flights
az3737,alitalia,active,2023-05-19t06:20:00.000,2023-05-19t06:20:00.000,2023-05-19 06:21:00,2,brs,ams,Shoulder hour flights
dl9422,delta air lines,active,2023-05-19t06:20:00.000,2023-05-19t06:20:00.000,2023-05-19 06:21:00,2,brs,ams,Shoulder hour flights
ey7330,etihad airways,active,2023-05-19t06:20:00.000,2023-05-19t06:20:00.000,2023-05-19 06:21:00,2,brs,ams,Shoulder hour flights
g35535,gol,active,2023-05-19t06:20:00.000,2023-05-19t06:20:00.000,2023-05-19 06:21:00,2,brs,ams,Shoulder hour flights
kq1046,kenya airways,active,2023-05-19t06:20:00.000,2023-05-19t06:20:00.000,2023-05-19 06:21:00,2,brs,ams,Shoulder hour flights
vs6854,virgin atlantic,active,2023-05-19t06:20:00.000,2023-05-19t06:20:00.000,2023-05-19 06:21:00,2,brs,ams,Shoulder hour flights
kl1046,klm,active,2023-05-19t06:20:00.000,2023-05-19t06:20:00.000,2023-05-19 06:21:00,2,brs,ams,Shoulder hour flights
ls1805,jet2,active,2023-05-19t06:25:00.000,2023-05-19t06:45:00.000,2023-05-19 06:54:00,30,brs,alc,Shoulder hour flights
x36558,tuifly,active,2023-05-19t06:35:00.000,2023-05-19t06:35:00.000,2023-05-19 06:40:00,6,brs,jsi,Shoulder hour flights
fr1941,ryanair,active,2023-05-19t06:40:00.000,2023-05-19t06:40:00.000,2023-05-19 06:56:00,17,brs,wmi,Shoulder hour flights
u22715,easyjet,active,2023-05-20t06:00:00.000,2023-05-20t06:00:00.000,2023-05-20 06:42:00,43,brs,agp,Shoulder hour flights
x36672,tuifly,active,2023-05-20t06:05:00.000,2023-05-20t06:05:00.000,2023-05-20 06:09:00,4,brs,reu,Shoulder hour flights
u22721,easyjet,active,2023-05-20t06:10:00.000,2023-05-20t06:10:00.000,2023-05-20 06:19:00,9,brs,alc,Shoulder hour flights
u22731,easyjet,active,2023-05-20t06:10:00.000,2023-05-20t06:10:00.000,2023-05-20 06:38:00,29,brs,tfs,Shoulder hour flights
u22921,easyjet,active,2023-05-20t06:10:00.000,2023-05-20t06:10:00.000,2023-05-20 06:29:00,20,brs,ams,Shoulder hour flights
ls1821,jet2,active,2023-05-20t06:15:00.000,2023-05-20t06:15:00.000,2023-05-20 06:26:00,12,brs,fao,Shoulder hour flights
u22702,easyjet,active,2023-05-20t06:15:00.000,2023-05-20t06:15:00.000,2023-05-20 06:45:00,30,brs,rmu,Shoulder hour flights
x36680,tuifly,active,2023-05-20t06:20:00.000,2023-05-20t06:00:00.000,2023-05-20 06:14:00,0,brs,mah,Shoulder hour flights
fr505,ryanair,active,2023-05-20t06:25:00.000,2023-05-20t06:25:00.000,2023-05-20 06:40:00,16,brs,dub,Shoulder hour flights
u22877,easyjet,active,2023-05-20t06:25:00.000,2023-05-20t06:25:00.000,2023-05-20 06:47:00,22,brs,fnc,Shoulder hour flights
ls1805,jet2,active,2023-05-20t06:55:00.000,2023-05-20t06:55:00.000,2023-05-20 06:59:00,5,brs,alc,Shoulder hour flights
x3696,tuifly,active,2023-05-20t06:15:00.000,2023-05-20t06:25:00.000,2023-05-20 06:33:00,18,brs,ibz,Shoulder hour flights
fr8202,ryanair,active,2023-05-21t05:55:00.000,2023-05-21t05:55:00.000,2023-05-21 06:14:00,19,brs,noc,Shoulder hour flights
u22815,easyjet,active,2023-05-21t06:00:00.000,2023-05-21t06:00:00.000,2023-05-21 06:16:00,16,brs,pvk,Shoulder hour flights
u22853,easyjet,active,2023-05-21t06:00:00.000,2023-05-21t06:00:00.000,2023-05-21 06:18:00,18,brs,bjv,Shoulder hour flights
u22891,easyjet,active,2023-05-21t06:10:00.000,2023-05-21t06:10:00.000,2023-05-21 06:29:00,20,brs,spu,Shoulder hour flights
u22939,easyjet,active,2023-05-21t06:10:00.000,2023-05-21t06:24:00.000,2023-05-21 06:34:00,24,brs,gib,Shoulder hour flights
ls1815,jet2,active,2023-05-21t06:15:00.000,2023-05-21t06:15:00.000,2023-05-21 06:38:00,24,brs,cfu,Shoulder hour flights
ls1871,jet2,active,2023-05-21t06:15:00.000,2023-05-21t06:15:00.000,2023-05-21 06:21:00,7,brs,pmi,Shoulder hour flights
u22702,easyjet,active,2023-05-21t06:15:00.000,2023-05-21t06:15:00.000,2023-05-21 06:36:00,22,brs,rmu,Shoulder hour flights
u22715,easyjet,active,2023-05-21t06:15:00.000,2023-05-21t06:15:00.000,2023-05-21 06:58:00,43,brs,agp,Shoulder hour flights
u22731,easyjet,active,2023-05-21t06:15:00.000,2023-05-21t06:15:00.000,2023-05-21 06:40:00,26,brs,tfs,Shoulder hour flights
af5199,air france,active,2023-05-21t06:20:00.000,2023-05-21t06:28:00.000,2023-05-21 06:25:00,6,brs,ams,Shoulder hour flights
az3737,alitalia,active,2023-05-21t06:20:00.000,2023-05-21t06:28:00.000,2023-05-21 06:25:00,6,brs,ams,Shoulder hour flights
dl9422,delta air lines,active,2023-05-21t06:20:00.000,2023-05-21t06:28:00.000,2023-05-21 06:25:00,6,brs,ams,Shoulder hour flights
ey7330,etihad airways,active,2023-05-21t06:20:00.000,2023-05-21t06:28:00.000,2023-05-21 06:25:00,6,brs,ams,Shoulder hour flights
g35535,gol,active,2023-05-21t06:20:00.000,2023-05-21t06:28:00.000,2023-05-21 06:25:00,6,brs,ams,Shoulder hour flights
kq1046,kenya airways,active,2023-05-21t06:20:00.000,2023-05-21t06:28:00.000,2023-05-21 06:25:00,6,brs,ams,Shoulder hour flights
vs6854,virgin atlantic,active,2023-05-21t06:20:00.000,2023-05-21t06:28:00.000,2023-05-21 06:25:00,6,brs,ams,Shoulder hour flights
kl1046,klm,active,2023-05-21t06:20:00.000,2023-05-21t06:28:00.000,2023-05-21 06:25:00,6,brs,ams,Shoulder hour flights
ls1839,jet2,active,2023-05-21t06:30:00.000,2023-05-21t06:40:00.000,2023-05-21 06:44:00,15,brs,jsi,Shoulder hour flights
x36770,tuifly,active,2023-05-21t06:30:00.000,2023-05-21t06:30:00.000,2023-05-21 06:48:00,18,brs,efl,Shoulder hour flights
u22841,easyjet,active,2023-05-21t06:35:00.000,2023-05-21t06:35:00.000,2023-05-21 06:50:00,15,brs,mxp,Shoulder hour flights
x3736,tuifly,active,2023-05-21t06:00:00.000,2023-05-21t06:10:00.000,2023-05-21 06:10:00,10,brs,pmi,Shoulder hour flights
fr4440,ryanair,active,2023-05-22t05:55:00.000,2023-05-22t05:55:00.000,2023-05-22 06:00:00,5,brs,vlc,Shoulder hour flights
x36114,tuifly,active,2023-05-22t06:00:00.000,2023-05-22t06:10:00.000,2023-05-22 06:13:00,14,brs,lpa,Shoulder hour flights
x36148,tuifly,active,2023-05-22t06:00:00.000,2023-05-22t06:10:00.000,2023-05-22 06:16:00,17,brs,nap,Shoulder hour flights
u22709,easyjet,active,2023-05-22t06:00:00.000,2023-05-22t06:14:00.000,2023-05-22 06:38:00,39,brs,pmi,Shoulder hour flights
u22715,easyjet,active,2023-05-22t06:00:00.000,2023-05-22t06:00:00.000,2023-05-22 06:06:00,6,brs,agp,Shoulder hour flights
u22891,easyjet,active,2023-05-22t06:05:00.000,2023-05-22t06:10:00.000,2023-05-22 06:27:00,22,brs,spu,Shoulder hour flights
x36120,tuifly,active,2023-05-22t06:10:00.000,2023-05-22t06:20:00.000,2023-05-22 06:29:00,20,brs,cfu,Shoulder hour flights
u22805,easyjet,active,2023-05-22t06:10:00.000,2023-05-22t06:25:00.000,2023-05-22 06:54:00,44,brs,kgs,Shoulder hour flights
u2223,easyjet,active,2023-05-22t06:15:00.000,2023-05-22t06:06:00.000,2023-05-22 06:19:00,4,brs,bfs,Shoulder hour flights
af5199,air france,active,2023-05-22t06:20:00.000,2023-05-22t06:30:00.000,2023-05-22 06:32:00,12,brs,ams,Shoulder hour flights
az3737,alitalia,active,2023-05-22t06:20:00.000,2023-05-22t06:30:00.000,2023-05-22 06:32:00,12,brs,ams,Shoulder hour flights
dl9422,delta air lines,active,2023-05-22t06:20:00.000,2023-05-22t06:30:00.000,2023-05-22 06:32:00,12,brs,ams,Shoulder hour flights
ey7330,etihad airways,active,2023-05-22t06:20:00.000,2023-05-22t06:30:00.000,2023-05-22 06:32:00,12,brs,ams,Shoulder hour flights
g35535,gol,active,2023-05-22t06:20:00.000,2023-05-22t06:30:00.000,2023-05-22 06:32:00,12,brs,ams,Shoulder hour flights
kq1046,kenya airways,active,2023-05-22t06:20:00.000,2023-05-22t06:30:00.000,2023-05-22 06:32:00,12,brs,ams,Shoulder hour flights
vs6854,virgin atlantic,active,2023-05-22t06:20:00.000,2023-05-22t06:30:00.000,2023-05-22 06:32:00,12,brs,ams,Shoulder hour flights
kl1046,klm,active,2023-05-22t06:20:00.000,2023-05-22t06:30:00.000,2023-05-22 06:32:00,12,brs,ams,Shoulder hour flights
u22801,easyjet,active,2023-05-22t06:25:00.000,2023-05-22t06:25:00.000,2023-05-22 06:57:00,32,brs,rho,Shoulder hour flights
ls1805,jet2,active,2023-05-22t06:40:00.000,2023-05-22t06:52:00.000,2023-05-22 06:46:00,7,brs,alc,Shoulder hour flights
ls1879,jet2,active,2023-05-22t06:45:00.000,2023-05-22t06:55:00.000,2023-05-22 06:52:00,7,brs,reu,Shoulder hour flights
x36212,tuifly,active,2023-05-23t06:00:00.000,2023-05-23t06:00:00.000,2023-05-23 06:16:00,16,brs,jtr,Shoulder hour flights
x36254,tuifly,active,2023-05-23t06:00:00.000,2023-05-23t06:00:00.000,2023-05-23 06:09:00,10,brs,kgs,Shoulder hour flights
u22715,easyjet,active,2023-05-23t06:00:00.000,2023-05-23t06:34:00.000,2023-05-23 06:46:00,47,brs,agp,Shoulder hour flights
u22709,easyjet,active,2023-05-23t06:00:00.000,2023-05-23t06:14:00.000,2023-05-23 06:20:00,21,brs,pmi,Shoulder hour flights
ls1891,jet2,active,2023-05-23t06:05:00.000,2023-05-23t06:05:00.000,2023-05-23 06:11:00,7,brs,tfs,Shoulder hour flights
x36272,tuifly,active,2023-05-23t06:05:00.000,2023-05-23t06:15:00.000,2023-05-23 06:48:00,44,brs,pmi,Shoulder hour flights
u22765,easyjet,active,2023-05-23t06:10:00.000,2023-05-23t06:10:00.000,2023-05-23 06:32:00,23,brs,nce,Shoulder hour flights
u22733,easyjet,active,2023-05-23t06:10:00.000,2023-05-23t06:10:00.000,2023-05-23 06:37:00,28,brs,ace,Shoulder hour flights
u22891,easyjet,active,2023-05-23t06:10:00.000,2023-05-23t06:10:00.000,2023-05-23 06:28:00,19,brs,spu,Shoulder hour flights
fr505,ryanair,active,2023-05-23t06:15:00.000,2023-05-23t06:15:00.000,2023-05-23 06:18:00,3,brs,dub,Shoulder hour flights
u22731,easyjet,active,2023-05-23t06:15:00.000,2023-05-23t06:30:00.000,2023-05-23 06:41:00,27,brs,tfs,Shoulder hour flights
u22837,easyjet,active,2023-05-23t06:15:00.000,2023-05-23t06:15:00.000,2023-05-23 06:24:00,10,brs,fco,Shoulder hour flights
u22843,easyjet,active,2023-05-23t06:15:00.000,2023-05-23t06:15:00.000,2023-05-23 06:39:00,25,brs,nap,Shoulder hour flights
ls1817,jet2,active,2023-05-23t06:30:00.000,2023-05-23t06:30:00.000,2023-05-23 06:44:00,15,brs,dlm,Shoulder hour flights
x36230,tuifly,active,2023-05-23t06:35:00.000,2023-05-23t06:35:00.000,2023-05-23 06:51:00,17,brs,jsi,Shoulder hour flights
ls1895,jet2,active,2023-05-24t05:55:00.000,2023-05-24t06:00:00.000,2023-05-24 06:01:00,7,brs,vrn,Shoulder hour flights
ls1815,jet2,active,2023-05-24t06:00:00.000,2023-05-24t06:00:00.000,2023-05-24 06:08:00,8,brs,cfu,Shoulder hour flights
u22709,easyjet,active,2023-05-24t06:00:00.000,2023-05-24t06:00:00.000,2023-05-24 06:23:00,24,brs,pmi,Shoulder hour flights
u22715,easyjet,active,2023-05-24t06:00:00.000,2023-05-24t06:00:00.000,2023-05-24 06:14:00,14,brs,agp,Shoulder hour flights
u22815,easyjet,active,2023-05-24t06:00:00.000,2023-05-24t06:00:00.000,2023-05-24 06:16:00,16,brs,pvk,Shoulder hour flights
u22731,easyjet,active,2023-05-24t06:05:00.000,2023-05-24t06:05:00.000,2023-05-24 06:18:00,13,brs,tfs,Shoulder hour flights
x36376,tuifly,active,2023-05-24t06:10:00.000,2023-05-24t06:10:00.000,2023-05-24 06:20:00,10,brs,rho,Shoulder hour flights
u22893,easyjet,active,2023-05-24t06:10:00.000,2023-05-24t06:10:00.000,2023-05-24 06:26:00,17,brs,dbv,Shoulder hour flights
x36348,tuifly,active,2023-05-24t06:15:00.000,2023-05-24t06:15:00.000,2023-05-24 06:29:00,14,brs,mah,Shoulder hour flights
af5199,air france,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,brs,ams,Shoulder hour flights
az3737,alitalia,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,brs,ams,Shoulder hour flights
dl9422,delta air lines,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,brs,ams,Shoulder hour flights
ey7330,etihad airways,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,brs,ams,Shoulder hour flights
g35535,gol,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,brs,ams,Shoulder hour flights
kq1046,kenya airways,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,brs,ams,Shoulder hour flights
vs6854,virgin atlantic,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,brs,ams,Shoulder hour flights
kl1046,klm,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,brs,ams,Shoulder hour flights
u22811,easyjet,active,2023-05-24t06:25:00.000,2023-05-24t06:59:00.000,2023-05-24 06:51:00,27,brs,cfu,Shoulder hour flights
fr505,ryanair,active,2023-05-24t06:50:00.000,2023-05-24t07:05:00.000,2023-05-24 06:58:00,9,brs,dub,Shoulder hour flights
u2237,easyjet,active,2023-05-24t06:55:00.000,2023-05-24t06:55:00.000,2023-05-24 06:56:00,2,brs,ncl,Shoulder hour flights
fr505,ryanair,active,2023-05-25t05:55:00.000,2023-05-25t05:55:00.000,2023-05-25 06:00:00,5,brs,dub,Shoulder hour flights
fr4121,ryanair,active,2023-05-25t05:55:00.000,2023-05-25t05:55:00.000,2023-05-25 06:02:00,8,brs,agp,Shoulder hour flights
ls1819,jet2,active,2023-05-25t06:00:00.000,2023-05-25t06:00:00.000,2023-05-25 06:17:00,17,brs,efl,Shoulder hour flights
x36406,tuifly,active,2023-05-25t06:00:00.000,2023-05-25t06:05:00.000,2023-05-25 06:06:00,7,brs,mla,Shoulder hour flights
x36482,tuifly,active,2023-05-25t06:00:00.000,2023-05-25t06:07:00.000,2023-05-25 06:13:00,13,brs,efl,Shoulder hour flights
u22709,easyjet,active,2023-05-25t06:00:00.000,2023-05-25t06:13:00.000,2023-05-25 06:22:00,23,brs,pmi,Shoulder hour flights
u22715,easyjet,active,2023-05-25t06:00:00.000,2023-05-25t06:00:00.000,2023-05-25 06:19:00,20,brs,agp,Shoulder hour flights
u22891,easyjet,active,2023-05-25t06:00:00.000,2023-05-25t06:12:00.000,2023-05-25 06:32:00,32,brs,spu,Shoulder hour flights
u22731,easyjet,active,2023-05-25t06:05:00.000,2023-05-25t06:05:00.000,2023-05-25 06:34:00,29,brs,tfs,Shoulder hour flights
u22843,easyjet,active,2023-05-25t06:10:00.000,2023-05-25t06:11:00.000,2023-05-25 06:36:00,26,brs,nap,Shoulder hour flights
ls1877,jet2,active,2023-05-25t06:15:00.000,2023-05-25t06:15:00.000,2023-05-25 06:25:00,11,brs,mla,Shoulder hour flights
u22702,easyjet,active,2023-05-25t06:15:00.000,2023-05-25t06:15:00.000,2023-05-25 06:47:00,32,brs,rmu,Shoulder hour flights
u22837,easyjet,active,2023-05-25t06:15:00.000,2023-05-25t06:27:00.000,2023-05-25 06:39:00,25,brs,fco,Shoulder hour flights
af5199,air france,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,brs,ams,Shoulder hour flights
az3737,alitalia,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,brs,ams,Shoulder hour flights
dl9422,delta air lines,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,brs,ams,Shoulder hour flights
ey7330,etihad airways,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,brs,ams,Shoulder hour flights
g35535,gol,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,brs,ams,Shoulder hour flights
kq1046,kenya airways,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,brs,ams,Shoulder hour flights
vs6854,virgin atlantic,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,brs,ams,Shoulder hour flights
kl1046,klm,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,brs,ams,Shoulder hour flights
ls1821,jet2,active,2023-05-25t06:25:00.000,2023-05-25t06:35:00.000,2023-05-25 06:45:00,20,brs,fao,Shoulder hour flights
ls1897,jet2,active,2023-05-25t06:25:00.000,2023-05-25t06:35:00.000,2023-05-25 06:52:00,28,brs,zth,Shoulder hour flights
ls1815,jet2,active,2023-05-26t05:40:00.000,2023-05-26t05:40:00.000,2023-05-26 05:43:00,3,brs,cfu,Night hour departures
fr505,ryanair,active,2023-05-26t05:55:00.000,2023-05-26t05:55:00.000,2023-05-26 06:17:00,22,brs,dub,Shoulder hour flights
ls1885,jet2,active,2023-05-26t05:55:00.000,2023-05-26t05:43:00.000,2023-05-26 06:07:00,12,brs,skg,Shoulder hour flights
x36512,tuifly,active,2023-05-26t06:00:00.000,2023-05-26t06:00:00.000,2023-05-26 06:10:00,10,brs,boj,Shoulder hour flights
u22709,easyjet,active,2023-05-26t06:00:00.000,2023-05-26t06:00:00.000,2023-05-26 06:19:00,19,brs,pmi,Shoulder hour flights
u22715,easyjet,active,2023-05-26t06:00:00.000,2023-05-26t06:00:00.000,2023-05-26 06:12:00,13,brs,agp,Shoulder hour flights
u22845,easyjet,active,2023-05-26t06:00:00.000,2023-05-26t06:00:00.000,2023-05-26 06:14:00,15,brs,cta,Shoulder hour flights
u22731,easyjet,active,2023-05-26t06:05:00.000,2023-05-26t06:05:00.000,2023-05-26 06:33:00,29,brs,tfs,Shoulder hour flights
u22805,easyjet,active,2023-05-26t06:10:00.000,2023-05-26t06:22:00.000,2023-05-26 06:24:00,15,brs,kgs,Shoulder hour flights
ls1871,jet2,active,2023-05-26t06:15:00.000,2023-05-26t06:15:00.000,2023-05-26 06:21:00,6,brs,pmi,Shoulder hour flights
af5199,air france,active,2023-05-26t06:20:00.000,2023-05-26t06:27:00.000,2023-05-26 06:52:00,33,brs,ams,Shoulder hour flights
az3737,alitalia,active,2023-05-26t06:20:00.000,2023-05-26t06:27:00.000,2023-05-26 06:52:00,33,brs,ams,Shoulder hour flights
dl9422,delta air lines,active,2023-05-26t06:20:00.000,2023-05-26t06:27:00.000,2023-05-26 06:52:00,33,brs,ams,Shoulder hour flights
ey7330,etihad airways,active,2023-05-26t06:20:00.000,2023-05-26t06:27:00.000,2023-05-26 06:52:00,33,brs,ams,Shoulder hour flights
g35535,gol,active,2023-05-26t06:20:00.000,2023-05-26t06:27:00.000,2023-05-26 06:52:00,33,brs,ams,Shoulder hour flights
kq1046,kenya airways,active,2023-05-26t06:20:00.000,2023-05-26t06:27:00.000,2023-05-26 06:52:00,33,brs,ams,Shoulder hour flights
vs6854,virgin atlantic,active,2023-05-26t06:20:00.000,2023-05-26t06:27:00.000,2023-05-26 06:52:00,33,brs,ams,Shoulder hour flights
kl1046,klm,active,2023-05-26t06:20:00.000,2023-05-26t06:27:00.000,2023-05-26 06:52:00,33,brs,ams,Shoulder hour flights
ls1805,jet2,active,2023-05-26t06:25:00.000,2023-05-26t06:35:00.000,2023-05-26 06:40:00,15,brs,alc,Shoulder hour flights
x36558,tuifly,active,2023-05-26t06:35:00.000,2023-05-26t06:36:00.000,2023-05-26 06:58:00,23,brs,jsi,Shoulder hour flights
fr1941,ryanair,active,2023-05-26t06:40:00.000,2023-05-26t06:42:00.000,2023-05-26 06:50:00,11,brs,wmi,Shoulder hour flights
x36534,tuifly,active,2023-05-26t06:40:00.000,2023-05-26t06:40:00.000,2023-05-26 06:55:00,16,brs,pmi,Shoulder hour flights
u22837,easyjet,active,2023-05-27t05:55:00.000,2023-05-27t06:05:00.000,2023-05-27 06:20:00,26,brs,fco,Shoulder hour flights
u22715,easyjet,active,2023-05-27t06:00:00.000,2023-05-27t06:14:00.000,2023-05-27 06:22:00,23,brs,agp,Shoulder hour flights
ls1827,jet2,active,2023-05-27t06:05:00.000,2023-05-27t06:15:00.000,2023-05-27 06:25:00,20,brs,fue,Shoulder hour flights
ls1829,jet2,active,2023-05-27t06:05:00.000,2023-05-27t06:15:00.000,2023-05-27 06:16:00,12,brs,gro,Shoulder hour flights
x36672,tuifly,active,2023-05-27t06:05:00.000,2023-05-27t06:15:00.000,2023-05-27 06:27:00,23,brs,reu,Shoulder hour flights
u22721,easyjet,active,2023-05-27t06:10:00.000,2023-05-27t06:15:00.000,2023-05-27 06:30:00,20,brs,alc,Shoulder hour flights
u22731,easyjet,active,2023-05-27t06:10:00.000,2023-05-27t06:10:00.000,2023-05-27 06:32:00,22,brs,tfs,Shoulder hour flights
u22921,easyjet,active,2023-05-27t06:10:00.000,2023-05-27t06:24:00.000,2023-05-27 06:37:00,27,brs,ams,Shoulder hour flights
ls1821,jet2,active,2023-05-27t06:15:00.000,2023-05-27t06:25:00.000,2023-05-27 06:34:00,20,brs,fao,Shoulder hour flights
af5199,air france,active,2023-05-27t06:20:00.000,2023-05-27t06:30:00.000,2023-05-27 06:43:00,23,brs,ams,Shoulder hour flights
az3737,alitalia,active,2023-05-27t06:20:00.000,2023-05-27t06:30:00.000,2023-05-27 06:43:00,23,brs,ams,Shoulder hour flights
dl9422,delta air lines,active,2023-05-27t06:20:00.000,2023-05-27t06:30:00.000,2023-05-27 06:43:00,23,brs,ams,Shoulder hour flights
ey7330,etihad airways,active,2023-05-27t06:20:00.000,2023-05-27t06:30:00.000,2023-05-27 06:43:00,23,brs,ams,Shoulder hour flights
g35535,gol,active,2023-05-27t06:20:00.000,2023-05-27t06:30:00.000,2023-05-27 06:43:00,23,brs,ams,Shoulder hour flights
