flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
FR4133,RYR2NQ,SP-RSG,B738,EGGD/BRS,LHBP/BUD,0,13,2024-11-11 18:14:59 UTC,Day flight,RYS
U2246,EZY154N,G-UZHA,A20N,EGPE/INV,EGGD/BRS,0,13,2024-11-11 18:14:59 UTC,Day flight,EZY
U22705,EZY78GM,G-EZWI,A320,EGGD/BRS,LEBL/BCN,0,0,2024-11-11 18:14:58 UTC,Day flight,EZY
U23839,EJU37PW,OE-LQT,A319,LIMC/MXP,EGGD/BRS,8375,296,2024-11-11 18:14:57 UTC,Day flight,EJU
LS1892,EXS92F,G-JZBL,B738,GCTS/TFS,EGGD/BRS,1850,154,2024-11-11 18:29:58 UTC,Day flight,EXS
FR1361,RYR846K,EI-EFI,B738,EGGD/BRS,LIPZ/VCE,15625,372,2024-11-11 18:29:57 UTC,Day flight,RYR
U22831,EZY2831,G-EZTG,A320,LIPZ/VCE,EGGD/BRS,18850,327,2024-11-11 18:29:59 UTC,Day flight,EZY
EI3842,EAI17C,EI-GPO,AT76,EICK/ORK,EGGD/BRS,14800,300,2024-11-11 18:44:59 UTC,Day flight,EAI
U22831,EZY2831,G-EZTG,A320,LIPZ/VCE,EGGD/BRS,0,10,2024-11-11 18:44:58 UTC,Day flight,EZY
U22923,EZY65ZK,G-EZUW,A320,EGGD/BRS,EHAM/AMS,7775,254,2024-11-11 18:44:59 UTC,Day flight,EZY
U22770,EZY52HM,G-EZTZ,A320,LFPG/CDG,EGGD/BRS,7550,296,2024-11-11 18:44:59 UTC,Day flight,EZY
U22775,EZY63TR,G-UZHA,A20N,EGGD/BRS,LFPG/CDG,0,0,2024-11-11 18:59:59 UTC,Day flight,EZY
EI3842,EAI17C,EI-GPO,AT76,EICK/ORK,EGGD/BRS,0,0,2024-11-11 18:59:24 UTC,Day flight,EAI
FR745,RYR98ZZ,EI-EKL,B738,EGGD/BRS,EKCH/CPH,0,129,2024-11-11 18:59:59 UTC,Day flight,RYR
FR750,RYR503W,EI-HAT,B38M,LKPR/PRG,EGGD/BRS,19575,348,2024-11-11 18:59:59 UTC,Day flight,RYR
LS1828,EXS8GJ,G-DRTK,B738,GCFV/FUE,EGGD/BRS,5825,217,2024-11-11 19:14:58 UTC,Day flight,EXS
FR750,RYR503W,EI-HAT,B38M,LKPR/PRG,EGGD/BRS,850,129,2024-11-11 19:14:58 UTC,Day flight,RYR
EI3285,EAI85Y,EI-GPP,AT76,EGGD/BRS,EIDW/DUB,0,0,2024-11-11 19:15:00 UTC,Day flight,EAI
U23840,EJU87TM,OE-LQT,A319,EGGD/BRS,LIMC/MXP,0,0,2024-11-11 19:14:55 UTC,Day flight,EJU
U2227,EZY815Z,G-EZTX,A320,EGGD/BRS,EGAA/BFS,0,2,2024-11-11 19:15:00 UTC,Day flight,EZY
U22775,EZY63TR,G-UZHA,A20N,EGGD/BRS,LFPG/CDG,20675,355,2024-11-11 19:14:58 UTC,Day flight,EZY
LS1810,EXS1810,G-DRTP,B738,LTAI/AYT,EGGD/BRS,4175,238,2024-11-11 19:29:58 UTC,Day flight,EXS
U2227,EZY815Z,G-EZTX,A320,EGGD/BRS,EGAA/BFS,12800,316,2024-11-11 19:29:58 UTC,Day flight,EZY
EI3285,EAI85Y,EI-GPP,AT76,EGGD/BRS,EIDW/DUB,12675,187,2024-11-11 19:29:59 UTC,Day flight,EAI
LM45,LOG5PS,G-SAJS,E145,EGPD/ABZ,EGGD/BRS,8025,275,2024-11-11 19:29:56 UTC,Day flight,LOG
U2217,EZY137C,G-EZTZ,A320,EGGD/BRS,EGPH/EDI,0,9,2024-11-11 19:45:00 UTC,Day flight,EZY
EI3287,EAI87M,EI-GPO,AT76,EGGD/BRS,EIDW/DUB,0,0,2024-11-11 19:45:00 UTC,Day flight,EAI
U2205,EZY196A,G-EZTG,A320,EGGD/BRS,EGPF/GLA,3450,220,2024-11-11 19:44:59 UTC,Day flight,EZY
LS1826,EXS17FS,G-JZBG,B738,LPMA/FNC,EGGD/BRS,12425,316,2024-11-11 19:59:58 UTC,Day flight,EXS
BY6115,TOM62V,G-TUMU,B38M,GCLP/LPA,EGGD/BRS,18025,302,2024-11-11 19:59:58 UTC,Day flight,TOM
RK5919,RUK5919,EI-IFV,B38M,GMMX/RAK,EGGD/BRS,4350,230,2024-11-11 19:59:59 UTC,Day flight,RYR
EI3287,EAI87M,EI-GPO,AT76,EGGD/BRS,EIDW/DUB,14175,228,2024-11-11 19:59:58 UTC,Day flight,EAI
BY6115,TOM62V,G-TUMU,B38M,GCLP/LPA,EGGD/BRS,175,130,2024-11-11 20:14:59 UTC,Day flight,TOM
FR509,RYR509,EI-HAT,B38M,EGGD/BRS,EIDW/DUB,0,6,2024-11-11 20:14:58 UTC,Day flight,RYR
LS1826,EXS17FS,G-JZBG,B738,LPMA/FNC,EGGD/BRS,0,5,2024-11-11 20:14:59 UTC,Day flight,EXS
FR8255,RYR17TQ,SP-RKL,B738,EPGD/GDN,EGGD/BRS,1825,156,2024-11-11 20:30:00 UTC,Day flight,RYS
FR509,RYR509,EI-HAT,B38M,EGGD/BRS,EIDW/DUB,24000,355,2024-11-11 20:29:59 UTC,Day flight,RYR
LM46,LOG6LG,G-SAJS,E145,EGGD/BRS,EGPD/ABZ,18375,272,2024-11-11 20:29:56 UTC,Day flight,LOG
FR8255,RYR17TQ,SP-RKL,B738,EPGD/GDN,EGGD/BRS,0,0,2024-11-11 20:44:40 UTC,Day flight,RYS
U2325,EZY18ZJ,G-EZWB,A320,EGPH/EDI,EGGD/BRS,15000,426,2024-11-11 20:45:00 UTC,Day flight,EZY
FR8254,RYR37TG,SP-RKL,B738,EGGD/BRS,EPGD/GDN,0,0,2024-11-11 20:59:58 UTC,Day flight,RYS
U2325,EZY18ZJ,G-EZWB,A320,EGPH/EDI,EGGD/BRS,0,0,2024-11-11 20:59:20 UTC,Day flight,EZY
FR8254,RYR37TG,SP-RKL,B738,EGGD/BRS,EPGD/GDN,0,0,2024-11-11 21:14:42 UTC,Day flight,RYS
,EZY47CN,G-UZMI,A21N,EGGD/BRS,None/None,0,0,2024-11-11 21:14:58 UTC,Day flight,EZY
U2326,EZY524Q,G-EZWB,A320,EGGD/BRS,EGPH/EDI,0,0,2024-11-11 21:30:00 UTC,Day flight,EZY
,EZY47CN,G-UZMI,A21N,EGGD/BRS,None/None,0,0,2024-11-11 21:29:59 UTC,Day flight,EZY
FR8254,RYR37TG,SP-RKL,B738,EGGD/BRS,EPGD/GDN,8125,245,2024-11-11 21:29:59 UTC,Day flight,RYS
FR4122,RYR49KR,EI-DWP,B738,LEMG/AGP,EGGD/BRS,13975,294,2024-11-11 21:44:58 UTC,Day flight,RYR
U22924,EZY73FX,G-EZUW,A320,EHAM/AMS,EGGD/BRS,0,15,2024-11-11 21:44:59 UTC,Day flight,EZY
,EZY47CN,G-UZMI,A21N,EGGD/BRS,None/None,0,0,2024-11-11 21:44:56 UTC,Day flight,EZY
U2228,EZY69FU,G-EZTX,A320,EGAA/BFS,EGGD/BRS,10350,362,2024-11-11 21:44:58 UTC,Day flight,EZY
U2326,EZY524Q,G-EZWB,A320,EGGD/BRS,EGPH/EDI,22425,335,2024-11-11 21:45:00 UTC,Day flight,EZY
KL1083,KLM69G,G-CLYU,E190,EHAM/AMS,EGGD/BRS,5875,286,2024-11-11 21:59:59 UTC,Day flight,EZE
FR4122,RYR49KR,EI-DWP,B738,LEMG/AGP,EGGD/BRS,0,16,2024-11-11 22:00:00 UTC,Day flight,RYR
U22776,EZY79NY,G-UZHA,A20N,LFPG/CDG,EGGD/BRS,11000,314,2024-11-11 21:59:58 UTC,Day flight,EZY
,EZY47CN,G-UZMI,A21N,EGGD/BRS,None/None,0,0,2024-11-11 21:59:57 UTC,Day flight,EZY
FR4756,RYR51PZ,EI-EFZ,B738,GCRR/ACE,EGGD/BRS,20825,284,2024-11-11 22:14:59 UTC,Day flight,RYR
U22860,EZY2860,G-UZLL,A20N,LTFM/IST,EGGD/BRS,1725,142,2024-11-11 22:14:59 UTC,Day flight,EZY
U22776,EZY79NY,G-UZHA,A20N,LFPG/CDG,EGGD/BRS,0,1,2024-11-11 22:14:08 UTC,Day flight,EZY
U2206,EZY46QN,G-EZTG,A320,EGPF/GLA,EGGD/BRS,0,78,2024-11-11 22:14:58 UTC,Day flight,EZY
U2218,EZY57MQ,G-EZTC,A320,EGPH/EDI,EGGD/BRS,4100,215,2024-11-11 22:29:58 UTC,Day flight,EZY
FR4756,RYR51PZ,EI-EFZ,B738,GCRR/ACE,EGGD/BRS,1875,162,2024-11-11 22:29:58 UTC,Day flight,RYR
FR508,RYR1PG,EI-HAT,B38M,EIDW/DUB,EGGD/BRS,0,40,2024-11-11 22:29:59 UTC,Day flight,RYR
U22968,EZY52YL,G-UZHF,A20N,DTNH/NBE,EGGD/BRS,8675,292,2024-11-11 22:29:56 UTC,Day flight,EZY
U22720,EZY37AR,G-UZLP,A20N,GCFV/FUE,EGGD/BRS,16825,310,2024-11-11 22:45:01 UTC,Shoulder period,EZY
U22706,EZY48RN,G-EZWI,A320,LEBL/BCN,EGGD/BRS,9675,296,2024-11-11 22:45:01 UTC,Shoulder period,EZY
U22724,EZY12XP,G-UZHI,A20N,LEAL/ALC,EGGD/BRS,4025,201,2024-11-11 22:45:01 UTC,Shoulder period,EZY
U22732,EZY94EY,G-UZMH,A21N,GCTS/TFS,EGGD/BRS,4200,201,2024-11-11 22:59:59 UTC,Shoulder period,EZY
U22720,EZY37AR,G-UZLP,A20N,GCFV/FUE,EGGD/BRS,0,8,2024-11-11 22:59:59 UTC,Shoulder period,EZY
BY699,TOM75E,G-TUMS,B38M,HEGN/HRG,EGGD/BRS,5975,271,2024-11-11 23:14:56 UTC,Night flight,TOM
FR746,RYR3DG,EI-EKL,B738,EKCH/CPH,EGGD/BRS,8975,280,2024-11-11 23:30:00 UTC,Night flight,RYR
