flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
,N/A,EGGD,BRS,N/A,N/A,2023-01-05T23:59:59Z,Invalid Timestamp,51.38564,-2.71143,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-05T23:59:59Z,Invalid Timestamp,51.38564,-2.71143,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-05T23:59:59Z,Invalid Timestamp,51.38564,-2.71143,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-05T23:59:59Z,Invalid Timestamp,51.38564,-2.71143,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-05T23:59:59Z,Invalid Timestamp,51.38564,-2.71143,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-05T23:59:59Z,Invalid Timestamp,51.38564,-2.71143,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-05T23:59:59Z,Invalid Timestamp,51.38564,-2.71143,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-05T23:59:59Z,Invalid Timestamp,51.38564,-2.71143,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-05T23:59:59Z,Invalid Timestamp,51.38564,-2.71143,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-05T23:59:59Z,Invalid Timestamp,51.38564,-2.71143,Unknown
