flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
FR4754,RYR9ND,EI-HGN,B38M,GCTS/TFS,EGGD/BRS,14425,272,2024-11-12 09:44:56 UTC,Day flight,RYR
,CLF687A,G-HARG,E550,EGGD/BRS,EGWU/NHT,0,0,2024-11-12 09:44:03 UTC,Day flight,CLF
U2202,EZY93CM,G-EZWI,A320,EGPF/GLA,EGGD/BRS,300,125,2024-11-12 09:44:58 UTC,Day flight,EZY
BY562,TOM5YA,G-TUMS,B38M,EGGD/BRS,GVAC/SID,0,15,2024-11-12 09:44:59 UTC,Day flight,TOM
U2214,EZY37UM,G-EZTX,A320,EGPH/EDI,EGGD/BRS,3950,222,2024-11-12 09:44:56 UTC,Day flight,EZY
