flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
FR4754,N/A,GCTS,TFS,EGGD,BRS,2022-12-28T00:00:01Z,Invalid Timestamp,50.52342,-3.20476,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2022-12-28T00:00:01Z,Invalid Timestamp,50.52342,-3.20476,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2022-12-28T00:00:01Z,Invalid Timestamp,50.52342,-3.20476,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2022-12-28T00:00:01Z,Invalid Timestamp,50.52342,-3.20476,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2022-12-28T00:00:01Z,Invalid Timestamp,50.52342,-3.20476,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2022-12-28T00:00:01Z,Invalid Timestamp,50.52342,-3.20476,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2022-12-28T00:00:01Z,Invalid Timestamp,50.52342,-3.20476,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2022-12-28T00:00:01Z,Invalid Timestamp,50.52342,-3.20476,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2022-12-28T00:00:01Z,Invalid Timestamp,50.52342,-3.20476,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2022-12-28T00:00:01Z,Invalid Timestamp,50.52342,-3.20476,Unknown
