flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22726,easyjet,landed,2023-05-13t01:15:00.000,2023-05-13t01:38:00.000,2023-05-13 01:41:00,2023-05-13,01:41:00,26,Night hour departures
u22852,easyjet,landed,2023-05-13t02:00:00.000,2023-05-13t02:01:00.000,2023-05-13 02:04:00,2023-05-13,02:04:00,4,Night hour departures
w61019,wizz air,landed,2023-05-13t07:45:00.000,2023-05-13t07:27:00.000,2023-05-13 07:29:00,2023-05-13,07:29:00,0,Regular departures
fr8682,ryanair,landed,2023-05-13t07:50:00.000,2023-05-13t07:24:00.000,2023-05-13 07:25:00,2023-05-13,07:25:00,0,Regular departures
fr4122,ryanair,landed,2023-05-13t07:55:00.000,2023-05-13t07:43:00.000,2023-05-13 07:43:00,2023-05-13,07:43:00,0,Regular departures
fr5342,ryanair,landed,2023-05-13t07:55:00.000,2023-05-13t07:31:00.000,2023-05-13 07:32:00,2023-05-13,07:32:00,0,Regular departures
ba8936,british airways,landed,2023-05-13t07:55:00.000,2023-05-13t08:10:00.000,2023-05-13 08:09:00,2023-05-13,08:09:00,15,Regular departures
ei3280,aer lingus,landed,2023-05-13t07:55:00.000,2023-05-13t08:10:00.000,2023-05-13 08:09:00,2023-05-13,08:09:00,15,Regular departures
af3161,air france,landed,2023-05-13t08:45:00.000,2023-05-13t08:36:00.000,2023-05-13 08:34:00,2023-05-13,08:34:00,0,Regular departures
dl9629,delta air lines,landed,2023-05-13t08:45:00.000,2023-05-13t08:36:00.000,2023-05-13 08:34:00,2023-05-13,08:34:00,0,Regular departures
ey7395,etihad airways,landed,2023-05-13t08:45:00.000,2023-05-13t08:36:00.000,2023-05-13 08:34:00,2023-05-13,08:34:00,0,Regular departures
vs7040,virgin atlantic,landed,2023-05-13t08:45:00.000,2023-05-13t08:36:00.000,2023-05-13 08:34:00,2023-05-13,08:34:00,0,Regular departures
kl1049,klm,landed,2023-05-13t08:45:00.000,2023-05-13t08:36:00.000,2023-05-13 08:34:00,2023-05-13,08:34:00,0,Regular departures
fr504,ryanair,landed,2023-05-13t09:05:00.000,2023-05-13t09:43:00.000,2023-05-13 09:43:00,2023-05-13,09:43:00,38,Regular departures
