flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
fr505,ryanair,active,2024-04-11t05:55:00.000,2024-04-11t05:55:00.000,2024-04-11 06:00:00,2024-04-11,06:00:00,6,Shoulder hour flights
fr4757,ryanair,active,2024-04-11t05:55:00.000,2024-04-11t05:55:00.000,2024-04-11 06:03:00,2024-04-11,06:03:00,9,Shoulder hour flights
ls1877,jet2,active,2024-04-11t05:55:00.000,2024-04-11t06:10:00.000,2024-04-11 06:17:00,2024-04-11,06:17:00,23,Shoulder hour flights
x36406,tuifly,active,2024-04-11t06:00:00.000,2024-04-11t06:03:00.000,2024-04-11 06:13:00,2024-04-11,06:13:00,13,Shoulder hour flights
u22715,easyjet,active,2024-04-11t06:00:00.000,2024-04-11t06:00:00.000,2024-04-11 06:15:00,2024-04-11,06:15:00,16,Shoulder hour flights
u22709,easyjet,active,2024-04-11t06:00:00.000,2024-04-11t06:00:00.000,2024-04-11 06:34:00,2024-04-11,06:34:00,35,Shoulder hour flights
u22891,easyjet,active,2024-04-11t06:00:00.000,2024-04-11t06:00:00.000,2024-04-11 06:10:00,2024-04-11,06:10:00,11,Shoulder hour flights
u22731,easyjet,active,2024-04-11t06:05:00.000,2024-04-11t06:05:00.000,2024-04-11 06:20:00,2024-04-11,06:20:00,15,Shoulder hour flights
u22843,easyjet,active,2024-04-11t06:05:00.000,2024-04-11t06:22:00.000,2024-04-11 06:37:00,2024-04-11,06:37:00,32,Shoulder hour flights
u22702,easyjet,active,2024-04-11t06:15:00.000,2024-04-11t06:15:00.000,2024-04-11 06:26:00,2024-04-11,06:26:00,11,Shoulder hour flights
u22723,easyjet,active,2024-04-11t06:15:00.000,2024-04-11t06:27:00.000,2024-04-11 06:31:00,2024-04-11,06:31:00,17,Shoulder hour flights
az3738,alitalia,active,2024-04-11t06:20:00.000,2024-04-11t06:20:00.000,2024-04-11 06:53:00,2024-04-11,06:53:00,33,Shoulder hour flights
