flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
U22734,N/A,GCRR,ACE,EGGD,BRS,2024-11-03T23:59:58Z,Invalid Timestamp,51.2509,-3.07037,Unknown
,N/A,EGGD,BRS,N/A,N/A,2024-11-03T23:59:56Z,Invalid Timestamp,51.38572,-2.70754,Unknown
U22936,N/A,LKPR,PRG,EGGD,BRS,2024-11-03T23:59:30Z,Invalid Timestamp,51.38503,-2.70485,Unknown
U22734,N/A,GCRR,ACE,EGGD,BRS,2024-11-03T23:59:58Z,Invalid Timestamp,51.2509,-3.07037,Unknown
,N/A,EGGD,BRS,N/A,N/A,2024-11-03T23:59:56Z,Invalid Timestamp,51.38572,-2.70754,Unknown
U22936,N/A,LKPR,PRG,EGGD,BRS,2024-11-03T23:59:30Z,Invalid Timestamp,51.38503,-2.70485,Unknown
U22734,N/A,GCRR,ACE,EGGD,BRS,2024-11-03T23:59:58Z,Invalid Timestamp,51.2509,-3.07037,Unknown
,N/A,EGGD,BRS,N/A,N/A,2024-11-03T23:59:56Z,Invalid Timestamp,51.38572,-2.70754,Unknown
U22936,N/A,LKPR,PRG,EGGD,BRS,2024-11-03T23:59:30Z,Invalid Timestamp,51.38503,-2.70485,Unknown
U22734,N/A,GCRR,ACE,EGGD,BRS,2024-11-03T23:59:58Z,Invalid Timestamp,51.2509,-3.07037,Unknown
,N/A,EGGD,BRS,N/A,N/A,2024-11-03T23:59:56Z,Invalid Timestamp,51.38572,-2.70754,Unknown
U22936,N/A,LKPR,PRG,EGGD,BRS,2024-11-03T23:59:30Z,Invalid Timestamp,51.38503,-2.70485,Unknown
U22734,N/A,GCRR,ACE,EGGD,BRS,2024-11-03T23:59:58Z,Invalid Timestamp,51.2509,-3.07037,Unknown
,N/A,EGGD,BRS,N/A,N/A,2024-11-03T23:59:56Z,Invalid Timestamp,51.38572,-2.70754,Unknown
U22936,N/A,LKPR,PRG,EGGD,BRS,2024-11-03T23:59:30Z,Invalid Timestamp,51.38503,-2.70485,Unknown
U22734,N/A,GCRR,ACE,EGGD,BRS,2024-11-03T23:59:58Z,Invalid Timestamp,51.2509,-3.07037,Unknown
,N/A,EGGD,BRS,N/A,N/A,2024-11-03T23:59:56Z,Invalid Timestamp,51.38572,-2.70754,Unknown
U22936,N/A,LKPR,PRG,EGGD,BRS,2024-11-03T23:59:30Z,Invalid Timestamp,51.38503,-2.70485,Unknown
U22734,N/A,GCRR,ACE,EGGD,BRS,2024-11-03T23:59:58Z,Invalid Timestamp,51.2509,-3.07037,Unknown
,N/A,EGGD,BRS,N/A,N/A,2024-11-03T23:59:56Z,Invalid Timestamp,51.38572,-2.70754,Unknown
U22936,N/A,LKPR,PRG,EGGD,BRS,2024-11-03T23:59:30Z,Invalid Timestamp,51.38503,-2.70485,Unknown
U22734,N/A,GCRR,ACE,EGGD,BRS,2024-11-03T23:59:58Z,Invalid Timestamp,51.2509,-3.07037,Unknown
,N/A,EGGD,BRS,N/A,N/A,2024-11-03T23:59:56Z,Invalid Timestamp,51.38572,-2.70754,Unknown
U22936,N/A,LKPR,PRG,EGGD,BRS,2024-11-03T23:59:30Z,Invalid Timestamp,51.38503,-2.70485,Unknown
U22734,N/A,GCRR,ACE,EGGD,BRS,2024-11-03T23:59:58Z,Invalid Timestamp,51.2509,-3.07037,Unknown
,N/A,EGGD,BRS,N/A,N/A,2024-11-03T23:59:56Z,Invalid Timestamp,51.38572,-2.70754,Unknown
U22936,N/A,LKPR,PRG,EGGD,BRS,2024-11-03T23:59:30Z,Invalid Timestamp,51.38503,-2.70485,Unknown
U22734,N/A,GCRR,ACE,EGGD,BRS,2024-11-03T23:59:58Z,Invalid Timestamp,51.2509,-3.07037,Unknown
,N/A,EGGD,BRS,N/A,N/A,2024-11-03T23:59:56Z,Invalid Timestamp,51.38572,-2.70754,Unknown
U22936,N/A,LKPR,PRG,EGGD,BRS,2024-11-03T23:59:30Z,Invalid Timestamp,51.38503,-2.70485,Unknown
