flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
,N/A,LBSF,SOF,EGGD,BRS,2023-02-18T23:59:58Z,Invalid Timestamp,51.5051,-1.61083,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-02-19T00:00:00Z,Invalid Timestamp,51.38408,-2.72654,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-02-18T23:59:59Z,Invalid Timestamp,51.39464,-2.00189,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-02-18T23:59:58Z,Invalid Timestamp,51.5051,-1.61083,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-02-19T00:00:00Z,Invalid Timestamp,51.38408,-2.72654,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-02-18T23:59:59Z,Invalid Timestamp,51.39464,-2.00189,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-02-18T23:59:58Z,Invalid Timestamp,51.5051,-1.61083,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-02-19T00:00:00Z,Invalid Timestamp,51.38408,-2.72654,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-02-18T23:59:59Z,Invalid Timestamp,51.39464,-2.00189,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-02-18T23:59:58Z,Invalid Timestamp,51.5051,-1.61083,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-02-19T00:00:00Z,Invalid Timestamp,51.38408,-2.72654,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-02-18T23:59:59Z,Invalid Timestamp,51.39464,-2.00189,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-02-18T23:59:58Z,Invalid Timestamp,51.5051,-1.61083,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-02-19T00:00:00Z,Invalid Timestamp,51.38408,-2.72654,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-02-18T23:59:59Z,Invalid Timestamp,51.39464,-2.00189,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-02-18T23:59:58Z,Invalid Timestamp,51.5051,-1.61083,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-02-19T00:00:00Z,Invalid Timestamp,51.38408,-2.72654,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-02-18T23:59:59Z,Invalid Timestamp,51.39464,-2.00189,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-02-18T23:59:58Z,Invalid Timestamp,51.5051,-1.61083,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-02-19T00:00:00Z,Invalid Timestamp,51.38408,-2.72654,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-02-18T23:59:59Z,Invalid Timestamp,51.39464,-2.00189,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-02-18T23:59:58Z,Invalid Timestamp,51.5051,-1.61083,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-02-19T00:00:00Z,Invalid Timestamp,51.38408,-2.72654,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-02-18T23:59:59Z,Invalid Timestamp,51.39464,-2.00189,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-02-18T23:59:58Z,Invalid Timestamp,51.5051,-1.61083,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-02-19T00:00:00Z,Invalid Timestamp,51.38408,-2.72654,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-02-18T23:59:59Z,Invalid Timestamp,51.39464,-2.00189,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-02-18T23:59:58Z,Invalid Timestamp,51.5051,-1.61083,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-02-19T00:00:00Z,Invalid Timestamp,51.38408,-2.72654,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-02-18T23:59:59Z,Invalid Timestamp,51.39464,-2.00189,Unknown
