flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
BY9115,TOM9115,G-FDZX,B738,EGGD/BRS,LEMG/AGP,22375,382,2024-11-05 07:14:59 UTC,Day flight,TOM
U2201,EZY404T,G-EZUW,A320,EGGD/BRS,EGPF/GLA,5400,238,2024-11-05 07:14:58 UTC,Day flight,EZY
U22733,EZY29AN,G-UZHT,A20N,EGGD/BRS,GCRR/ACE,0,67,2024-11-05 07:14:50 UTC,Day flight,EZY
U22771,EZY48KG,G-UZHD,A20N,EGGD/BRS,LFPG/CDG,0,1,2024-11-05 07:14:59 UTC,Day flight,EZY
U22709,EZY76WA,G-UZHF,A20N,EGGD/BRS,LEPA/PMI,16050,302,2024-11-05 07:14:58 UTC,Day flight,EZY
