flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
,,G-UZLP,A20N,EGGD/BRS,None/None,0,0,2024-11-05 23:44:59 UTC,Night flight,EZY
T39644,EZE9644,G-IACZ,AT76,EGGD/BRS,EGNX/EMA,0,10,2024-11-05 23:45:00 UTC,Night flight,EZE
