flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22858,easyjet,landed,2023-08-10t01:15:00.000,2023-08-10t00:56:00.000,2023-08-10 00:56:00,2023-08-10,00:56:00,0,Night hour departures
u22902,easyjet,landed,2023-08-10t01:15:00.000,2023-08-10t01:35:00.000,2023-08-10 01:35:00,2023-08-10,01:35:00,21,Night hour departures
x3227,tuifly,landed,2023-08-10t01:25:00.000,2023-08-10t01:12:00.000,2023-08-10 01:13:00,2023-08-10,01:13:00,0,Night hour departures
u22736,easyjet,landed,2023-08-10t01:25:00.000,2023-08-10t01:58:00.000,2023-08-10 01:59:00,2023-08-10,01:59:00,34,Night hour departures
u22850,easyjet,landed,2023-08-10t01:35:00.000,2023-08-10t02:21:00.000,2023-08-10 02:18:00,2023-08-10,02:18:00,43,Night hour departures
u22804,easyjet,landed,2023-08-10t01:50:00.000,2023-08-10t02:14:00.000,2023-08-10 02:15:00,2023-08-10,02:15:00,25,Night hour departures
ls1810,jet2,landed,2023-08-10t02:00:00.000,2023-08-10t02:17:00.000,2023-08-10 02:11:00,2023-08-10,02:11:00,12,Night hour departures
x36343,tuifly,landed,2023-08-10t02:25:00.000,2023-08-10t02:21:00.000,2023-08-10 02:21:00,2023-08-10,02:21:00,0,Night hour departures
fr513,ryanair,landed,2023-08-10t06:55:00.000,2023-08-10t06:35:00.000,2023-08-10 06:36:00,2023-08-10,06:36:00,0,Shoulder hour flights
x3453,tuifly,landed,2023-08-10t07:00:00.000,2023-08-10t06:24:00.000,2023-08-10 06:26:00,2023-08-10,06:26:00,0,Shoulder hour flights
fr1590,ryanair,landed,2023-08-10t07:05:00.000,2023-08-10t06:58:00.000,2023-08-10 06:57:00,2023-08-10,06:57:00,0,Shoulder hour flights
fr2291,ryanair,landed,2023-08-10t07:35:00.000,2023-08-10t07:25:00.000,2023-08-10 07:26:00,2023-08-10,07:26:00,0,Regular departures
fr7948,ryanair,landed,2023-08-10t07:40:00.000,2023-08-10t07:23:00.000,2023-08-10 07:22:00,2023-08-10,07:22:00,0,Regular departures
ba8936,british airways,landed,2023-08-10t07:55:00.000,2023-08-10t08:00:00.000,2023-08-10 08:05:00,2023-08-10,08:05:00,10,Regular departures
ei3280,aer lingus,landed,2023-08-10t07:55:00.000,2023-08-10t08:00:00.000,2023-08-10 08:05:00,2023-08-10,08:05:00,10,Regular departures
fr4148,ryanair,landed,2023-08-10t08:45:00.000,2023-08-10t08:32:00.000,2023-08-10 08:27:00,2023-08-10,08:27:00,0,Regular departures
af3161,air france,landed,2023-08-10t08:45:00.000,2023-08-10t08:42:00.000,2023-08-10 08:42:00,2023-08-10,08:42:00,0,Regular departures
dl9629,delta air lines,landed,2023-08-10t08:45:00.000,2023-08-10t08:42:00.000,2023-08-10 08:42:00,2023-08-10,08:42:00,0,Regular departures
ey7395,etihad airways,landed,2023-08-10t08:45:00.000,2023-08-10t08:42:00.000,2023-08-10 08:42:00,2023-08-10,08:42:00,0,Regular departures
vs7040,virgin atlantic,landed,2023-08-10t08:45:00.000,2023-08-10t08:42:00.000,2023-08-10 08:42:00,2023-08-10,08:42:00,0,Regular departures
kl1049,klm,landed,2023-08-10t08:45:00.000,2023-08-10t08:42:00.000,2023-08-10 08:42:00,2023-08-10,08:42:00,0,Regular departures
lh970,lufthansa,landed,2023-08-10t09:00:00.000,2023-08-10t08:53:00.000,2023-08-10 08:53:00,2023-08-10,08:53:00,0,Regular departures
u27507,easyjet,landed,2023-08-10t09:40:00.000,2023-08-10t09:21:00.000,2023-08-10 09:18:00,2023-08-10,09:18:00,0,Regular departures
