flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,FR5516,RY7XB,Ryanair,FR,active,2025-10-07,Bristol,BRS,EGGD,,15,2025-10-07T05:55:00+00:00,2025-10-07T05:55:00+00:00,,,John Paul II Balice International,KRK,EPKK,,,,2025-10-07T09:20:00+00:00,,,,EI-EBZ,B738,No,,
Departure,X3,TUI,TUIfly,X3,landed,2025-10-07,Bristol,BRS,EGGD,,,2025-10-07T05:00:00+00:00,2025-10-07T05:00:00+00:00,2025-10-07T05:08:00+00:00,8,Manchester Airport,MAN,EGCC,,,,2025-10-07T06:01:00+00:00,2025-10-07T05:42:00+00:00,2025-10-07T05:46:00+00:00,,,,No,,
Departure,FR8254,RYR8254,Ryanair,FR,landed,2025-10-07,Bristol,BRS,EGGD,,17,2025-10-07T06:15:00+00:00,2025-10-07T06:15:00+00:00,2025-10-07T06:35:00+00:00,20,Lech Walesa,GDN,EPGD,,,,2025-10-07T09:30:00+00:00,2025-10-07T09:32:00+00:00,2025-10-07T09:32:00+00:00,2,,,No,,
Departure,LS1821,EXS1821,Jet2,LS,landed,2025-10-07,Bristol,BRS,EGGD,,,2025-10-07T06:15:00+00:00,2025-10-07T06:15:00+00:00,2025-10-07T06:33:00+00:00,18,Faro,FAO,LPFR,,,,2025-10-07T08:55:00+00:00,2025-10-07T08:55:00+00:00,2025-10-07T08:54:00+00:00,,,,No,,
Departure,U2213,EZY213,easyJet,U2,landed,2025-10-07,Bristol,BRS,EGGD,,,2025-10-07T07:00:00+00:00,2025-10-07T07:00:00+00:00,2025-10-07T07:04:00+00:00,4,Edinburgh,EDI,EGPH,,,9,2025-10-07T08:20:00+00:00,2025-10-07T07:58:00+00:00,2025-10-07T07:59:00+00:00,,,,No,,
Departure,1I,EJA,NetJets Aviation,1I,landed,2025-10-07,Bristol,BRS,EGGD,,,2025-10-07T08:30:00+00:00,2025-10-07T08:30:00+00:00,2025-10-07T08:39:00+00:00,9,Düsseldorf International Airport,DUS,EDDL,3,,,2025-10-07T10:44:00+00:00,2025-10-07T10:43:00+00:00,2025-10-07T10:44:00+00:00,,,,No,,
Departure,FR8212,RYR8212,Ryanair,FR,landed,2025-10-07,Bristol,BRS,EGGD,,17,2025-10-07T07:15:00+00:00,2025-10-07T07:15:00+00:00,2025-10-07T07:15:00+00:00,1,Copernicus Airport,WRO,EPWR,,,D,2025-10-07T10:25:00+00:00,2025-10-07T10:11:00+00:00,2025-10-07T10:14:00+00:00,,,,No,,
Departure,U22803,EZY2803,easyJet,U2,landed,2025-10-07,Bristol,BRS,EGGD,,,2025-10-07T06:05:00+00:00,2025-10-07T06:05:00+00:00,2025-10-07T06:20:00+00:00,15,"Athens International Airport ""Eleftherios Venizelos""",ATH,LGAV,3,,2,2025-10-07T11:45:00+00:00,2025-10-07T11:37:00+00:00,2025-10-07T11:36:00+00:00,,,,No,,
Departure,U22745,EZY2745,easyJet,U2,landed,2025-10-07,Bristol,BRS,EGGD,,,2025-10-07T08:15:00+00:00,2025-10-07T08:15:00+00:00,2025-10-07T08:15:00+00:00,,Almeria,LEI,LEAM,4,,,2025-10-07T11:50:00+00:00,2025-10-07T11:36:00+00:00,2025-10-07T11:37:00+00:00,,,,No,,
Departure,U22903,EZY2903,easyJet,U2,landed,2025-10-07,Bristol,BRS,EGGD,,,2025-10-07T07:05:00+00:00,2025-10-07T07:05:00+00:00,2025-10-07T08:02:00+00:00,58,Larnaca,LCA,LCLK,1,,,2025-10-07T13:45:00+00:00,2025-10-07T14:12:00+00:00,2025-10-07T14:13:00+00:00,28,,,No,,
