flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
LS1863,EXS3KC,G-JZHX,B738,EGGD/BRS,GCLP/LPA,0,3,2024-11-05 08:14:57 UTC,Day flight,EXS
EC9046,EJU9046,OE-LSR,A20N,EGGD/BRS,LPPT/LIS,0,0,2024-11-05 08:14:58 UTC,Day flight,EJU
KL1075,KLM49G,D-ACJJ,E190,EHAM/AMS,EGGD/BRS,1400,141,2024-11-05 08:14:58 UTC,Day flight,GER
