flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
U22936,EZY75PQ,G-EZTX,A320,LKPR/PRG,EGGD/BRS,2925,201,2024-11-12 16:59:58 UTC,Day flight,EZY
FR4121,RYR56DP,EI-HAT,B38M,EGGD/BRS,LEMG/AGP,0,1,2024-11-12 16:59:58 UTC,Day flight,RYR
U22765,EZY34HD,G-UZHA,A20N,EGGD/BRS,LFMN/NCE,18975,308,2024-11-12 16:59:59 UTC,Day flight,EZY
