flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,U22967,EZY2967,easyJet,U2,active,2025-11-17,Bristol,BRS,EGGD,,,2025-11-17T15:35:00+00:00,2025-11-17T15:35:00+00:00,,34,Zine El Abidine Ben Ali International Airport,NBE,DTNH,,,,2025-11-17T19:40:00+00:00,,,,,,No,,
Departure,KL1074,KLM1074,KLM,KL,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,34,Schiphol,AMS,EHAM,,,,,,,,,,No,,
Departure,FR2292,RYR2292,Ryanair,FR,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,11,Alicante El Altet,ALC,LEAL,,,,,,,,,,No,,
Departure,U22721,EZY2721,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,9,Alicante El Altet,ALC,LEAL,,,,,,,,,,No,,
Departure,LS1805,EXS1805,Jet2,LS,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,21,Alicante El Altet,ALC,LEAL,,,,,,,,,,No,,
Departure,U22832,EZY2832,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,8,Marco Polo,VCE,LIPZ,,,,,,,,,,No,,
Departure,U22921,EZY2921,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,,Schiphol,AMS,EHAM,,,,,,,,,,No,,
Departure,KL1076,KLM1076,KLM,KL,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,13,Schiphol,AMS,EHAM,,,,,,,,,,No,,
Departure,FR155,RYR155,Ryanair,FR,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,9,Barajas,MAD,LEMD,,,,,,,,,,No,,
Departure,U22713,EZY2713,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,1,Pablo Ruiz Picasso,AGP,LEMG,,,,,,,,,,No,,
Departure,U22773,EZY2773,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,38,Charles De Gaulle,CDG,LFPG,,,,,,,,,,No,,
Departure,GR642,AUR642,Aurigny Air Services,GR,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,3,Exeter,EXT,EGTE,,,,,,,,,,No,,
Departure,U22847,EZY2847,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,5,Milano Malpensa,MXP,LIMC,,,,,,,,,,No,,
Departure,,EGL27,Capital Air Ambulance,,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,20,Milano Malpensa,MXP,LIMC,,,,,,,,,,No,,
Departure,1I,EJA,NetJets Aviation,1I,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,15,Milano Malpensa,MXP,LIMC,,,,,,,,,,No,,
Departure,U22871,EZY2871,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,13,Faro,FAO,LPFR,,,,,,,,,,No,,
Departure,U2237,EZY237,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,4,Newcastle Airport,NCL,EGNT,,,,,,,,,,No,,
Departure,FR1666,RYR1666,Ryanair,FR,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,,Fuerteventura,FUE,GCFV,,,,,,,,,,No,,
Departure,U22931,EZY2931,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,8,Kastrup,CPH,EKCH,,,,,,,,,,No,,
Departure,U2201,EZY201,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,,Glasgow International,GLA,EGPF,,,,,,,,,,No,,
Departure,U2221,EZY221,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,,Aldergrove International Airport,BFS,EGAA,,,,,,,,,,No,,
Departure,U22781,EZY2781,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,2,Blagnac,TLS,LFBO,,,,,,,,,,No,,
Departure,FR5341,RYR5341,Ryanair,FR,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,3,Henri Coanda International,OTP,LROP,,,,,,,,,,No,,
Departure,LS1877,EXS1877,Jet2,LS,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,9,Malta International,MLA,LMML,,,,,,,,,,No,,
Departure,DL9469,DAL9469,Delta Air Lines,DL,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,34,Schiphol,AMS,EHAM,,,,,,,,,,Yes,klm,kl1074
Departure,G35570,GLO5570,Gol,G3,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,34,Schiphol,AMS,EHAM,,,,,,,,,,Yes,klm,kl1074
Departure,KQ1050,KQA1050,Kenya Airways,KQ,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,34,Schiphol,AMS,EHAM,,,,,,,,,,Yes,klm,kl1074
Departure,VS6948,VIR6948,Virgin Atlantic,VS,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,34,Schiphol,AMS,EHAM,,,,,,,,,,Yes,klm,kl1074
Departure,U2213,EZY213,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,3,Edinburgh,EDI,EGPH,,,,,,,,,,No,,
Departure,U22855,EZY2855,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,27,Antalya,AYT,LTAI,,,,,,,,,,No,,
Departure,U22877,EZY2877,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,6,Madeira,FNC,LPMA,,,,,,,,,,No,,
Departure,U22733,EZY2733,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,9,Lanzarote,ACE,GCRR,,,,,,,,,,No,,
Departure,FR505,RYR505,Ryanair,FR,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,13,Dublin International,DUB,EIDW,,,,,,,,,,No,,
Departure,EI3281,EIN3281,Aer Lingus,EI,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,6,Dublin International,DUB,EIDW,,,,,,,,,,No,,
Departure,U2322,EZY322,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,29,Edinburgh,EDI,EGPH,,,,,,,,,,No,,
Departure,DL9522,DAL9522,Delta Air Lines,DL,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,13,Schiphol,AMS,EHAM,,,,,,,,,,Yes,klm,kl1076
Departure,KQ1052,KQA1052,Kenya Airways,KQ,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,13,Schiphol,AMS,EHAM,,,,,,,,,,Yes,klm,kl1076
Departure,VS6949,VIR6949,Virgin Atlantic,VS,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,13,Schiphol,AMS,EHAM,,,,,,,,,,Yes,klm,kl1076
Departure,LS1891,EXS1891,Jet2,LS,landed,2025-11-17,Bristol,BRS,EGGD,,,2025-11-17T09:00:00+00:00,2025-11-17T09:00:00+00:00,2025-11-17T09:30:00+00:00,30,Sur Reina Sofia,TFS,GCTS,,,A4,2025-11-17T13:10:00+00:00,2025-11-17T13:17:00+00:00,2025-11-17T13:18:00+00:00,8,,,No,,
Departure,U29001,EZY9001,easyJet,U2,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,10,Kalamata,KLX,LGKL,,,,,,,,,,No,,
Departure,FR623,RYR623,Ryanair,FR,landed,2025-11-17,Bristol,BRS,EGGD,,,,,,9,Liszt Ferenc International,BUD,LHBP,,,,,,,,,,No,,
Departure,LS1809,EXS1809,Jet2,LS,landed,2025-11-17,Bristol,BRS,EGGD,,,2025-11-17T09:55:00+00:00,2025-11-17T09:55:00+00:00,2025-11-17T10:23:00+00:00,28,Antalya,AYT,LTAI,2,,203,2025-11-17T17:20:00+00:00,2025-11-17T17:27:00+00:00,2025-11-17T17:27:00+00:00,7,,,No,,
Departure,LS1827,EXS1827,Jet2,LS,landed,2025-11-17,Bristol,BRS,EGGD,,,2025-11-17T10:30:00+00:00,2025-11-17T10:30:00+00:00,2025-11-17T10:34:00+00:00,5,Fuerteventura,FUE,GCFV,,,5,2025-11-17T14:30:00+00:00,2025-11-17T14:04:00+00:00,2025-11-17T14:04:00+00:00,,,,No,,
Departure,X36114,TUI6114,TUIfly,X3,landed,2025-11-17,Bristol,BRS,EGGD,,,2025-11-17T10:40:00+00:00,2025-11-17T10:40:00+00:00,2025-11-17T10:50:00+00:00,11,Gran Canaria,LPA,GCLP,,,,2025-11-17T14:50:00+00:00,2025-11-17T14:29:00+00:00,2025-11-17T14:31:00+00:00,,,,No,,
