type,status,departure.iataCode,departure.icaoCode,departure.actualTime,arrival.iataCode,arrival.icaoCode,arrival.actualTime
arrival,landed,alc,leal,2023-01-01t17:55:00.000,brs,eggd,2023-01-01t18:57:00.000
arrival,landed,sof,lbsf,2022-12-31t22:16:00.000,brs,eggd,2022-12-31t23:18:00.000
arrival,landed,pfo,lcph,2022-12-31t21:05:00.000,brs,eggd,2022-12-31t23:36:00.000
arrival,landed,hrg,hegn,2022-12-31t22:08:00.000,brs,eggd,2023-01-01t01:46:00.000
arrival,landed,dub,eidw,2023-01-01t06:38:00.000,brs,eggd,2023-01-01t07:35:00.000
arrival,landed,gla,egpf,2023-01-01t07:05:00.000,brs,eggd,2023-01-01t08:05:00.000
arrival,landed,fra,eddf,2023-01-01t07:49:00.000,brs,eggd,2023-01-01t08:20:00.000
arrival,landed,edi,egph,2023-01-01t08:59:00.000,brs,eggd,2023-01-01t09:59:00.000
arrival,landed,wmi,epmo,2023-01-01t09:17:00.000,brs,eggd,2023-01-01t11:04:00.000
arrival,landed,gva,lsgg,2023-01-01t10:59:00.000,brs,eggd,2023-01-01t11:27:00.000
arrival,landed,dub,eidw,2023-01-01t10:32:00.000,brs,eggd,2023-01-01t11:17:00.000
arrival,landed,cdg,lfpg,2023-01-01t12:25:00.000,brs,eggd,2023-01-01t12:19:00.000
arrival,landed,ory,lfpo,2023-01-01t11:27:00.000,brs,eggd,2023-01-01t11:22:00.000
arrival,landed,bcn,lebl,2023-01-01t11:10:00.000,brs,eggd,2023-01-01t11:56:00.000
arrival,landed,bgy,lime,2023-01-01t11:07:00.000,brs,eggd,2023-01-01t11:51:00.000
arrival,landed,inn,lowi,2023-01-01t11:24:00.000,brs,eggd,2023-01-01t12:15:00.000
arrival,landed,noc,eikn,2023-01-01t11:34:00.000,brs,eggd,2023-01-01t12:30:00.000
arrival,landed,agp,lemg,2023-01-01t11:16:00.000,brs,eggd,2023-01-01t12:22:00.000
arrival,landed,fao,lpfr,2023-01-01t10:40:00.000,brs,eggd,2023-01-01t12:45:00.000
arrival,landed,szg,lows,2023-01-01t12:00:00.000,brs,eggd,2023-01-01t12:59:00.000
arrival,landed,ams,eham,2023-01-01t13:03:00.000,brs,eggd,2023-01-01t13:05:00.000
arrival,landed,gib,lxgb,2023-01-01t11:48:00.000,brs,eggd,2023-01-01t13:02:00.000
arrival,landed,bfs,egaa,2023-01-01t12:43:00.000,brs,eggd,2023-01-01t13:34:00.000
arrival,landed,lis,lppt,2023-01-01t11:20:00.000,brs,eggd,2023-01-01t13:08:00.000
arrival,landed,fao,lpfr,2023-01-01t11:23:00.000,brs,eggd,2023-01-01t13:26:00.000
arrival,landed,kef,bikf,2023-01-01t11:39:00.000,brs,eggd,2023-01-01t14:15:00.000
arrival,landed,dub,eidw,2023-01-01t13:58:00.000,brs,eggd,2023-01-01t14:55:00.000
arrival,landed,dub,eidw,2023-01-01t14:17:00.000,brs,eggd,2023-01-01t15:03:00.000
arrival,landed,ath,lgav,2023-01-01t13:25:00.000,brs,eggd,2023-01-01t15:07:00.000
arrival,landed,gci,egjb,2023-01-01t14:58:00.000,brs,eggd,2023-01-01t15:37:00.000
arrival,landed,lys,lfll,2023-01-01t15:24:00.000,brs,eggd,2023-01-01t15:50:00.000
arrival,landed,gva,lsgg,2023-01-01t16:45:00.000,brs,eggd,2023-01-01t17:08:00.000
arrival,landed,bhd,egac,2023-01-01t15:45:00.000,brs,eggd,2023-01-01t16:35:00.000
arrival,landed,ams,eham,2023-01-01t16:58:00.000,brs,eggd,2023-01-01t16:56:00.000
arrival,landed,bfs,egaa,2023-01-01t15:57:00.000,brs,eggd,2023-01-01t16:51:00.000
arrival,landed,tfs,gcts,2023-01-01t13:46:00.000,brs,eggd,2023-01-01t17:00:00.000
arrival,landed,tsf,liph,2023-01-01t16:17:00.000,brs,eggd,2023-01-01t17:15:00.000
arrival,landed,gva,lsgg,2023-01-01t16:53:00.000,brs,eggd,2023-01-01t17:20:00.000
arrival,landed,inv,egpe,2023-01-01t15:58:00.000,brs,eggd,2023-01-01t17:11:00.000
arrival,landed,iom,egns,2023-01-01t16:43:00.000,brs,eggd,2023-01-01t17:27:00.000
arrival,landed,ams,eham,2023-01-01t17:23:00.000,brs,eggd,2023-01-01t17:24:00.000
arrival,landed,tls,lfbo,2023-01-01t17:12:00.000,brs,eggd,2023-01-01t17:36:00.000
arrival,landed,gla,egpf,2023-01-01t16:51:00.000,brs,eggd,2023-01-01t17:52:00.000
arrival,landed,tfs,gcts,2023-01-01t14:37:00.000,brs,eggd,2023-01-01t17:49:00.000
arrival,landed,edi,egph,2023-01-01t17:35:00.000,brs,eggd,2023-01-01t18:35:00.000
arrival,landed,dub,eidw,2023-01-01t17:43:00.000,brs,eggd,2023-01-01t18:42:00.000
arrival,landed,fco,lirf,2023-01-01t17:20:00.000,brs,eggd,2023-01-01t18:39:00.000
arrival,landed,agp,lemg,2023-01-01t18:31:00.000,brs,eggd,2023-01-01t19:37:00.000
arrival,landed,krk,epkk,2023-01-01t18:52:00.000,brs,eggd,2023-01-01t20:25:00.000
arrival,landed,gva,lsgg,2023-01-01t19:45:00.000,brs,eggd,2023-01-01t20:08:00.000
arrival,landed,ncl,egnt,2023-01-01t20:20:00.000,brs,eggd,2023-01-01t21:12:00.000
arrival,landed,dub,eidw,2023-01-01t21:25:00.000,brs,eggd,2023-01-01t22:08:00.000
arrival,landed,ams,eham,2023-01-01t21:26:00.000,brs,eggd,2023-01-01t21:26:00.000
arrival,landed,mad,lemd,2023-01-01t21:01:00.000,brs,eggd,2023-01-01t21:35:00.000
arrival,landed,gva,lsgg,2023-01-01t22:14:00.000,brs,eggd,2023-01-01t22:34:00.000
arrival,landed,edi,egph,2023-01-01t20:49:00.000,brs,eggd,2023-01-01t21:52:00.000
arrival,landed,psa,lirp,2023-01-01t21:09:00.000,brs,eggd,2023-01-01t22:04:00.000
arrival,landed,cdg,lfpg,2023-01-01t22:00:00.000,brs,eggd,2023-01-01t21:57:00.000
arrival,landed,prg,lkpr,2023-01-01t20:53:00.000,brs,eggd,2023-01-01t21:50:00.000
arrival,landed,ams,eham,2023-01-01t22:02:00.000,brs,eggd,2023-01-01t22:00:00.000
arrival,landed,ace,gcrr,2023-01-01t18:50:00.000,brs,eggd,2023-01-01t21:54:00.000
arrival,landed,gla,egpf,2023-01-01t21:15:00.000,brs,eggd,2023-01-01t22:17:00.000
arrival,landed,ber,eddb,2023-01-01t21:51:00.000,brs,eggd,2023-01-01t22:48:00.000
arrival,landed,bcn,lebl,2023-01-01t21:40:00.000,brs,eggd,2023-01-01t22:20:00.000
arrival,landed,bsl,lfsb,2023-01-01t22:51:00.000,brs,eggd,2023-01-01t23:12:00.000
arrival,landed,dub,eidw,2023-01-01t22:56:00.000,brs,eggd,2023-01-01t23:41:00.000
arrival,landed,bud,lhbp,2023-01-01t22:28:00.000,brs,eggd,2023-01-02t00:07:00.000
arrival,landed,szg,lows,2023-01-01t12:40:00.000,brs,eggd,2023-01-01t13:39:00.000
arrival,landed,dub,eidw,2023-01-02t06:49:00.000,brs,eggd,2023-01-02t07:34:00.000
arrival,landed,dub,eidw,2023-01-02t07:03:00.000,brs,eggd,2023-01-02t07:57:00.000
arrival,landed,kun,eyka,2023-01-02t06:47:00.000,brs,eggd,2023-01-02t07:48:00.000
arrival,landed,wro,epwr,2023-01-02t06:25:00.000,brs,eggd,2023-01-02t07:38:00.000
arrival,landed,ncl,egnt,2023-01-02t08:32:00.000,brs,eggd,2023-01-02t09:19:00.000
arrival,landed,gla,egpf,2023-01-02t08:57:00.000,brs,eggd,2023-01-02t09:53:00.000
arrival,landed,cgn,eddk,2023-01-02t10:17:00.000,brs,eggd,2023-01-02t10:32:00.000
arrival,landed,fra,eddf,2023-01-02t10:03:00.000,brs,eggd,2023-01-02t10:25:00.000
arrival,landed,cdg,lfpg,2023-01-02t11:00:00.000,brs,eggd,2023-01-02t10:52:00.000
arrival,landed,ory,lfpo,2023-01-02t10:54:00.000,brs,eggd,2023-01-02t10:47:00.000
arrival,landed,ams,eham,2023-01-02t11:01:00.000,brs,eggd,2023-01-02t11:02:00.000
arrival,landed,gva,lsgg,2023-01-02t11:17:00.000,brs,eggd,2023-01-02t11:38:00.000
arrival,landed,tls,lfbo,2023-01-02t11:02:00.000,brs,eggd,2023-01-02t11:29:00.000
arrival,landed,edi,egph,2023-01-02t10:50:00.000,brs,eggd,2023-01-02t11:42:00.000
arrival,landed,bfs,egaa,2023-01-02t10:33:00.000,brs,eggd,2023-01-02t11:23:00.000
arrival,landed,cph,ekch,2023-01-02t11:08:00.000,brs,eggd,2023-01-02t12:06:00.000
arrival,landed,mad,lemd,2023-01-02t19:15:00.000,brs,eggd,2023-01-02t19:59:00.000
arrival,landed,rze,eprz,2023-01-02t10:41:00.000,brs,eggd,2023-01-02t12:23:00.000
arrival,landed,bzg,epby,2023-01-02t11:09:00.000,brs,eggd,2023-01-02t12:26:00.000
arrival,landed,agp,lemg,2023-01-02t10:51:00.000,brs,eggd,2023-01-02t12:00:00.000
arrival,landed,alc,leal,2023-01-02t11:31:00.000,brs,eggd,2023-01-02t12:39:00.000
arrival,landed,ncl,egnt,2023-01-02t12:52:00.000,brs,eggd,2023-01-02t13:41:00.000
arrival,landed,edi,egph,2023-01-02t12:30:00.000,brs,eggd,2023-01-02t13:27:00.000
arrival,landed,fao,lpfr,2023-01-02t11:30:00.000,brs,eggd,2023-01-02t13:38:00.000
arrival,landed,iom,egns,2023-01-02t14:13:00.000,brs,eggd,2023-01-02t14:52:00.000
arrival,landed,gla,egpf,2023-01-02t14:07:00.000,brs,eggd,2023-01-02t15:05:00.000
arrival,landed,vie,loww,2023-01-02t13:24:00.000,brs,eggd,2023-01-02t14:36:00.000
arrival,landed,bcn,lebl,2023-01-02t13:41:00.000,brs,eggd,2023-01-02t14:27:00.000
arrival,landed,ory,lfpo,2023-01-02t14:52:00.000,brs,eggd,2023-01-02t14:49:00.000
arrival,landed,dub,eidw,2023-01-02t14:17:00.000,brs,eggd,2023-01-02t15:15:00.000
arrival,landed,fnc,lpma,2023-01-02t11:51:00.000,brs,eggd,2023-01-02t14:58:00.000
arrival,landed,gci,egjb,2023-01-02t14:19:00.000,brs,eggd,2023-01-02t15:01:00.000
arrival,landed,bgy,lime,2023-01-02t14:31:00.000,brs,eggd,2023-01-02t15:12:00.000
arrival,landed,bsl,lfsb,2023-01-02t14:54:00.000,brs,eggd,2023-01-02t15:18:00.000
arrival,landed,dub,eidw,2023-01-02t15:00:00.000,brs,eggd,2023-01-02t15:44:00.000
arrival,landed,psa,lirp,2023-01-02t15:47:00.000,brs,eggd,2023-01-02t16:42:00.000
arrival,landed,ace,gcrr,2023-01-02t12:43:00.000,brs,eggd,2023-01-02t15:57:00.000
arrival,landed,edi,egph,2023-01-02t15:17:00.000,brs,eggd,2023-01-02t16:12:00.000
arrival,landed,ams,eham,2023-01-02t17:07:00.000,brs,eggd,2023-01-02t16:58:00.000
arrival,landed,inv,egpe,2023-01-02t15:31:00.000,brs,eggd,2023-01-02t16:34:00.000
arrival,landed,bfs,egaa,2023-01-02t16:52:00.000,brs,eggd,2023-01-02t17:38:00.000
arrival,landed,poz,eppo,2023-01-02t16:02:00.000,brs,eggd,2023-01-02t17:10:00.000
arrival,landed,edi,egph,2023-01-02t16:10:00.000,brs,eggd,2023-01-02t17:06:00.000
arrival,landed,gva,lsgg,2023-01-02t17:18:00.000,brs,eggd,2023-01-02t17:40:00.000
arrival,landed,gla,egpf,2023-01-02t16:48:00.000,brs,eggd,2023-01-02t17:43:00.000
arrival,landed,lpa,gclp,2023-01-02t14:31:00.000,brs,eggd,2023-01-02t18:08:00.000
arrival,landed,dub,eidw,2023-01-02t17:38:00.000,brs,eggd,2023-01-02t18:35:00.000
arrival,landed,agp,lemg,2023-01-02t17:20:00.000,brs,eggd,2023-01-02t18:39:00.000
arrival,landed,ace,gcrr,2023-01-02t15:25:00.000,brs,eggd,2023-01-02t18:46:00.000
arrival,landed,vce,lipz,2023-01-02t18:08:00.000,brs,eggd,2023-01-02t19:07:00.000
arrival,landed,fnc,lpma,2023-01-02t16:01:00.000,brs,eggd,2023-01-02t19:12:00.000
arrival,landed,alc,leal,2023-01-02t17:49:00.000,brs,eggd,2023-01-02t18:59:00.000
arrival,landed,lis,lppt,2023-01-02t20:35:00.000,brs,eggd,2023-01-02t22:50:00.000
arrival,landed,bud,lhbp,2023-01-02t18:14:00.000,brs,eggd,2023-01-02t19:45:00.000
arrival,landed,gva,lsgg,2023-01-02t17:47:00.000,brs,eggd,2023-01-02t18:04:00.000
arrival,landed,lpa,gclp,2023-01-02t16:43:00.000,brs,eggd,2023-01-02t20:15:00.000
arrival,landed,tfs,gcts,2023-01-02t17:03:00.000,brs,eggd,2023-01-02t20:46:00.000
arrival,landed,ams,eham,2023-01-02t21:49:00.000,brs,eggd,2023-01-02t21:46:00.000
arrival,landed,gva,lsgg,2023-01-02t21:36:00.000,brs,eggd,2023-01-02t21:58:00.000
arrival,landed,cdg,lfpg,2023-01-02t21:45:00.000,brs,eggd,2023-01-02t21:38:00.000
arrival,landed,fco,lirf,2023-01-02t21:04:00.000,brs,eggd,2023-01-02t22:22:00.000
arrival,landed,dub,eidw,2023-01-02t21:43:00.000,brs,eggd,2023-01-02t22:39:00.000
arrival,landed,ams,eham,2023-01-02t21:56:00.000,brs,eggd,2023-01-02t21:49:00.000
arrival,landed,bfs,egaa,2023-01-02t21:59:00.000,brs,eggd,2023-01-02t22:53:00.000
arrival,landed,ace,gcrr,2023-01-02t19:04:00.000,brs,eggd,2023-01-02t22:42:00.000
arrival,landed,pmi,lepa,2023-01-02t21:11:00.000,brs,eggd,2023-01-02t22:11:00.000
arrival,landed,rix,evra,2023-01-02t21:28:00.000,brs,eggd,2023-01-02t22:26:00.000
arrival,landed,fao,lpfr,2023-01-02t19:58:00.000,brs,eggd,2023-01-02t22:14:00.000
arrival,landed,rvn,efro,2023-01-02t21:09:00.000,brs,eggd,2023-01-02t22:29:00.000
arrival,landed,agp,lemg,2023-01-02t21:41:00.000,brs,eggd,2023-01-02t23:01:00.000
arrival,landed,alc,leal,2023-01-02t22:06:00.000,brs,eggd,2023-01-02t23:10:00.000
arrival,landed,tfs,gcts,2023-01-02t19:38:00.000,brs,eggd,2023-01-02t23:18:00.000
arrival,landed,bcn,lebl,2023-01-02t21:56:00.000,brs,eggd,2023-01-02t22:46:00.000
arrival,landed,hrg,hegn,2023-01-02t19:59:00.000,brs,eggd,2023-01-02t23:21:00.000
arrival,landed,dub,eidw,2023-01-03t06:29:00.000,brs,eggd,2023-01-03t07:12:00.000
arrival,landed,wmi,epmo,2023-01-03t06:10:00.000,brs,eggd,2023-01-03t07:44:00.000
arrival,landed,ams,eham,2023-01-03t08:54:00.000,brs,eggd,2023-01-03t08:52:00.000
arrival,landed,wro,epwr,2023-01-03t08:00:00.000,brs,eggd,2023-01-03t09:11:00.000
arrival,landed,ncl,egnt,2023-01-03t08:44:00.000,brs,eggd,2023-01-03t09:30:00.000
arrival,landed,bfs,egaa,2023-01-03t08:52:00.000,brs,eggd,2023-01-03t09:38:00.000
arrival,landed,edi,egph,2023-01-03t09:00:00.000,brs,eggd,2023-01-03t09:54:00.000
arrival,landed,dub,eidw,2023-01-03t09:47:00.000,brs,eggd,2023-01-03t10:46:00.000
arrival,landed,gdn,epgd,2023-01-03t09:21:00.000,brs,eggd,2023-01-03t10:39:00.000
arrival,landed,ory,lfpo,2023-01-03t10:51:00.000,brs,eggd,2023-01-03t10:51:00.000
arrival,landed,ams,eham,2023-01-03t10:59:00.000,brs,eggd,2023-01-03t10:58:00.000
arrival,landed,gva,lsgg,2023-01-03t10:44:00.000,brs,eggd,2023-01-03t11:13:00.000
arrival,landed,trn,limf,2023-01-03t11:42:00.000,brs,eggd,2023-01-03t12:31:00.000
arrival,landed,bcn,lebl,2023-01-03t11:16:00.000,brs,eggd,2023-01-03t12:09:00.000
arrival,landed,gla,egpf,2023-01-03t11:27:00.000,brs,eggd,2023-01-03t12:20:00.000
arrival,landed,agp,lemg,2023-01-03t10:48:00.000,brs,eggd,2023-01-03t12:13:00.000
arrival,landed,vlc,levc,2023-01-03t11:14:00.000,brs,eggd,2023-01-03t12:27:00.000
arrival,landed,pmi,lepa,2023-01-03t11:14:00.000,brs,eggd,2023-01-03t12:24:00.000
arrival,landed,fao,lpfr,2023-01-03t10:14:00.000,brs,eggd,2023-01-03t12:44:00.000
arrival,landed,krk,epkk,2023-01-03t11:33:00.000,brs,eggd,2023-01-03t13:02:00.000
arrival,landed,bzg,epby,2023-01-03t11:29:00.000,brs,eggd,2023-01-03t12:42:00.000
arrival,landed,alc,leal,2023-01-03t11:37:00.000,brs,eggd,2023-01-03t12:55:00.000
arrival,landed,edi,egph,2023-01-03t13:30:00.000,brs,eggd,2023-01-03t14:24:00.000
arrival,landed,gva,lsgg,2023-01-03t14:16:00.000,brs,eggd,2023-01-03t14:43:00.000
arrival,landed,tls,lfbo,2023-01-03t13:59:00.000,brs,eggd,2023-01-03t14:32:00.000
arrival,landed,opo,lppr,2023-01-03t13:14:00.000,brs,eggd,2023-01-03t15:04:00.000
arrival,landed,ace,gcrr,2023-01-03t11:01:00.000,brs,eggd,2023-01-03t14:51:00.000
arrival,landed,otp,lrop,2023-01-03t13:52:00.000,brs,eggd,2023-01-03t15:10:00.000
arrival,landed,fra,eddf,2023-01-03t16:10:00.000,brs,eggd,2023-01-03t16:33:00.000
arrival,landed,ams,eham,2023-01-03t16:53:00.000,brs,eggd,2023-01-03t16:51:00.000
arrival,landed,gla,egpf,2023-01-03t16:47:00.000,brs,eggd,2023-01-03t17:44:00.000
arrival,landed,kun,eyka,2023-01-03t17:21:00.000,brs,eggd,2023-01-03t18:08:00.000
arrival,landed,lys,lfll,2023-01-03t18:21:00.000,brs,eggd,2023-01-03t18:53:00.000
arrival,landed,tfs,gcts,2023-01-03t14:17:00.000,brs,eggd,2023-01-03t18:24:00.000
arrival,landed,ace,gcrr,2023-01-03t14:46:00.000,brs,eggd,2023-01-03t18:38:00.000
arrival,landed,dub,eidw,2023-01-03t17:44:00.000,brs,eggd,2023-01-03t18:41:00.000
arrival,landed,fco,lirf,2023-01-03t17:30:00.000,brs,eggd,2023-01-03t18:56:00.000
arrival,landed,abz,egpd,2023-01-03t18:33:00.000,brs,eggd,2023-01-03t19:44:00.000
arrival,landed,bud,lhbp,2023-01-03t18:00:00.000,brs,eggd,2023-01-03t19:31:00.000
arrival,landed,lis,lppt,2023-01-03t18:55:00.000,brs,eggd,2023-01-03t21:11:00.000
arrival,landed,dub,eidw,2023-01-03t20:53:00.000,brs,eggd,2023-01-03t21:36:00.000
arrival,landed,cta,licc,2023-01-03t18:51:00.000,brs,eggd,2023-01-03t20:52:00.000
arrival,landed,kef,bikf,2023-01-03t19:05:00.000,brs,eggd,2023-01-03t21:39:00.000
arrival,landed,ams,eham,2023-01-03t22:33:00.000,brs,eggd,2023-01-03t22:27:00.000
arrival,landed,nce,lfmn,2023-01-03t20:42:00.000,brs,eggd,2023-01-03t21:33:00.000
arrival,landed,sid,gvac,2023-01-03t15:12:00.000,brs,eggd,2023-01-03t21:51:00.000
arrival,landed,cdg,lfpg,2023-01-03t22:19:00.000,brs,eggd,2023-01-03t22:14:00.000
arrival,landed,agp,lemg,2023-01-03t20:43:00.000,brs,eggd,2023-01-03t22:17:00.000
arrival,landed,mad,lemd,2023-01-03t20:42:00.000,brs,eggd,2023-01-03t21:30:00.000
arrival,landed,tfs,gcts,2023-01-03t18:05:00.000,brs,eggd,2023-01-03t22:10:00.000
arrival,landed,gla,egpf,2023-01-03t21:25:00.000,brs,eggd,2023-01-03t22:20:00.000
arrival,landed,ams,eham,2023-01-03t21:59:00.000,brs,eggd,2023-01-03t21:59:00.000
arrival,landed,bfs,egaa,2023-01-03t21:05:00.000,brs,eggd,2023-01-03t21:54:00.000
arrival,landed,lpa,gclp,2023-01-03t18:28:00.000,brs,eggd,2023-01-03t22:30:00.000
arrival,landed,tfs,gcts,2023-01-03t18:27:00.000,brs,eggd,2023-01-03t22:36:00.000
arrival,landed,tfs,gcts,2023-01-03t18:48:00.000,brs,eggd,2023-01-03t22:47:00.000
arrival,landed,hrg,hegn,2023-01-03t19:47:00.000,brs,eggd,2023-01-03t23:27:00.000
arrival,landed,ext,egte,2023-01-03t13:28:00.000,brs,eggd,2023-01-03t14:02:00.000
arrival,landed,gla,egpf,2023-01-04t16:46:00.000,brs,eggd,2023-01-04t17:40:00.000
arrival,landed,dub,eidw,2023-01-04t07:51:00.000,brs,eggd,2023-01-04t08:32:00.000
arrival,landed,ncl,egnt,2023-01-04t09:01:00.000,brs,eggd,2023-01-04t09:50:00.000
arrival,landed,gla,egpf,2023-01-04t08:55:00.000,brs,eggd,2023-01-04t09:46:00.000
arrival,landed,edi,egph,2023-01-04t09:02:00.000,brs,eggd,2023-01-04t09:58:00.000
arrival,landed,ory,lfpo,2023-01-04t10:29:00.000,brs,eggd,2023-01-04t10:32:00.000
arrival,landed,dub,eidw,2023-01-04t09:39:00.000,brs,eggd,2023-01-04t10:36:00.000
arrival,landed,ams,eham,2023-01-04t11:39:00.000,brs,eggd,2023-01-04t11:42:00.000
arrival,landed,gva,lsgg,2023-01-04t10:38:00.000,brs,eggd,2023-01-04t11:12:00.000
arrival,landed,bfs,egaa,2023-01-04t10:49:00.000,brs,eggd,2023-01-04t11:34:00.000
arrival,landed,bcn,lebl,2023-01-04t11:11:00.000,brs,eggd,2023-01-04t12:03:00.000
arrival,landed,mad,lemd,2023-01-04t11:19:00.000,brs,eggd,2023-01-04t12:08:00.000
arrival,landed,pmi,lepa,2023-01-04t11:16:00.000,brs,eggd,2023-01-04t12:31:00.000
arrival,landed,fao,lpfr,2023-01-04t10:22:00.000,brs,eggd,2023-01-04t12:49:00.000
arrival,landed,fao,lpfr,2023-01-04t10:40:00.000,brs,eggd,2023-01-04t13:00:00.000
arrival,landed,alc,leal,2023-01-04t11:55:00.000,brs,eggd,2023-01-04t13:13:00.000
arrival,landed,ktw,epkt,2023-01-04t11:28:00.000,brs,eggd,2023-01-04t12:57:00.000
arrival,landed,ace,gcrr,2023-01-04t10:19:00.000,brs,eggd,2023-01-04t13:51:00.000
arrival,landed,gci,egjb,2023-01-04t13:14:00.000,brs,eggd,2023-01-04t14:01:00.000
arrival,landed,gla,egpf,2023-01-04t12:30:00.000,brs,eggd,2023-01-04t13:22:00.000
arrival,landed,bsl,lfsb,2023-01-04t13:54:00.000,brs,eggd,2023-01-04t14:27:00.000
arrival,landed,edi,egph,2023-01-04t14:21:00.000,brs,eggd,2023-01-04t15:18:00.000
arrival,landed,gva,lsgg,2023-01-04t14:23:00.000,brs,eggd,2023-01-04t14:56:00.000
arrival,landed,tfs,gcts,2023-01-04t10:37:00.000,brs,eggd,2023-01-04t14:36:00.000
arrival,landed,bcn,lebl,2023-01-04t15:46:00.000,brs,eggd,2023-01-04t16:46:00.000
arrival,landed,ams,eham,2023-01-04t17:02:00.000,brs,eggd,2023-01-04t16:59:00.000
arrival,landed,fue,gcfv,2023-01-04t12:51:00.000,brs,eggd,2023-01-04t16:30:00.000
arrival,landed,lis,lppt,2023-01-04t15:00:00.000,brs,eggd,2023-01-04t17:16:00.000
arrival,landed,inn,lowi,2023-01-04t16:13:00.000,brs,eggd,2023-01-04t17:10:00.000
arrival,landed,gva,lsgg,2023-01-04t16:58:00.000,brs,eggd,2023-01-04t17:31:00.000
arrival,landed,tfs,gcts,2023-01-04t14:35:00.000,brs,eggd,2023-01-04t18:36:00.000
arrival,landed,dub,eidw,2023-01-04t17:39:00.000,brs,eggd,2023-01-04t18:29:00.000
arrival,landed,fue,gcfv,2023-01-04t15:32:00.000,brs,eggd,2023-01-04t19:14:00.000
arrival,landed,abz,egpd,2023-01-04t18:39:00.000,brs,eggd,2023-01-04t19:48:00.000
arrival,landed,fue,gcfv,2023-01-04t15:45:00.000,brs,eggd,2023-01-04t19:27:00.000
arrival,landed,fco,lirf,2023-01-04t18:07:00.000,brs,eggd,2023-01-04t19:36:00.000
arrival,landed,tls,lfbo,2023-01-04t19:22:00.000,brs,eggd,2023-01-04t19:56:00.000
arrival,landed,ams,eham,2023-01-04t21:29:00.000,brs,eggd,2023-01-04t21:31:00.000
arrival,landed,edi,egph,2023-01-04t20:35:00.000,brs,eggd,2023-01-04t21:27:00.000
arrival,landed,cdg,lfpg,2023-01-04t21:35:00.000,brs,eggd,2023-01-04t21:34:00.000
arrival,landed,pfo,lcph,2023-01-04t18:53:00.000,brs,eggd,2023-01-04t21:47:00.000
arrival,landed,ams,eham,2023-01-04t21:56:00.000,brs,eggd,2023-01-04t21:58:00.000
arrival,landed,mad,lemd,2023-01-04t22:12:00.000,brs,eggd,2023-01-04t22:57:00.000
arrival,landed,bqh,egkb,2023-01-04t14:56:00.000,brs,eggd,2023-01-04t15:32:00.000
arrival,landed,sof,lbsf,2023-01-04t21:05:00.000,brs,eggd,2023-01-04t22:34:00.000
arrival,landed,alc,leal,2023-01-04t20:54:00.000,brs,eggd,2023-01-04t22:11:00.000
arrival,landed,tfs,gcts,2023-01-04t18:22:00.000,brs,eggd,2023-01-04t22:21:00.000
arrival,landed,sof,lbsf,2023-01-04t22:05:00.000,brs,eggd,2023-01-04t23:33:00.000
arrival,landed,alc,leal,2023-01-04t21:39:00.000,brs,eggd,2023-01-04t22:46:00.000
arrival,landed,fnc,lpma,2023-01-04t20:05:00.000,brs,eggd,2023-01-04t23:19:00.000
arrival,landed,agp,lemg,2023-01-04t22:04:00.000,brs,eggd,2023-01-04t23:22:00.000
arrival,landed,gla,egpf,2023-01-05t09:09:00.000,brs,eggd,2023-01-05t10:02:00.000
arrival,landed,dub,eidw,2023-01-05t06:59:00.000,brs,eggd,2023-01-05t07:50:00.000
arrival,landed,ams,eham,2023-01-05t08:21:00.000,brs,eggd,2023-01-05t08:21:00.000
arrival,landed,bfs,egaa,2023-01-05t08:57:00.000,brs,eggd,2023-01-05t09:46:00.000
arrival,landed,edi,egph,2023-01-05t09:01:00.000,brs,eggd,2023-01-05t09:56:00.000
arrival,landed,dub,eidw,2023-01-05t09:42:00.000,brs,eggd,2023-01-05t10:27:00.000
arrival,landed,cdg,lfpg,2023-01-05t10:44:00.000,brs,eggd,2023-01-05t10:43:00.000
arrival,landed,ory,lfpo,2023-01-05t10:49:00.000,brs,eggd,2023-01-05t10:51:00.000
arrival,landed,ams,eham,2023-01-05t11:02:00.000,brs,eggd,2023-01-05t10:59:00.000
arrival,landed,edi,egph,2023-01-05t20:19:00.000,brs,eggd,2023-01-05t21:19:00.000
arrival,landed,dub,eidw,2023-01-05t10:46:00.000,brs,eggd,2023-01-05t11:32:00.000
arrival,landed,agp,lemg,2023-01-05t10:58:00.000,brs,eggd,2023-01-05t12:16:00.000
arrival,landed,pmi,lepa,2023-01-05t11:37:00.000,brs,eggd,2023-01-05t12:45:00.000
arrival,landed,alc,leal,2023-01-05t11:42:00.000,brs,eggd,2023-01-05t12:53:00.000
arrival,landed,lis,lppt,2023-01-05t11:12:00.000,brs,eggd,2023-01-05t13:13:00.000
arrival,landed,otp,lrop,2023-01-05t11:54:00.000,brs,eggd,2023-01-05t13:28:00.000
arrival,landed,agp,lemg,2023-01-05t12:22:00.000,brs,eggd,2023-01-05t13:46:00.000
arrival,landed,edi,egph,2023-01-05t13:35:00.000,brs,eggd,2023-01-05t14:32:00.000
arrival,landed,fao,lpfr,2023-01-05t11:14:00.000,brs,eggd,2023-01-05t13:33:00.000
arrival,landed,gva,lsgg,2023-01-05t14:17:00.000,brs,eggd,2023-01-05t14:47:00.000
